nome,partido,uf,PDC 160/1995,PDC 443/1994,PDC 451/1995,PDC 451/1995,PDC 451/1995,PDC 452/1995,PDC 452/1995,PDC 95/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 163/1995,PEC 182/1994,PEC 182/1994,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 3/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 4/1995,PEC 48/1995,PEC 48/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 5/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 6/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PEC 7/1995,PL 1088/1995,PL 1088/1995,PL 1236/1995,PL 1236/1995,PL 154/1995,PL 1670/1989,PL 1727/1991,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 180/1995,PL 194/1995,PL 199/1995,PL 199/1995,PL 233/1995,PL 2331/1991,PL 305/1991,PL 373/1995,PL 373/1995,PL 373/1995,PL 373/1995,PL 3804/1993,PL 3981/1993,PL 40/1995,PL 4109/1993,PL 426/1995,PL 426/1995,PL 4386/1994,PL 4555/1994,PL 4645/1994,PL 47/1995,PL 4792/1990,PL 4851/1994,PL 4851/1994,PL 4851/1994,PL 642/1995,PL 869/1995,PL 869/1995,PL 899/1995,PL 899/1995,PL 914/1995,PL 992/1995,PLP 9/1995,PRC 1/1995,PRC 21/1995,PRC 229/1994
Gonzaga Mota,PMDB,CE,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,-1,-1,1,1,-1,-1,-1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,1
Raimundo Santos,PFL,PA,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,1,0
Marinha Raupp,PSDB,RO,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,0,1,-1,1,1,1,1,-1,-1,1,1,-1,0,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,0,1,1,0,1,1,0,-1,-1,0,0,-1,1,-1,0,0,-1,0,1,1,1,1,1,1,-1,0,1,0,1,0,0,1,1,-1,1,0,0,0,1,1,-1,1,1,0,1,0,1,0,0
Átila Lira,PFL,PI,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Ubiratan Aguiar,PSDB,CE,-1,1,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,0,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,0,1,1,-1,0,1,1,0,1,1,0,1,-1,1,1,1,1,1,1
Iberê Ferreira,PPB,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Abílio,PMDB,PB,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,0,1,0,1,-1,0,1,0,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,0,1,1,1,1,0,1,1,-1,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,0
Antônio Geraldo,PFL,PE,0,1,1,1,1,1,1,1,0,1,-1,-1,1,0,1,1,0,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,-1,0,0,1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,-1,-1,1,1,1,0,0,1,0,1,1,1,-1,1,1,0,1,0,1,1,-1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,-1,-1,1,0,1,-1,1,0,-1,0,0,1,0,1,0,1,1
José Múcio Monteiro,PFL,PE,0,0,1,0,1,1,1,1,0,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,-1,0,1,-1,0,-1,-1,0,-1,1,1,1,-1,-1,-1,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,0,1,0,1,-1,0,1,1,-1,0,1,1,-1,1,0,0,1,1,1,1,-1,1,0,1,0,0,1,0,0,-1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
Sergio Guerra,PSB,PE,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1,1,-1,-1,0,0,0,-1,0,1,-1,-1,1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,0,0,1,-1,1,-1,-1,1,1,0,1,1,1,-1,-1,-1,-1,-1,0,0,1,0,-1,0,0,-1,0,0,0,-1,1,1,-1,1,-1,-1,1,0,0,1,1,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,1,-1,1,1,0,-1,0,1,1,-1,0
Marcelo Déda,PT,SE,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,0,-1,1,1,1,-1,0,-1,-1,-1,0,-1,0,1,0,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
Coriolano Sales,PDT,BA,1,-1,0,0,0,0,0,1,-1,0,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,-1,1,1,-1,1,-1,-1,1,-1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,1,0
Leur Lomanto,PFL,BA,0,1,1,1,1,1,1,0,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,-1,-1,0,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,-1,1,0,1,1,1,0,0,0
Manoel Castro,PFL,BA,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,0,1,1,1,1,1,1
João Fassarella,PT,MG,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,0,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
Roberto Brant,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0
Arnaldo Faria de Sá,PPB,SP,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,1,0
Fernando Zuppo,PDT,SP,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,0,0,0,1,-1,1,1,-1,-1,1,-1,1,1,0
José Machado,PT,SP,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,1,0,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
Ricardo Izar,PPB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,0
Affonso Camargo,PFL,PR,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,1,1,1,0,-1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,0,0,0,-1,0,-1,1,1,1,1,1,0,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,-1,1,0,0,0,0,0,-1,1,0,1,1,1,0,0,0
Flávio Arns,PSDB,PR,-1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,0,1,1,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,0,-1,1,0,1,1,0,1,1,1,0,1,0,1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1
Luiz Mainardi,PT,RS,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,-1,1,1,1,1,0,1,-1,-1,-1,0,-1,1,-1,1,1,0,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
Ayrton Xerêz,PSDB,RJ,-1,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,0,0,0,0,1,1,0,0,0,0,1,-1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,-1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,1,1,0,1,1,-1,0,0,0,0,1,1,-1,1,-1,1,1,1,0,1,0
Chico da Princesa,PTB,PR,1,0,0,0,0,0,0,1,-1,1,-1,1,1,0,1,1,1,0,-1,-1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,0,0,0,1,1,-1,0,-1,1,1,1,0,1,0
Ricardo Rique,PMDB,PB,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,-1,1,-1,1,1,0,0,1,-1,0,0,0,0,0,-1,1,-1,1,0,0,0,0,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
José Carlos Vieira,PFL,SC,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,0,1,0,1,-1,1,0,-1,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,0,0,1,0
Alcione Athayde,PPB,RJ,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,-1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,0
Luiz Salomão,PDT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1
Ivandro Cunha Lima,PMDB,PB,1,-1,0,0,0,0,0,0,1,1,-1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,-1,-1,1,-1,1,-1,-1,-1,0,1,-1,1,1,-1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,0,1,1,-1,0,0,-1,-1,1,0,0,1,-1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
José Luiz Clerot,PMDB,PB,1,1,0,0,0,0,0,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,0,1,1,0,0,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,0,-1,1,1,-1,0,-1,1,0,-1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,-1,1,1,0
Humberto Costa,PT,PE,1,-1,0,0,0,0,0,1,-1,-1,1,-1,0,0,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,1,-1,-1,-1,1,1,-1,-1,1,0,1,1,-1,-1,-1,-1,0,-1,0,1,-1,-1,0,-1,1,1,0,0,0,0,1,-1,1,1,-1,-1,1,1,1,-1,0
João Colaço,PSB,PE,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,-1,1,1,0,0,0,-1,0,0,0,-1,1,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,0,-1,-1,0,1,-1,-1,0,0,0,-1,1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
Roberto Fontes,PFL,PE,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,0,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,0,0,1,1,-1,1,1,1,1,1,1,1,0
Salatiel Carvalho,PPB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Wilson Campos,PSDB,PE,1,0,1,1,1,1,1,1,1,1,0,-1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,-1,0,1,1,-1,1,-1,1,1,-1,1,1,-1,1,0,-1,1,0,0,1,-1,1,1,1,-1,0,-1,-1,1,-1,1,0,0,-1,-1,0,0,-1,1,1,0,0,1,1,0,1,1,1,0,0,-1,-1,0,-1,1,0,0,1,1,0,1,0,1,0,-1,1,0,1,1,1,0,1,-1,-1,0,1,1,1,1,1,-1,0,0,0,1,1,1,1,1
Albérico Cordeiro,PTB,AL,1,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,-1,-1,1,0,0,0,0,1,1,0,-1,1,-1,1,1,-1,1,1,-1,0,0,1,0,1,-1,0,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,1,1,1,0,0,-1,-1,1,-1,1,1,-1,0,1,0,1,1,1,1,0,1,1,1,1,1,-1,0,-1,0,-1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Benedito de Lira,PFL,AL,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,1,1,1,0,0,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,1,1,0,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,0
Fernando Torres,PSDB,AL,1,1,0,0,0,0,0,0,1,1,-1,1,0,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,-1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,-1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,1,1,0,-1,-1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
Álvaro Gaudêncio Neto,PFL,PB,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,0,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,0,-1,1,0,0,0,1,1,-1,1,-1,0,1,1,1,1,0
Alcides Modesto,PT,BA,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,1,1,1,1,-1,0,-1,-1,1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,0,1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,1,0,-1,-1,1,-1,1,0,-1,0,1,0,1,0,0
Sérgio Barradas Carneiro,PDT,BA,1,-1,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,0,-1,1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,1,-1,-1,1,1,1,0,0
Moacyr Andrade,PPB,AL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Nilson Gibson,PSB,PE,1,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,-1,0,-1,1,0,-1,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,-1,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,1,1,-1,1,1,0,-1,0
Adelson Ribeiro,PSDB,SE,-1,0,0,0,0,0,0,1,1,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,-1,1,-1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0
Carlos Magno,PFL,SE,1,1,0,0,0,0,0,1,1,1,-1,0,0,0,1,1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,0,1,1,1,1,1,-1,0,1,0,1,1,0,1,1,-1,1,0,0,0,0,1,-1,0,-1,0,1,1,1,1,0
José Teles,PPB,SE,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,0
