nome,partido,uf,MPV 103/2003,MPV 104/2003,MPV 106/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 107/2003,MPV 114/2003,MPV 116/2003,MPV 116/2003,MPV 117/2003,MPV 117/2003,MPV 118/2003,MPV 120/2003,MPV 120/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 121/2003,MPV 122/2003,MPV 124/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 125/2003,MPV 126/2003,MPV 126/2003,MPV 126/2003,MPV 129/2003,MPV 130/2003,MPV 130/2003,MPV 131/2003,MPV 132/2003,MPV 132/2003,MPV 133/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 135/2003,MPV 79/2002,MPV 79/2002,MPV 80/2002,MPV 82/2002,MPV 82/2002,MPV 86/2002,MPV 94/2002,MSC 199/2003,MSC 48/2002,PEC 254/2000,PEC 254/2000,PEC 306/2000,PEC 306/2000,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 40/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 41/2003,PEC 53/1999,PEC 53/1999,PEC 53/1999,PEC 544/2002,PEC 575/1998,PL 1083/2003,PL 1084/2003,PL 1084/2003,PL 1503/2003,PL 1555/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1840/2003,PL 1936/2003,PL 2681/1996,PL 3464/2000,PL 3731/1997,PL 4285/2001,PL 4376/1993,PL 4572/1998,PL 4572/1998,PL 475/2003,PL 5073/2001,PL 58/2003,PL 7136/2002,PLP 224/2001,PLP 41/2003,PLP 52/1999,PLP 58/2003,PLP 58/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 73/2003
Coriolano Sales,PFL,BA,-1,1,1,1,1,0,-1,-1,0,1,1,0,1,0,0,-1,0,-1,-1,1,-1,1,-1,0,1,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,0,1,-1,0,1,1,1,-1,1,0,-1,0,1,1,1,-1,0,0,0,1,0,0,-1,1,0,0,1,1,0,-1,0,1,0,0,1,1,-1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,-1,-1,-1,1,1,-1,1,1,0,1,1,-1,0,0,0,0,1,1,0,1,-1,0,-1,-1,1,1,1,1,1,1,1,0,-1,0,-1,0,0,1,1,-1,1,1
Geddel Vieira Lima,PMDB,BA,-1,1,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,1,1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1
Colbert Martins,PPS,BA,1,1,-1,-1,1,-1,1,1,1,0,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,0,0,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,0,1,0,1,1,1,-1,1,0,1,1,1,-1,-1,1,0,0,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,-1,-1,1,0,0,0,1,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,0,-1,1,1,0,0,-1,-1,0,1,1,1,-1,0,1,1,-1,-1,-1,-1,0,0,0,0,0,1
José Carlos Araújo,PFL,BA,-1,1,1,0,-1,0,-1,-1,0,1,1,0,1,0,1,-1,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,1,1,1,-1,1,1,0,1,1,0,-1,-1,1,1,0,-1,-1,1,1,1,0,1,1,-1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,0,0,1,0,-1,0,1
Pedro Irujo,PFL,BA,1,1,1,-1,1,0,1,-1,1,1,1,0,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,0,0,1,0,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1
Milton Barbosa,PFL,BA,-1,1,1,1,-1,-1,-1,-1,0,1,1,0,1,0,1,-1,0,0,0,0,0,0,-1,0,-1,1,1,0,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,1,0,1,-1,0,1,1,1,0,1,0,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,0,-1,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,0,-1,0,-1,0,-1,1,1,0,1,-1,0,0,0,0,1,0,0,1,1,1,1,-1,0,0,0,0,1,1,-1,1,0
Jairo Carneiro,PFL,BA,-1,1,1,0,-1,0,0,-1,0,1,1,0,1,0,0,0,0,-1,-1,1,-1,0,0,0,-1,0,1,0,0,-1,0,-1,0,0,1,1,0,-1,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,0,-1,0,1,0,0,1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,1,-1,1,0,-1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,-1,1,0,1,1,1,0,0,1,0,-1,0,0,0,1,1,-1,-1,0
Claudio Cajado,PFL,BA,-1,1,0,0,-1,0,-1,-1,0,1,1,0,1,0,1,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,-1,1,1,-1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,0,0,1,1,-1,0,0,-1,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0
José Rocha,PFL,BA,-1,1,1,0,1,0,-1,-1,0,1,1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,0,1,0,1,1,0,-1,-1,1,1,0,1,-1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,0,-1,1,1,0,1,1,-1,0,0,0,-1,0,1,0,0,-1,0,1,0,0,1,1,0,0,1,1,1,-1,-1,0,0,0,1,1,-1,1,1
Antonio Carlos Magalhães Neto,PFL,BA,-1,1,1,0,-1,0,-1,-1,0,1,1,0,1,0,1,-1,0,-1,1,0,1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,-1,1,1,1,0,0,1,1,1,1,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,-1,0,0,0,-1,0,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,1,1,-1,1,1
João Carlos Bacelar,PFL,BA,-1,0,1,0,-1,0,0,0,0,1,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,-1,1,1,0,-1,-1,1,1,1,0,0,1,-1,1,1,-1,0,1,-1,1,-1,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,0,1,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,0,0,0,0,1
Aroldo Cedraz,PFL,BA,-1,1,0,1,1,0,-1,-1,0,1,1,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,1,1,0,0,1,1,-1,0,1,0,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,1,1,-1,0,0
José Carlos Aleluia,PFL,BA,-1,1,1,0,-1,1,-1,-1,0,1,1,1,1,0,1,-1,1,-1,0,0,0,0,0,1,0,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,0,1,1,1,-1,1,0,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,-1,-1,1,0,-1,1,1,1,1,1,-1,0,0,-1,-1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,0,-1,-1,0,0,0,0,1,-1,1,0
Marcelo Guimarães Filho,PFL,BA,-1,1,1,0,1,0,0,-1,0,1,0,0,1,0,1,-1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,1,1,0,0,1,0,-1,0,1,1,-1,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,0,0,0,0,-1,1,1,1,1,-1,0,1,0,1,0,1,0,1,1,1,1,-1,-1,0,0,0,1,1,-1,-1,1
Zelinda Novaes,PFL,BA,-1,-1,1,0,-1,0,0,-1,0,1,1,0,1,0,1,-1,0,-1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,-1,0,1,0,0,1,0,-1,0,1,-1,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,0,0,1,0,-1,1,1,1,1,-1,0,0,0,0,0,1,1,1,1,1,1,-1,-1,-1,0,0,1,1,-1,1,1
Fernando de Fabinho,PFL,BA,-1,0,1,1,1,0,-1,-1,0,1,1,0,1,0,0,1,0,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,1,-1,0,1,0,1,1,1,-1,-1,1,-1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,0,0,0,-1,0,0,0,0,1,-1,0,1,0,1,0,0,0,0,0,-1,1,1,1,1,-1,0,1,0,0,0,0,1,1,1,0,0,0,-1,-1,0,0,1,1,0,1,1
Gerson Gabrielli,PFL,BA,-1,1,1,0,1,0,-1,-1,0,0,0,0,1,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,-1,1,1,0,0,1,0,0,0,1,0,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,1,0,-1,0,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,0,0,1,1,-1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,0,1,1,0,1,0
Fábio Souto,PFL,BA,-1,1,1,1,1,0,-1,-1,0,1,1,0,1,0,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,1,1,0,1,1,0,1,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,0,0,0,1,0,0,0,1
Robério Nunes,PFL,BA,-1,1,1,1,1,0,-1,-1,0,1,1,0,1,0,0,-1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,0,0,1,1,1,-1,0,1,1,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,1,1,0,1,0,0,0,0,0,-1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,-1,-1,0,0,0,0,0,0,0,1
Luiz Carreira,PFL,BA,-1,0,1,0,1,0,-1,-1,0,1,1,0,1,0,1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,0,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,1,0,1,1,-1,0,0,0,-1,1,1,1,0,-1,0,0,0,0,0,1,1,1,1,0,1,-1,-1,-1,0,0,1,1,-1,1,1
Jutahy Junior,PSDB,BA,-1,1,1,1,1,0,0,-1,0,1,1,0,1,0,1,1,0,0,0,-1,0,0,0,0,-1,1,1,1,-1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,0,1,1,-1,1,1,1,1,-1,1,0,1,1,1,0,0,0,1,-1,0,-1,0,1,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,0,0,1,0,1,1,0,-1,0,0,0,0,1,1,1,-1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,-1,1
João Almeida,PSDB,BA,-1,0,1,1,1,0,0,-1,0,1,1,0,1,0,1,1,0,1,1,-1,0,-1,1,0,-1,1,1,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,-1,1,1,1,0,1,1,0,0,1,-1,0,-1,0,1,1,1,0,1,1,1,1,1,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,0,1,0,-1,0,0,0,-1,1,1,0,1,-1,0,0,0,0,1,1,1,1,1,0,1,-1,0,0,0,1,1,1,1,1,1
Alice Portugal,PCdoB,BA,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,-1,-1,1,0,-1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,-1,-1,1,0,0,-1,0,1,-1,-1,1,1,0,0,-1,-1,0,0,1,0,1,1,1,1,-1,0,-1,-1,-1,-1,0,0,0,1
José Linhares,PPB,CE,-1,-1,-1,1,1,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Alfredo,PT,CE,1,1,-1,-1,1,0,1,1,1,0,1,-1,-1,0,-1,-1,0,1,-1,1,0,1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1,0,0,1,1,-1,1,0,-1,0,0,1,0,1,1,-1,0,0,0,1,1,-1,-1,1,1,1,0,-1,1,1,0,1,-1,-1,1,-1,0,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,0,1,1,0,-1,-1,-1,1,0,1,0,0,0,-1,-1,0,1,0,-1,-1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1
José Pimentel,PT,CE,1,1,-1,-1,0,-1,1,1,1,1,1,-1,-1,0,-1,0,-1,1,-1,1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,0,1,1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,-1,0,0,1,-1,1,0,1,-1,-1,1,1,1,1,-1,0,-1,-1,-1,0,-1,-1,0,1,-1,-1,1,1,1,-1,1,1,0,1,-1,-1,0,1,-1,1,-1,1,1,-1,-1,0,1,1,1,-1,-1,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,-1,0,1,1,0
Aníbal Gomes,PMDB,CE,1,1,-1,-1,0,-1,1,1,1,0,1,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,1,1,0,0,1,0,-1,1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,1,1,0,-1,-1,1,-1,1,-1,1,0,1,-1,0,-1,1,-1,1,0,1,0,-1,1,1,1,1,-1,0,-1,-1,0,-1,-1,0,-1,1,-1,-1,1,1,1,-1,1,0,0,0,0,-1,-1,1,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,1,1,0,0,0,-1,-1,0,0,0,0,0,1
Marcelo Teixeira,PMDB,CE,-1,1,-1,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zé Gerardo,PMDB,CE,1,0,-1,-1,1,0,1,1,1,0,1,-1,1,0,-1,-1,0,1,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,1,0,-1,1,-1,0,0,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,0,1,0,0,0,0,-1,-1,1,-1,-1,1,1,1,0,1,0,1,1,0,-1,-1,0,0,1,-1,1,0,-1,-1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,0
Pastor Pedro Ribeiro,PTB,CE,1,1,-1,0,1,0,1,1,1,1,0,0,-1,0,-1,-1,0,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,-1,1,1,0,0,1,1,1,0,-1,1,1,1,-1,-1,1,1,1,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1,0,1,0,1,-1,-1,-1,0,0,0,0,0,0,1
Leônidas Cristino,PPS,CE,1,1,-1,-1,1,0,1,1,1,0,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,0,1,0,0,-1,1,-1,1,1,1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,1,0,1,-1,0,1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,0,-1,-1,0,0,0,1,1
Moroni Torgan,PFL,CE,-1,-1,-1,1,-1,0,-1,-1,0,1,0,0,1,0,1,-1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,0,-1,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,0,0,-1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,-1,-1,0,0,0,1,1,-1,1,1
Roberto Pessoa,PFL,CE,-1,0,1,0,1,0,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leo Alcântara,PSDB,CE,-1,0,1,1,1,0,-1,-1,0,1,0,0,1,0,0,1,0,1,-1,-1,-1,1,1,0,-1,1,1,-1,1,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,1,1,1,1,-1,1,1,0,1,1,-1,1,-1,1,1,1,-1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,-1,1,0,0,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,-1,1,0,0,1,1,1,0,0,0,0,0,1,-1,1,1,1,1
Antonio Cambraia,PSDB,CE,-1,1,0,1,1,0,-1,-1,0,1,1,0,1,0,1,1,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,-1,1,1,0,1,1,1,-1,0,1,-1,1,-1,-1,1,1,1,0,1,1,1,0,0,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,1,1,0,0,0,0,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,1,1,-1,0,0,0,1,1,1,1,-1,1
Rommel Feijó,PSDB,CE,-1,1,0,1,1,0,-1,-1,1,0,1,0,1,0,-1,1,-1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,-1,0,-1,1,1,1,-1,0,1,1,1,0,-1,1,0,1,1,-1,-1,0,-1,1,0,1,0,1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,0,0,1,1,0,1,0,1,-1,-1,0,0,0,0,0,0,0,1
