nome,partido,uf,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 472/2009,MPV 475/2009,MPV 475/2009,MPV 475/2009,MPV 476/2009,MPV 476/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 477/2009,MPV 482/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 483/2010,MPV 487/2010,MPV 487/2010,MPV 487/2010,MPV 493/2010,MPV 493/2010,MPV 495/2010,MPV 501/2010,PDC 2600/2010,PEC 300/2008,PEC 300/2008,PEC 446/2009,PEC 47/2003,PEC 507/2010,PEC 507/2010,PL 1481/2007,PL 1481/2007,PL 1481/2007,PL 2502/2007,PL 2502/2007,PL 2944/2004,PL 5186/2005,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5417/2009,PL 5940/2009,PL 5941/2009,PL 5941/2009,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 168/1993,PLP 277/2005,PLP 352/2002,PLP 352/2002,PLP 374/2008,PLP 374/2008,PLP 543/2009,PLP 543/2009,PLP 543/2009,PLV 16/2010,REQ 5670/2009,REQ 6467/2010,REQ 6468/2010,REQ 6752/2010,REQ 6918/2010,REQ 7166/2010,REQ 7447/2010,REQ 7513/2010,REQ 7535/2010,REQ 7546/2010,REQ 7575/2010
Lelo Coimbra,PMDB,ES,-1,-1,-1,1,0,0,1,0,1,0,0,1,1,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,1,1,1,1,0,1,1,0,0,1,-1,0,-1,-1,0,0,-1,0,-1,1,1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,-1,-1
Íris de Araújo,PMDB,GO,0,0,0,0,1,-1,1,0,1,0,1,1,1,-1,0,-1,-1,-1,1,-1,0,0,0,0,1,-1,-1,1,1,1,1,0,0,1,-1,-1,-1,1,0,-1,-1,1,1,0,0,-1,1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,-1,1,0,1,1,0,0,0
Marcelo Melo,PMDB,GO,-1,-1,0,1,-1,1,1,0,1,0,1,1,1,0,0,-1,0,-1,1,-1,-1,0,0,0,0,-1,-1,1,1,1,0,0,0,1,-1,-1,-1,1,1,-1,-1,1,1,0,0,-1,0,-1,0,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,-1,0,1,0,1,1,1,1
Pedro Wilson,PT,GO,-1,-1,-1,1,1,0,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,1,1,1,1,1,-1,1,1,-1,0,1,1,1,0,-1,1
Carlos Brandão,PSDB,MA,0,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,-1,1,1,0,-1,1,-1,0,0,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,-1,1,1,0,0,1,1,0,0,1,0
Domingos Dutra,PT,MA,-1,-1,0,1,0,0,-1,0,1,0,1,1,1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,1,1,1,1,0,0,1,-1,0,-1,1,0,-1,-1,1,1,-1,1,0,1,1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,-1,0,1,0,1,1,1,0
Flávio Dino,PCdoB,MA,-1,-1,-1,1,-1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,1,0,1,1,0,0,0,-1,-1,1,-1,0,-1,1,0,-1,1,0,1,-1,0,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,-1,-1,0,0,0,0,0,0,1,0,0,0
Pinto Itamaraty,PSDB,MA,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,-1,1,-1,-1,0,1,0,0,-1,1,1,0,0,0,0,1,1,1,1,-1,1,1,1,0,1,0,-1,-1,1,1,0,0,1,1,0,0,1,1
Julião Amin,PDT,MA,-1,-1,-1,1,-1,-1,0,1,1,0,1,1,1,-1,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,0,0,-1,0,1,-1,-1,-1,1,1,-1,1,0,1,-1,0,-1,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,1,1,1,-1,0,1,0,1,1,1,1
Professor Setimo,PMDB,MA,-1,-1,-1,1,-1,0,0,1,1,0,1,0,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,1,1,-1,0,0,1,1,1,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,0,1,-1,-1,1,1,1,1,1,1
Waldir Maranhão,PP,MA,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,-1,1,0,0,0,0,1,1,-1,0,0,0,1,0,1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1
Aelton Freitas,PR,MG,0,-1,-1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,-1,0,-1,1,1,-1,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,-1,0,0,0,0,1,1,1
Alexandre Silveira,PPS,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,0,1
Antônio Roberto,PV,MG,-1,0,0,0,-1,-1,1,1,0,1,1,1,1,-1,0,-1,0,-1,1,-1,-1,0,0,0,0,1,-1,1,1,1,1,1,1,1,-1,0,-1,1,1,0,-1,1,1,-1,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,-1,1,1,0,1,0,1,0,0,0,0,-1,1,1,-1,-1,1,0,0,0,1,1
Ciro Pedrosa,PV,MG,0,-1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,0,0,1,0,1,1,1,-1,-1,-1,1,-1,0,-1,1,1,0,0,0,1,-1,1,0,0,-1,1,-1,1,1,0,1,0,1,1,-1,1,1,-1,1,1,1,0,0,1,-1,0,1,1,-1,0,1,1,0,0,1,1
Elismar Prado,PT,MG,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,-1,-1,1,0,1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,-1,0,0,1,-1,1,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,0,0,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,0
Fábio Ramalho,PV,MG,-1,-1,-1,0,0,0,1,1,0,0,1,1,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,1,-1,0,-1,1,0,-1,-1,1,1,-1,0,-1,1,-1,0,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,0,1,1,-1,-1,0,0,-1,0,1,1,0,0,1,1
Humberto Souto,PPS,MG,0,0,0,0,-1,1,1,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,-1,0,0,1,-1,0,0,1,1,1,1,-1,0,-1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,0,1,1,0,0,0,1,0,1,1,1
José Fernando Aparecido de Oliveira,PV,MG,0,0,0,0,-1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,-1,0,1,1,-1,1,0,1,1,1,1,1,1,1,-1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jô Moraes,PCdoB,MG,-1,-1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,0,0,0,-1,-1,1,1,-1,0,-1,1,0,1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,1,1,1,-1,0,1
Mário de Oliveira,PSC,MG,-1,0,-1,0,0,-1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,-1,1,1,-1,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0
Miguel Corrêa,PT,MG,0,-1,0,1,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,1,-1,0,0,0,0,-1,0,1,1,1,1,-1,0,-1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Bilac Pinto,PR,MG,-1,0,0,0,0,-1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,1,-1,0,1,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,0,-1,1,-1,1,-1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1
Paulo Abi-Ackel,PSDB,MG,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,-1,0,0,0,1,1,0,0,1,-1,-1,0,0,-1,1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,0,0,0,-1,0,-1,-1,0,0,1,1,1,1,1,1
Rodrigo de Castro,PSDB,MG,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-1,1,-1,-1,0,1,-1,1,-1,1,1,1,0,1,0,0,1,1,1,-1,1,1,0,0,0,0,0,-1,-1,-1,0,0,1,1,1,1,1,0
Dagoberto,PDT,MS,-1,0,0,0,0,-1,1,0,-1,1,1,1,0,-1,0,-1,-1,-1,1,-1,0,1,-1,1,1,0,0,1,1,1,1,1,1,0,0,-1,-1,1,1,0,-1,1,1,-1,0,0,1,-1,0,-1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,0,-1,0,1,1,1,1,1,-1,1,1,0,-1,-1,0,0,1,1,1,1
Eliene Lima,PP,MT,-1,-1,-1,0,0,0,1,1,1,0,0,0,0,-1,-1,0,-1,-1,1,0,0,1,-1,1,1,-1,-1,1,1,1,1,1,1,0,-1,-1,-1,1,1,-1,0,1,1,0,0,0,1,-1,1,0,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,1
Homero Pereira,PR,MT,0,0,0,0,0,0,0,0,1,0,0,1,1,0,-1,0,-1,-1,0,-1,-1,1,0,0,1,-1,-1,1,1,1,0,1,1,0,0,-1,-1,1,1,-1,0,1,1,0,0,-1,0,-1,1,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,-1,0,1,1,0,0,1,1
Valtenir Pereira,PSB,MT,0,0,-1,1,1,0,1,1,0,0,1,1,1,-1,0,0,0,-1,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,0,0,0,0,1,-1,0,0,1,0,-1,0,1,0,0,-1,1
Bel Mesquita,PMDB,PA,-1,-1,-1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,-1,1,-1,0,0,-1,1,1,-1,-1,1,0,1,0,1,1,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,1,0,1,1,-1,-1,1,1,0,1,1,1
Beto Faro,PT,PA,-1,-1,-1,1,1,-1,-1,0,1,1,1,0,0,-1,0,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,-1,1,1,-1,0,0,1,1,1,1,1
Lúcio Vale,PR,PA,-1,-1,-1,1,1,-1,-1,1,1,0,0,0,1,-1,0,0,0,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,0,1,-1,-1,0,-1,-1,1,1,1,1,0,0,0,0,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,0,1
Wandenkolk Gonçalves,PSDB,PA,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,1,1,1,1,0,0,0,0,1,-1,1,0,1,1,0,0,1,1,-1,1,-1,0,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
Rômulo Gouveia,PSDB,PB,0,0,1,0,-1,1,1,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,-1,-1,1,1,-1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,-1,0,-1,1,0,0,1,1,0,0,0,1
Vital do Rêgo Filho,PMDB,PB,0,0,0,0,-1,-1,1,1,-1,0,1,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,-1,-1,0,1,1,0,0,0,0,0,0,-1,1,0,0,-1,1,0,-1,0,-1,1,-1,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,0,1,-1,0,0,-1,0,1,0,1,-1,1,1
Wilson Braga,PMDB,PB,0,0,0,0,1,1,-1,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,-1,0,-1,1,1,0,-1,0,0,-1,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,1,1
Ana Arraes,PSB,PE,-1,-1,0,0,-1,-1,1,0,0,0,1,1,1,0,0,-1,-1,-1,1,-1,-1,1,0,0,1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,1,-1,-1,0,0,0,0,1,1,1,-1,1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,-1,1,-1,-1,-1,0,1,1,1,-1,0,1
Bruno Rodrigues,PSDB,PE,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,-1,1,1,1,1,-1,1,1,0,-1,1,-1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,-1,0,-1,0,0,1,1,0,1
Bruno Araújo,PSDB,PE,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,-1,1,0,1,0,-1,1,1,0,0,1,-1,-1,0,0,0,1,-1,0,0,0,0,0,1,1,1,1,0,-1,1,1,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,0,0
Edgar Moury,PMDB,PE,1,0,0,0,-1,-1,-1,0,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,-1,0,-1,0,1,-1,-1,1,1,1,1,1,1,0,0,-1,-1,1,0,1,-1,-1,1,-1,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0
Eduardo da Fonte,PP,PE,-1,-1,0,0,-1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,-1,-1,1,1,-1,-1,0,1,0,0,-1,1,-1,0,0,-1,-1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,-1,-1,1,0,0,0,1,1
Fernando Coelho Filho,PSB,PE,-1,-1,-1,1,0,0,1,1,1,0,1,1,1,-1,0,-1,-1,-1,1,0,-1,1,0,0,0,-1,0,1,1,1,0,0,0,0,0,-1,0,0,0,-1,-1,1,0,-1,1,0,1,-1,1,-1,-1,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-1,-1,0,0,0,0,1,1,1,1,1,1
Raul Henry,PMDB,PE,-1,-1,-1,1,-1,1,1,0,-1,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,1,-1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,1
Antonio José Medeiros,PT,PI,0,0,0,0,1,-1,-1,0,1,1,1,1,1,-1,0,0,0,-1,1,0,-1,1,1,1,0,-1,0,0,0,1,0,1,1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
Osmar Júnior,PCdoB,PI,0,-1,-1,1,1,0,0,0,1,1,1,0,1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,1,1,-1,0,1,1,-1,1,0,1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,-1,-1,1,-1,0,0,0,1,1,1,1
Andre Vargas,PT,PR,-1,-1,-1,1,0,-1,-1,0,1,1,1,1,1,-1,-1,0,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,0,1,-1,-1,0,0,-1,0,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,-1,0,-1,0,1,1,1,1,1,1
Angelo Vanhoni,PT,PR,-1,0,-1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,-1,0,-1,1,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,1,0,0,1,1
Alfredo Kaefer,PSDB,PR,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,-1,1,0,-1,1,1,1,0,0,-1,-1,1,1,0,1,-1,1,1,0,0,0,0,0,1,1,0,-1,1,0,1,1,1,1,0,-1,0,0,0,0,0,1,0,1,0,-1
Rodrigo Rocha Loures,PMDB,PR,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,1,0,1,1,-1,0,0,1,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,-1,1,-1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,-1,1
Dr. Adilson Soares,PR,RJ,0,-1,-1,1,0,0,0,1,1,0,0,1,1,-1,0,-1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,-1,0,0,1,1,-1,-1,1
Andreia Zito,PSDB,RJ,0,0,0,0,-1,1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,1,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,-1,-1,0,0,0,1,1,-1,1,0
Arnaldo Vianna,PDT,RJ,-1,-1,-1,1,0,-1,1,1,1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,-1,1,0,1,1,0,0,1,-1,-1,1,-1,0,-1,-1,1,1,-1,0,-1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,0,0,1,1,1,0,1,0,0,-1,0,1,1,1,-1,-1,0
Brizola Neto,PDT,RJ,-1,-1,-1,1,-1,-1,1,1,1,0,0,1,1,-1,0,-1,-1,-1,1,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,0,0,-1,1,1,-1,1,0,1,-1,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,0,0,0,0,1,1,1,0,0,1,1,-1,0,1,0,0,0,0,0
Filipe Pereira,PSC,RJ,-1,0,0,0,-1,0,1,1,1,0,0,0,1,-1,0,0,0,0,0,-1,0,1,-1,1,0,0,1,1,1,0,1,1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,0,1,-1,0,-1,0,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,-1,1,1,0,1,-1,-1,1
Léo Vivas,PRB,RJ,-1,-1,-1,-1,0,-1,1,1,0,0,1,1,1,-1,-1,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,0,0,-1,-1,1,-1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,-1,1,0,0,0,-1,-1,1
Leandro Sampaio,PPS,RJ,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cida Diogo,PT,RJ,0,-1,-1,1,1,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,1,-1,-1,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,-1,1,1,-1,0,1,1,1,1,-1,-1
Marina Maggessi,PPS,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neilton Mulim,PR,RJ,0,-1,-1,1,1,-1,-1,0,1,0,0,1,1,-1,0,-1,-1,-1,1,-1,0,0,-1,1,1,-1,0,1,0,1,1,0,0,1,-1,-1,0,-1,0,-1,-1,1,1,0,0,0,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,-1,-1,1,1,0,-1,-1,0
Otavio Leite,PSDB,RJ,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,1,1,1,1,1,0,0,1,1,-1,-1,1,1,-1,1,1,1,0,1,-1,-1,1,1,-1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,-1,-1,-1,0,0,0,1,1,1,1,0
Vinicius Carvalho,PTdoB,RJ,-1,-1,-1,1,-1,-1,1,0,-1,0,0,1,1,0,0,0,0,-1,1,0,0,0,0,1,1,-1,0,1,1,1,1,1,1,1,-1,-1,0,0,1,-1,-1,1,0,0,1,-1,0,-1,0,-1,0,-1,1,-1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,0,0,0,-1,1
Fábio Faria,PMN,RN,-1,-1,-1,1,1,0,1,1,0,0,1,1,1,-1,0,0,0,-1,1,-1,-1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,-1,-1,1,0,0,-1,1,1,-1,0,0,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Maia,PR,RN,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,0,-1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,-1,0
Ernandes Amorim,PTB,RO,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,1,0,-1,-1,1,1,0,-1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,-1,0,1,0,0,0,0,-1
Lindomar Garçon,PV,RO,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,1,-1,-1,0,0,1,1,1,-1,1,1,1,0,1,1,0,0,0,0,1,-1,-1,0,1,1,-1,1,0,0,-1,1,-1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,1,0,0,1,0,-1,0,1,1,0,1,-1,0
Mauro Nazif,PSB,RO,-1,0,-1,1,0,0,1,1,1,0,1,0,1,-1,-1,0,1,-1,1,-1,-1,0,-1,1,1,1,-1,1,1,1,0,1,1,1,-1,-1,0,1,-1,-1,0,0,0,-1,0,-1,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,0,1,1,0,-1,0,1,1,0,-1,-1,-1
