nome,partido,uf,PDC 240/1999,PDC 341/1999,PEC 128/1995,PEC 128/1995,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 249/2000,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 601/1998,PEC 601/1998,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 7/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 85/1999,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PEC 96/1992,PL 1428/1999,PL 1615/1999,PL 1617/1999,PL 1617/1999,PL 2549/2000,PL 2549/2000,PL 3156/2000,PL 3310/1997,PL 3310/1997,PL 3756/2000,PL 3756/2000,PL 3756/2000,PL 3837/2000,PL 4155/1998,PL 621/1999,PL 621/1999,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 113/2000,PLP 114/2000,PLP 114/2000,PLP 114/2000,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 18/1999,PLP 220/1998,PLP 220/1998,PLP 220/1998,PLP 23/1999,PLP 23/1999,PLP 23/1999,PLP 77/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 90/1999,PRC 72/2000
Olavo Calheiros,PMDB,AL,0,0,1,0,-1,1,-1,1,-1,1,1,1,1,0,1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,0,-1,1,-1,1,1,1,-1,1,1,1,0,0,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,-1
João Caldas,PL,AL,0,0,1,1,-1,1,-1,0,0,1,0,0,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,-1,1,0,-1,1,-1,1,1,1,1,1,0,-1,-1,1,1,-1,-1,1,0,-1,1,-1,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,1,0,0,1,1,-1,0,0,1,1,0,0,0,0,0,1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,1,0,1,-1,0,0,0,1,-1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
Givaldo Carimbão,PSB,AL,0,0,0,1,-1,1,1,1,-1,1,0,0,1,1,-1,1,0,-1,1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,1,0,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,-1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,0,0,-1,0,0,0
Helenildo Ribeiro,PSDB,AL,0,1,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,0,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,0,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,-1
Dr. Benedito Dias,PPB,AP,0,1,1,1,-1,1,-1,1,0,0,1,1,1,-1,0,0,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,0,0,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,0,0,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0,0,0,1,-1,-1,0,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,0,1,1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,-1,-1
Eduardo Seabra,PTB,AP,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,1,0,0,1,0,-1,0
Reginaldo Germano,PFL,BA,-1,1,1,1,0,0,0,0,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,0,0,0,1,-1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,-1
Paulo Magalhães,PFL,BA,-1,1,1,0,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,-1,1,1,-1,0,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,-1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,0,0,0,0,0,-1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,-1
Eunício Oliveira,PMDB,CE,0,0,0,1,-1,1,0,0,-1,1,1,0,1,0,1,-1,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,-1,0,1,1,-1,1,-1,1,0,0,1,1,-1,-1,0,0,1,-1,-1,0,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,0,-1,1,-1,-1,0,0,0,1,-1,0,0,0,-1,1,1,1,0,1,1,-1,-1,1,1,1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,0,1,0,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,0,-1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,0,1,0,-1
Almeida de Jesus,PL,CE,0,1,1,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,0,-1,1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
Arnon Bezerra,PSDB,CE,0,1,1,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,0,1,1,0,-1,1,1,1,-1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,0,0,1,-1,1,1,1,-1,0,1,1,0,0,1,-1,-1,1,1,0,0,-1,-1,0,0,0,0,0,0,1,1,1,1,0,1,-1,0,1,1,-1,-1,1,0,0,0,-1,1,0,1,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,-1
Feu Rosa,PSDB,ES,0,0,1,0,-1,1,-1,1,0,0,1,0,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,0,-1,1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,-1,1,-1,-1,1,0,-1,1,0,-1,1,-1,-1,0,0,-1,0,-1,0,0,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,1,0,0,0,1,-1,-1,0,0,1,1,-1,1,1,1,1,1,0,-1,0,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
Roberto Balestra,PPB,GO,-1,1,1,0,0,1,0,1,0,0,0,1,1,-1,1,-1,1,0,-1,-1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,0,1,-1,-1,0,0,0,1,1,1,0,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,0,-1,1,0,1,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,1,1,0,0,0,0,1,-1,0,1,1,1,-1,1,1,1,1,1,0,-1,0,0,-1,1,1,1,1,0,0,1,1,1,-1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,-1
Luiz Bittencourt,PMDB,GO,1,1,1,0,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,-1,-1,-1,-1,1,-1,0,1,1,-1,-1,1,0,1,1,1,0,0,1,1,1,1,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,1,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,0,-1,-1,0,1,1,-1,1,-1,0,-1,-1,0,0,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,0,0,0,1,1,1,1,-1,-1,-1,0,1,-1,-1,0,1
Pedro Chaves,PMDB,GO,0,1,1,1,0,1,0,1,-1,1,1,0,1,-1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,0,-1,1,1,-1,1,-1,1,-1,0,1,1,0,-1,-1,1,1,0,0,1,-1,-1,0,-1,0,0,0,1,1,1,1,-1,-1,1,0,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,0,1,1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,-1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1
Costa Ferreira,PFL,MA,0,0,1,0,-1,1,-1,1,0,0,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,0,0,1,-1,1,1,0,-1,1,1,1,-1,0,-1,1,1,0,-1,1,0,0,-1,-1,0,0,0,1,1,1,1,0,-1,0,1,-1,1,1,-1,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,-1
Paulo Marinho,PFL,MA,0,0,0,0,-1,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,-1,1,1,1,-1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-1,1,1,-1,0,1,0
Romel Anizio,PPB,MG,-1,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,-1,0,0,0,0,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Roberto Brant,PFL,MG,0,0,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,0,0,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,1,1,-1,1,0,-1,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,0,1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,-1
Cleuber Carneiro,PFL,MG,1,0,1,1,-1,1,-1,0,-1,1,1,1,1,-1,1,0,1,1,-1,-1,1,1,1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,0,-1,1,-1,1,1,-1,-1,1,-1,-1,0,-1,0,0,0,1,1,1,0,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,0,1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,1,1,0,0,0,-1,0,-1,1,-1,0,1,-1,-1,-1,1,1,0,-1,0,1,0,0,0,-1,-1,1,0,0,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,-1
Bonifácio de Andrada,PSDB,MG,0,1,1,1,-1,1,-1,0,-1,1,0,1,1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,0,-1,1,1,1,1,0,1,0,0,0,0,1,1,-1,-1,0,1,0,-1,1,0,0,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,-1,1,-1,1,1,1,0,0,0,1,1,0,0,0,-1,1,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,0,-1,-1,1,0,0,0,1,0,-1,0,1,1,1,1,-1,-1,1,0,-1,1,1,1,1,1,0,0,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Nicias Ribeiro,PSDB,PA,0,1,0,0,-1,1,-1,0,0,0,1,1,1,0,0,0,1,1,-1,-1,1,1,1,-1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,1,1,-1,-1,1,0,0,0,0,0,0,0,1,-1,1,1,0,-1,0,0,-1,1,1,-1,0,-1,0,0,0,-1,1,-1,1,1,0,0,0,0,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,1,1,-1,0,0,0,0,-1,0,1,0,-1,-1,0,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-1
Marcondes Gadelha,PFL,PB,0,1,0,0,-1,1,-1,1,0,0,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,0,0,-1,0,1,1,0,-1,-1,1,1,-1,-1,0,0,0,0,-1,0,0,0,1,1,1,1,-1,-1,1,0,0,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,-1,-1,1,1,1,-1,-1,-1,1,0,0,0,1,-1,0,0,0,1,-1,0,0,-1,1,1,0,-1,0,1,-1,-1,0,1,1,1,0,0,0,0,0,0,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,0,-1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1
Fernando Ferro,PT,PE,0,1,1,1,1,1,0,0,-1,1,1,1,1,1,-1,0,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,0,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,-1,-1,0,-1,-1,-1,1,0,0,1,1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,0,1,-1,1,-1,-1,1,-1,-1,1,0,1,0,-1,0,-1,-1,1,1,-1,1,1,0,-1,-1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,1,-1,0,-1,1
José Chaves,PMDB,PE,-1,0,0,1,-1,1,-1,1,-1,1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,1,1,-1,-1,0,0,0,1,-1,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,1,1,1,1,0,1,1,0,-1,0,0,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,-1
Gonzaga Patriota,PSB,PE,0,1,1,1,-1,1,1,1,-1,1,0,1,1,1,0,1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,1,0,0,0,-1,1,-1,-1,1,1,1,0,1,-1,0,0,1,0,0,0,0,0,0,1,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,-1,0,-1,-1,1,-1,0,0,0,1,0,-1,0,-1,-1,1,1,-1,1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,-1,-1,1
Nelson Meurer,PPB,PR,-1,0,1,1,-1,1,-1,1,-1,1,0,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,0,1,0,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1
Ricardo Barros,PPB,PR,-1,1,1,1,-1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,1,0,1,0,1,-1,1,1,-1,-1,1,0,-1,-1,-1,0,0,0,1,1,1,1,0,-1,1,1,-1,1,0,-1,1,-1,-1,0,-1,0,0,-1,1,1,1,0,0,1,1,1,1,0,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,1,0,1,1,1,-1,-1,-1,1,1,1,0,0,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
Iris Simões,PTB,PR,-1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,1,-1,0,1,1,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,1,0,-1,1,1,0,1,-1,-1,0,1,1,1,-1,0,1,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,-1,1
Hermes Parcianello,PMDB,PR,0,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,0,1,1,-1,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,0,1,-1,0,0,-1,1,1,1,0,-1,1,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,1,0,-1,-1,0,-1,0,1,0,0,1,1,0,0,1,-1,0,0,0,0,-1,0,1,1,1,0,0,0,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,1,-1,0,0,0,1,-1,-1,-1,0,0,0,-1,1,1,1,0,1,0,0,0,0,-1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,-1,-1
Roberto Jefferson,PTB,RJ,-1,0,0,0,-1,1,0,1,0,0,0,0,1,0,0,0,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,-1,0,0,0,1,0,1,0,-1,-1,0,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,1,1,1,-1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,-1,1,1,0,1,1,-1,0,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
