nome,partido,uf,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 385/2007,MPV 397/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 398/2007,MPV 399/2007,MPV 400/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 402/2007,MPV 404/2007,MPV 404/2007,MPV 404/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 405/2007,MPV 406/2007,MPV 408/2007,MPV 409/2007,MPV 409/2007,MPV 410/2007,MPV 411/2007,MPV 413/2008,MPV 413/2008,MPV 413/2008,MPV 414/2008,MPV 415/2008,MPV 415/2008,MPV 417/2008,MPV 418/2008,MPV 420/2008,MPV 421/2008,MPV 422/2008,MPV 422/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 424/2008,MPV 425/2008,MPV 425/2008,MPV 425/2008,MPV 427/2008,MPV 429/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 431/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 432/2008,MPV 434/2008,MPV 434/2008,MPV 435/2008,MPV 435/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 436/2008,MPV 440/2008,MPV 440/2008,MPV 440/2008,MPV 441/2008,MPV 443/2008,MPV 443/2008,MPV 444/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,MPV 445/2008,PDC 387/2007,PDC 387/2007,PDC 563/2008,PDC 563/2008,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 138/2003,PEC 333/2004,PEC 333/2004,PEC 495/2006,PEC 495/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PEC 511/2006,PL 1990/2007,PL 2468/2007,PL 3452/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 3674/2008,PL 940/2007,PLP 132/2007,PLP 132/2007,PLP 144/2007,PLP 177/2004,PLP 182/2004,PLP 183/2001,PLP 184/2004,PLP 2/2007,PLP 2/2007,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 306/2008,PLP 375/2006,PRC 69/2007,REC 90/2007
Odair Cunha,PT,MG,-1,1,-1,0,0,0,1,-1,0,1,0,-1,-1,0,1,1,-1,0,1,0,-1,1,-1,0,-1,-1,1,1,0,1,1,1,1,0,0,-1,0,-1,1,1,1,1,0,-1,-1,1,1,0,0,-1,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,0,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,0,0,1,0,-1,1,1,-1,-1,1,1,1,0,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,0,-1,-1,-1,1,1,1,0,0,0,1,1,-1,1,1,1,-1,1,0,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Virgílio Guimarães,PT,MG,-1,1,-1,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,0,1,-1,0,-1,0,1,1,0,0,1,1,0,-1,1,1,0,-1,0,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,0,0,0,-1,1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,-1,1,0,1,0,-1,0,1,1,-1,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,0,-1,1,0,1,0,0,1,0,1,-1,1,1,1,-1,0,0,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,0,1,1,-1
Reginaldo Lopes,PT,MG,0,1,-1,0,0,-1,1,-1,0,1,0,-1,-1,0,1,1,-1,-1,1,0,-1,1,-1,-1,-1,0,1,1,-1,1,1,1,0,0,1,0,0,-1,1,1,0,1,1,0,-1,1,1,0,1,-1,1,-1,0,1,0,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,0,1,0,1,0,0,0,0,-1,-1,-1,1,0,-1,-1,0,1,1,0,0,1,1,-1,-1,1,1,1,0,1,1,-1,-1,-1,1,1,0,1,-1,0,1,0,-1,1,-1,0,0,1,1,-1,0,1,1,1,1,1,-1,-1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,-1,-1,0,-1,1,0,1,-1,1,0,0,0,0,0,1,-1
Gilmar Machado,PT,MG,-1,1,-1,0,0,0,1,0,1,1,1,-1,-1,1,0,1,-1,-1,0,1,0,1,0,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,-1,0,-1,1,1,1,1,1,0,-1,1,1,0,1,-1,1,-1,0,1,0,-1,-1,-1,0,1,-1,1,0,0,0,0,-1,-1,1,-1,0,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,0,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,1,0,-1,1,0,0,0,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,0,1,0,1,0,1,1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,-1,0,0,0,1,1,-1
Leonardo Monteiro,PT,MG,-1,1,-1,0,1,-1,1,-1,1,1,0,-1,-1,0,1,1,-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,0,1,1,1,0,-1,1,1,0,0,1,0,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,0,-1,0,1,-1,0,1,1,1,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,1,1,1,1,0,-1,-1,0,-1,1,0,1,0,0,1,0,1,0,0,0,0,-1,1,-1,-1,0,0,-1,1,1,1,0,1,-1,1,-1,0,1,0,0
Fernando Diniz,PMDB,MG,-1,1,0,0,0,0,0,-1,1,0,0,-1,-1,1,0,0,-1,0,1,1,0,1,-1,0,-1,-1,0,1,0,1,1,1,1,-1,1,-1,0,-1,1,0,0,-1,1,-1,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,0,-1,0,1,0,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,-1,1,1,-1,-1,0,0,0,0,0,1,-1,0,-1,1,0,1,0,-1,-1,0,0,-1,1,-1,0,1,1,0,0,0,1,0,0,1,1,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,0,-1,1,0,1,0,1,0,1,-1,0,1,1,0
Saraiva Felipe,PMDB,MG,0,0,0,0,0,-1,1,-1,1,0,0,-1,-1,1,0,0,-1,-1,1,0,-1,1,-1,-1,-1,0,1,1,-1,0,0,0,1,-1,1,-1,0,-1,1,1,1,1,-1,-1,0,0,0,0,1,-1,1,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,1,1,1,-1,1,0,0,-1,-1,-1,1,-1,-1,-1,1,1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,0,0,0,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,0,-1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,1,0,1,0,1,-1,1,-1,0,1,1,-1
Geraldo Thadeu,PPS,MG,1,-1,0,0,0,0,-1,-1,0,1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,1,-1,1
Narcio Rodrigues,PSDB,MG,0,0,0,0,0,0,0,-1,0,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,1,1,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,0,1,0,0
Eduardo Barbosa,PSDB,MG,0,0,0,0,0,0,-1,0,0,-1,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,-1,0,-1,1
Custódio Mattos,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rafael Guerra,PSDB,MG,0,0,0,0,0,0,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,1,0,0,-1,1,1,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,0,0,-1,-1,1,1,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,1,1,0,-1,0,-1,0,-1,0,0,1,-1,0,0,0
Biffi,PT,MS,0,0,0,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,0,-1,1,-1,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,1,1,1,0,1,-1,1,-1,0,1,1,1
Vander Loubet,PT,MS,0,1,-1,1,0,0,1,0,0,1,0,-1,0,1,1,1,-1,-1,1,1,-1,0,0,0,-1,-1,1,1,0,1,1,1,0,0,1,-1,0,-1,1,1,0,1,-1,0,-1,1,1,0,1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,0,-1,0,0,1,1,0,0,1,1,-1,-1,1,1,1,1,0,1,-1,-1,0,1,1,1,1,-1,0,1,0,-1,1,-1,0,0,1,1,-1,0,1,1,1,1,1,-1,-1,-1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,-1,-1,0,1,0,1,-1,1,-1,1,-1,0,1,1,-1
Nelson Trad,PMDB,MS,0,1,-1,1,0,0,1,-1,1,1,0,0,0,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,0,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,0,-1,0,1,-1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,1,-1,-1,1,0,0,1,-1,0,1,1,1,-1,0,1,1,-1,-1,1,0,0,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Waldemir Moka,PMDB,MS,-1,1,0,0,0,-1,0,-1,1,1,0,0,-1,0,1,1,0,-1,1,0,0,0,0,0,-1,0,0,1,-1,1,0,0,0,0,0,0,0,-1,1,1,0,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,1,1,0,0,0,-1,1,0,0,1,-1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,-1,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,0,-1,0,0,0,1,1,1,-1,1,-1,1,-1,0,0,0,1
Carlos Abicalil,PT,MT,-1,1,-1,0,0,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,0,-1,1,0,-1,1,1,1,0,-1,0,-1,0,-1,1,1,1,1,-1,-1,0,1,1,0,1,-1,1,-1,-1,1,0,-1,0,-1,-1,1,-1,0,-1,-1,1,0,0,0,1,-1,1,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,1,-1,-1,1,0,-1,0,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,0,1,1,-1,0,1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,0,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Thelma de Oliveira,PSDB,MT,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,0,0,1,1,-1,0,-1,0,0,1,1,0,0,0,0,0,1,0,0,-1,-1,1,1,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Paulo Rocha,PT,PA,-1,1,-1,0,0,-1,1,-1,1,1,1,-1,-1,1,1,1,0,-1,1,0,-1,1,-1,0,-1,-1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,0,-1,0,-1,-1,0,0,1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,1,1,-1,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,1,1,1,0,0,0,1,0,-1,1,-1,0,0,1,1,-1,0,1,1,1,1,0,0,-1,-1,-1,1,1,1,0,0,0,0,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Zé Geraldo,PT,PA,-1,1,-1,0,0,-1,1,0,1,1,-1,-1,-1,1,0,0,-1,-1,1,1,-1,1,-1,-1,0,-1,1,0,0,1,1,1,0,-1,0,-1,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,0,-1,1,0,-1,0,-1,-1,1,0,0,-1,0,1,-1,-1,-1,1,0,1,-1,0,-1,0,0,-1,-1,1,0,-1,-1,0,1,1,-1,-1,1,1,-1,-1,1,1,1,1,0,0,-1,-1,0,1,1,1,1,-1,0,0,0,-1,1,-1,0,0,1,0,-1,0,1,1,1,1,0,0,0,-1,0,1,0,1,1,1,0,0,0,0,1,0,1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,0,1
Zenaldo Coutinho,PSDB,PA,0,0,0,0,0,0,-1,1,0,-1,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,1,1,1,1,-1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,-1,-1,1,1,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,1,1,1,1,0,-1,1,0,1,0,0,0,0,0,1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,0,0
Nilson Pinto,PSDB,PA,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,1,-1,1,0,-1
Luiz Couto,PT,PB,-1,1,-1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,0,0,-1,1,1,1,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,-1,0,1,1,-1,-1,1,1,1,0,0,1,-1,-1,-1,1,0,1,1,-1,-1,1,0,0,0,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,1
Maurício Rands,PT,PE,-1,1,-1,1,0,0,1,-1,1,0,0,0,-1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,1,1,1,-1,-1,0,0,1,0,1,0,0,0,-1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,1,0,-1,0,0,1,1,0,-1,0,1,-1,-1,1,1,1,1,1,0,-1,1,-1,1,1,1,1,-1,0,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,1,0,1,0,0,1,1,1,-1,1,0,0,-1,1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,1,-1,1,1,0,0
Renildo Calheiros,PCdoB,PE,-1,1,-1,1,0,0,1,-1,1,1,0,-1,-1,1,1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,0,1,0,1,0,0,-1,-1,1,0,-1,-1,0,-1,1,-1,0,-1,0,1,-1,0,-1,1,-1,0,0,1,-1,0,-1,-1,-1,1,0,0,0,0,1,1,0,-1,0,1,-1,-1,1,0,1,0,1,1,-1,-1,-1,1,0,1,1,-1,0,1,0,-1,1,-1,0,1,1,0,-1,0,1,1,1,1,1,0,-1,0,-1,1,0,1,0,0,1,1,1,-1,1,1,0,0,1,-1,-1,-1,-1,0,1,1,1,0,1,0,1,-1,0,1,1,0
Marcelo Castro,PMDB,PI,-1,1,0,0,0,-1,1,-1,1,1,0,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,1,1,0,0,1,-1,0,-1,1,1,1,0,0,0,0,1,1,0,1,-1,1,-1,-1,1,0,-1,-1,0,-1,1,0,0,-1,-1,1,-1,-1,-1,1,1,1,0,1,-1,-1,0,-1,-1,1,0,0,-1,1,1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,1,1,1,1,-1,0,1,1,1,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,0,1,1,-1
Dr. Rosinha,PT,PR,-1,1,-1,0,0,-1,1,-1,1,1,1,0,0,0,1,1,0,-1,1,1,0,0,0,-1,0,-1,1,1,-1,1,1,0,0,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,-1,1,-1,1,0,0,0,-1,-1,-1,-1,1,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,1,-1,0,0,1,1
Assis do Couto,PT,PR,-1,1,-1,0,0,-1,1,-1,1,1,0,0,-1,0,1,1,-1,-1,1,1,-1,1,-1,-1,0,-1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,0,0,1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,-1,0,-1,0,-1,-1,1,0,-1,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,0,1,1,0,-1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,1,-1,0,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1
Max Rosenmann,PMDB,PR,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,-1,1,0,-1,1,-1,-1,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,1,1,1,-1,-1,1,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,0,1,0,0,-1,-1,-1,-1,-1,0,-1,1,0,0,0,0
Moacir Micheletto,PMDB,PR,0,1,-1,0,0,0,1,-1,1,1,0,0,-1,1,0,0,-1,-1,0,1,-1,1,-1,0,-1,-1,1,0,-1,1,1,0,0,-1,1,-1,0,-1,1,1,0,-1,-1,1,-1,1,1,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,1,1,-1,1,0,-1,-1,0,-1,1,0,-1,-1,1,0,0,0,-1,0,1,-1,-1,0,0,1,1,1,1,-1,-1,0,1,1,1,1,-1,0,1,0,-1,1,-1,0,1,1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,0,0,-1,1,-1,0,-1,-1,-1,1,1,1,0,1,-1,1,0,0,1,1,1
Osmar Serraglio,PMDB,PR,-1,1,-1,0,0,0,1,-1,0,1,0,-1,-1,1,0,0,-1,-1,0,1,-1,1,0,0,0,0,1,1,-1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,0,-1,0,1,0,0,0,-1,-1,1,-1,1,-1,-1,1,0,0,0,0,1,1,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,0,0,1,1,1,1,0,0,-1,1,1,0,1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,-1,0,-1,-1,-1,1,0,1,0,1,-1,1,0,0,1,0,0
Luiz Carlos Hauly,PSDB,PR,0,0,1,0,0,0,-1,0,0,-1,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,-1,-1,1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,-1,1,0,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0
Affonso Camargo,PSDB,PR,0,0,0,0,0,0,-1,1,0,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,0,0,0,0,0,0,1,0,0,-1,-1,1,0,0,-1,0,-1,1,-1,0,0,0,0,-1,-1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,-1,1,0,1,1,1
