nome,partido,uf,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 447/2008,MPV 449/2008,MPV 449/2008,MPV 449/2008,MPV 450/2008,MPV 450/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 451/2008,MPV 452/2008,MPV 452/2008,MPV 453/2009,MPV 454/2009,MPV 454/2009,MPV 454/2009,MPV 455/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 457/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 458/2009,MPV 459/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 460/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 462/2009,MPV 464/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 465/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 466/2009,MPV 468/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 469/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MPV 470/2009,MSC 134/2009,PDC 981/2008,PDC 981/2008,PEC 130/2007,PEC 22/1999,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 277/2008,PEC 324/2009,PEC 324/2009,PEC 324/2009,PEC 336/2009,PEC 336/2009,PEC 351/2009,PEC 351/2009,PEC 391/2009,PEC 391/2009,PEC 413/2005,PEC 413/2005,PEC 47/2003,PEC 483/2005,PEC 483/2005,PL 1664/2007,PL 18/2007,PL 1825/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2502/2007,PL 2660/1996,PL 2660/1996,PL 3021/2008,PL 451/1995,PL 5245/2009,PL 5245/2009,PL 5279/2009,PL 5312/2009,PL 5334/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5498/2009,PL 5664/2009,PL 5798/2009,PL 5800/2005,PL 5829/2005,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5939/2009,PL 5940/2009,PL 5941/2009,PL 7703/2006,PL 7703/2006,PL 836/2003,PL 836/2003,PL 836/2003,PLP 12/2003,PLP 12/2003,PLP 217/2004,PLP 217/2004,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 28/2007,PLP 462/2009,PLP 59/1999,REQ 5921/2009
Ratinho Junior,PSC,PR,-1,-1,1,1,-1,-1,-1,0,0,0,1,0,-1,1,1,0,1,-1,-1,0,0,-1,0,1,1,0,0,-1,-1,1,1,-1,1,-1,0,0,0,-1,0,-1,-1,1,0,-1,1,1,-1,0,-1,0,0,1,1,0,0,-1,-1,0,0,1,0,0,-1,0,0,0,1,-1,-1,0,0,-1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,-1,-1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,1,1,1,1,1,0,-1,-1,-1,1,1,1,0,0,1,0,1,1,1,-1,0,1,1,0,1,1,1,-1,-1,0,0,1,1,1,0,0,0,0,1,0,0
Suely,PR,RJ,-1,0,1,1,0,0,-1,-1,1,-1,1,0,0,0,0,1,1,0,0,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,0,1,-1,1,1,1,-1,0,0,0,1,0,1,1,0,-1,-1,1,0,0,0,0,-1,-1,0,1,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,1,0,1,1,0,-1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Wellington Fagundes,PR,MT,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,-1,0,1,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,-1,1,-1,0,1,0
Átila Lira,PSB,PI,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,1,1,-1,1,1,-1,0,1,0,0,0,0,1,1,-1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,0,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,0,1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,1,-1,1,1,1,1,1,0,-1,1,0,1,1,0
Angela Portela,PT,RR,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,0,1,1,0,0,-1,-1,-1,-1,0,-1,1,-1,1,1,0,-1,1,1,-1,1,-1,-1,1,0,1,1,0,-1,-1,-1,0,-1,1,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,0,-1,-1,0,-1,1,-1,-1,0,1,-1,0,0,-1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,0,0,1,-1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,-1,1,-1,1,0,0
Augusto Farias,PTB,AL,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,0,-1,-1,-1,0,-1,0,-1,1,-1,0,1,0,0,1,1,-1,1,1,0,1,-1,1,0,1,-1,0,0,0,1,1,-1,0,-1,0,-1,1,0,1,1,0,-1,1,0,1,0,0,0,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,1,-1,-1,0,1,-1,0,0,0,0,0,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,-1,1,-1,1,0,0
Solange Almeida,PMDB,RJ,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,-1,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,-1,0,1,0,1,1,0,0,1,0,-1,-1,-1,0,-1,0,1,1,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,-1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,-1,0,1,0
Marcelo Teixeira,PR,CE,-1,1,1,1,-1,0,0,-1,0,-1,1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,1,0,0,1,1,-1,1,0,1,0,0,-1,1,1,1,1,1,0,-1,-1,1,-1,1,0,-1,-1,1,-1,0,-1,1,0,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,1,-1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,-1,0,1,1,1,0,1,0,-1,1,0,-1,0,1,-1,0,0,0,0,1,-1,0,0,0,1,0,0,0,-1,1,-1,1,-1,-1,-1,0,-1,0,1,0,-1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,-1,1,1,0
Airton Roveda,PR,PR,-1,0,1,1,0,-1,0,0,1,0,1,0,0,0,0,1,1,-1,-1,0,0,0,-1,1,-1,0,0,1,-1,1,1,-1,1,1,-1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,-1,1,0,-1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,-1,-1,0,1,1,0,1,0,0,-1,1,-1,0,0,1,0,-1,0,1,1,0,-1,0,1,0,1,1,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,-1,0,-1,1,0,0,1,1,1,0,0,0,0,1,0
Edigar Mão Branca,PV,BA,-1,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,0,-1,-1,0,0,0,0,-1,1,-1,1,1,0,-1,0,1,-1,1,-1,0,0,-1,1,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,1,0,-1,0,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,-1,0,-1,-1,-1,1,-1,-1,0,1,1,1,0,1,1,0,0,1,0,0,-1,-1,-1,1,-1,1,-1,0,1,0,1,1,0,0,1,1,0,0,1,-1,1,1,0,-1,-1,1,1,0,0,1,-1,1,0,0
Acélio Casagrande,PMDB,SC,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,0,-1,0,-1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,0,-1,1,1,0
Aline Corrêa,PP,SP,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,1,1,1,1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,-1,1,1,-1,0,0,1,-1,0,-1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,-1,0,0,-1,0,0,0,-1,0,-1,0,0,1,0,-1,1,0,-1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,-1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
Chico Abreu,PR,GO,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,0,-1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,-1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,0,0,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,-1,1,-1,1,1,0
Félix Mendonça,DEM,BA,0,1,1,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,0,0,0,1,-1,0,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,1,-1,0,-1,-1,-1,-1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,-1,-1,1,1,1,-1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,0,0,1,1,0,-1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,-1,1,1,-1,1,0,0
Claudio Cajado,DEM,BA,0,1,1,1,0,0,0,0,-1,0,0,0,1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,1,1,-1,1,0,0,0,0,1,-1,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,-1,1,1,-1,0,1,-1,-1,-1,-1,1,1,0,1,-1,0,0,0,0,-1,-1,0,1,0,1,1,1,1,1,1,1,-1,1,0,0,1,0
Antonio Carlos Magalhães Neto,DEM,BA,0,0,1,1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,-1,0,0,-1,1,-1,1,-1,-1,0,-1,0,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,-1,-1,-1,-1,1,1,0,1,1,0,1,1,1,1,-1,1,0,0,1,0
Fernando de Fabinho,DEM,BA,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Souto,DEM,BA,0,1,1,1,0,0,0,1,-1,0,-1,0,1,-1,-1,1,-1,1,0,0,0,1,-1,1,0,0,0,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,0,-1,0,-1,-1,1,-1,1,0,0,0,0,1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,0,0,1,-1,0,0,0,0,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,0
Luiz Carreira,DEM,BA,0,1,1,1,0,0,0,1,-1,1,-1,0,1,1,-1,-1,-1,0,0,0,0,1,0,0,1,0,-1,-1,0,-1,1,1,-1,0,-1,-1,1,-1,-1,-1,-1,1,0,-1,1,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,0,1,-1,-1,-1,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0
Osório Adriano,DEM,DF,0,1,1,1,1,0,0,0,-1,0,0,0,0,1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,-1,0,0,0,1,-1,1,0,-1,0,-1,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,-1,-1,1,1,1,1,0,-1,-1,1,1,1,1,-1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,-1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,0,1,1,1,0,-1,0,0,0,1,1,-1,1,1,1,1,0
Ronaldo Caiado,DEM,GO,0,1,1,1,0,0,0,0,-1,0,-1,0,1,0,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,-1,1,-1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,-1,-1,1,1,1,0,1,1,0,1,1,1,1,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,1,0,-1,1,1,-1,0,-1,-1,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,0
Nice Lobão,DEM,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clóvis Fecury,DEM,MA,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,-1,1,0,-1,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0
Edmar Moreira,DEM,MG,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,-1,1,-1,0,1,0,0,1,1,0,1,0,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,-1,0,1,-1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,-1,1,-1,0,1,0
Lael Varella,DEM,MG,0,0,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,-1,0,0,1,1,-1,0,0,-1,0,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,-1,1,-1,0,-1,0,0,-1,-1,0,-1,0,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,1,1,0,0,0,1,-1,1,0,1,1,1,1,1,1,0,0,0
Carlos Melles,DEM,MG,0,1,0,1,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,1,0,0,0,1,0,0,1,0,0,-1,0,-1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
Vic Pires Franco,DEM,PA,0,1,1,1,0,0,0,0,-1,0,-1,0,1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,-1,1,-1,0,-1,-1,0,0,1,0,1,1,0,0,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,-1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0
André de Paula,DEM,PE,0,1,1,1,1,0,0,0,-1,0,-1,0,1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,1,-1,0,-1,-1,1,-1,0,-1,-1,0,-1,-1,1,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-1,1,1,0,1,1,1,1,1,1,0,1,-1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,1,1,1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,1,0,-1,0,0,1,-1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
José Mendonça Bezerra,DEM,PE,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-1,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,0,0,0,0,-1,0,0,1,0,0,1,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,-1,1,1,0,1,0,1,-1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,-1,1,1,-1,-1,0,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0
Roberto Magalhães,DEM,PE,0,1,1,1,0,0,0,1,-1,0,-1,0,1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,1,1,-1,1,-1,1,0,0,0,-1,-1,1,-1,1,1,0,0,0,0,-1,1,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,1,1,0,1,0,0,-1,-1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,1,-1,-1,0,-1,-1,1,1,1,-1,1,1,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,0,1,0,1,-1,-1,0,0,1,1,1,-1,1,0,1,1,0
Júlio Cesar,DEM,PI,0,1,1,1,0,-1,-1,-1,-1,-1,1,0,-1,1,1,1,1,-1,0,0,0,-1,0,1,1,0,1,0,0,1,1,-1,-1,1,-1,1,-1,0,0,-1,-1,0,-1,-1,1,1,0,0,0,1,0,1,0,-1,-1,0,-1,1,0,1,1,-1,-1,0,-1,-1,1,0,-1,-1,1,-1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,-1,1,0,0,-1,1,0,1,-1,1,1,0,1,1,1,1,-1,-1,1,1,0,1,-1,1,1,1,1,1,0,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
Abelardo Lupion,DEM,PR,0,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,1,-1,1,0,0,0,-1,0,-1,-1,1,-1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,1,-1,-1,1,1,-1,-1,-1,1,1,0,1,-1,0,0,0,-1,0,-1,0,1,0,1,0,1,1,1,1,1,-1,1,1,1,1,0
Eduardo Sciarra,DEM,PR,0,1,1,1,0,0,0,0,-1,0,-1,0,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,1,-1,-1,1,-1,0,-1,-1,1,-1,1,1,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,-1,-1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,0,0,0,1,0,0,-1,0,1,-1,-1,-1,-1,0,0,1,0,0,1,1,1,1,0,-1,0,-1,0,1,0
Francisco Rodrigues,DEM,RR,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,1,-1,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,1,1,-1,-1,1,1,0,0,-1,1,1,1,1,0,0,0,-1,-1,-1,-1,1,1,1,0,0,1,0,1,0,1,-1,1,1,0,1,0
Onyx Lorenzoni,DEM,RS,0,1,1,1,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,0,-1,0,1,0,1,0,1,1,0,0,1,-1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,-1,-1,1,1,0,1,0,0,0,1,1,1,-1,1,1,1,1,0
