nome,partido,uf,PDC 337/1996,PEC 198/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 233/1995,PEC 25/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 256/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 367/1996,PEC 41/1991,PEC 41/1991,PEC 41/1991,PL 102/1995,PL 102/1995,PL 1059/1995,PL 1125/1995,PL 1151/1995,PL 1229/1995,PL 1258/1988,PL 1275/1995,PL 1275/1995,PL 1287/1995,PL 1287/1995,PL 1325/1995,PL 1409/1996,PL 1487/1996,PL 1487/1996,PL 1536/1996,PL 1564/1996,PL 1612/1996,PL 1669/1996,PL 1669/1996,PL 1669/1996,PL 1724/1996,PL 1724/1996,PL 1801/1996,PL 1801/1996,PL 1838/1996,PL 1838/1996,PL 189/1983,PL 1935/1996,PL 1935/1996,PL 200/1995,PL 200/1995,PL 201/1995,PL 2085/1996,PL 2284/1996,PL 2317/1996,PL 2317/1996,PL 2448/1996,PL 2448/1996,PL 2504/1996,PL 2801/1992,PL 4018/1993,PL 4018/1993,PL 4716/1994,PL 490/1995,PL 738/1995,PL 7865/1986,PL 824/1991,PL 824/1991,PL 824/1991,PL 846/1995,PL 899/1995,PL 914/1995,PRC 60/1995,PRC 60/1995,PRC 60/1995
Moacyr Andrade,PPB,AL,-1,0,-1,1,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,-1,1,1,1,0,1,1,0,0,-1,0,0,0,1,-1,0,0,1,0,0,0,0,0,1,-1,0,0,1,1,-1,-1,1,1,1,0,0,1,0,0,0,1,1,0,-1,-1,1,1,0
Nilson Gibson,PSB,PE,0,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,0,1,0,-1,-1,1,0,1,-1,0,1,-1,0,0,1,1,1,-1,0,-1,-1,-1,-1,-1
Adelson Ribeiro,PSDB,SE,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,-1,1,-1,1,-1,0,0,1,1,0,0,1,1,1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,0,-1,1,1,1
Carlos Magno,PFL,SE,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,0,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,-1,0,1,0,1,-1,1,-1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,-1,0,1,0,0,-1,0,0,0,0,1,1,1,1,1,1
José Teles,PPB,SE,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,1,1,1,-1,1,0,1,1,-1,0,-1,1,1,1,1,-1,1,-1,-1,1,0,1,-1,0,1,1,0,0,0,1,1,-1,-1,1,1,1,1,-1,-1,1,1,0,1,1,0,-1,-1,0,-1,1,1,-1,-1,1,1,-1
José Rezende,PPB,MG,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1
João Leão,PSDB,BA,-1,1,-1,1,0,0,0,0,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,0,0,-1,1,-1,1,1,0,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,-1,1,1,0,-1,-1,1,-1,-1,-1,1,1,0,1,1,1
Luiz Braga,PFL,BA,-1,-1,-1,1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,1,0,0,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1
Prisco Viana,PPB,BA,0,-1,1,0,0,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,-1,0,1,0,1,-1,-1,-1,1,1,0,1,1,0,1,-1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
Roberto Santos,PSDB,BA,0,0,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1,1,0,1,-1,0,1,0,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,0,1,-1,1,1,-1,-1,0,-1,-1,-1,1,0,1,1,1,1,1
Ronaldo Perim,PMDB,MG,-1,-1,-1,1,-1,0,1,-1,-1,1,0,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,0,0,1,1,0,0,0,1,-1,-1,1,0,-1,1,1,1,1
Sandra Starling,PT,MG,1,-1,1,-1,1,1,1,0,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,-1
Hugo Rodrigues da Cunha,PFL,MG,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,1,-1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,-1,0,1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,1,1
Cidinha Campos,PDT,RJ,0,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,-1,1,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,0,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,0,1,-1,-1,0,-1,0,-1,-1
Sílvio Abreu,PDT,MG,1,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,0,1,1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,-1,1,0,1,0,-1,-1,0,-1,0,-1,0,-1,1,-1,1,1,-1,-1,-1,-1,0,0,-1
Maria da Conceição Tavares,PT,RJ,1,-1,1,-1,1,0,1,1,-1,-1,-1,1,1,0,0,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,1,1,0,0,0,1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,0,0,0
Leopoldo Bessone,PTB,MG,0,-1,1,1,-1,0,0,0,-1,1,0,0,0,1,1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,1,1,-1,0,1,1,0,1,1,-1,-1,0,1,0,-1,0,1,-1,1,0,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,0,-1,1,1,1,1,1,1,0,0,0,1,1,-1,1,1,0,1,-1,1,1,1,1,-1,1,1,0,-1,-1,1,1,-1,-1,0,-1,0
Mário de Oliveira,PPB,MG,0,-1,-1,1,-1,-1,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,1,1,-1,0,0,1,1,-1,-1,1,1,0,1,-1,1,0,-1,-1,0,1,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,-1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,-1,0,-1,1,1,1,1,0,1,-1,0,1,1,-1,0,0,1,1
Paulo Heslander,PTB,MG,0,-1,-1,1,-1,1,0,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,0,0,0,1,1,1,-1,1,1,-1,0,-1,0,0,1,0,1,1,1,0,1,0,0,0,-1,1,1,-1,0,1,-1,-1,1,0,-1,1,0,1,-1,1,1,1,-1
Philemon Rodrigues,PTB,MG,-1,0,-1,1,0,0,0,-1,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,1,0,1,1,0,-1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,-1,1,1,1,1,-1,0,-1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,-1,1,1,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,1
Raul Belém,PFL,MG,-1,1,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,-1,1,-1,1,0,-1,-1,1,0,0,1,1,1,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zaire Rezende,PMDB,MG,0,0,-1,1,0,0,0,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,-1,0,-1,1,-1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,0,0,-1,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,-1,1,-1,0,0,0,-1,1,0,0,-1,0,-1,1,0,-1,0,1,-1,0,-1,-1
Adelson Salvador,PMDB,ES,0,0,1,-1,0,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,0,0,1,-1,1,1,1,1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,0,1,0,0,0,0,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,1,0,1,0,0,0,0,-1,1,-1,1,1,0,-1,0,0,-1,-1,1,1,0,1,-1,0,0,0,0,0,-1
Luiz Buaiz,PL,ES,0,0,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,0,-1,-1,-1,1,-1,-1,1,1,1,-1,1,0,-1,0,-1,-1,0,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,-1,0,-1,1,1,1,0,1,0,0,1,0,-1,-1,-1,0,-1,-1,0,1,1
Roberto Valadão,PMDB,ES,0,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,0,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,0,1,1,0,1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,1,1,1
Lima Netto,PFL,RJ,0,0,-1,1,0,0,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,0,1,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,0,0,1,1,1,-1,1,0,1,0,1,1,1,1,1,0,-1,1,0,0,0,1,0,1,0,0,0,-1,-1,-1,1,0,-1,-1,1,1,1
Sergio Arouca,PPS,RJ,1,-1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,0,1,-1,0,0,0,0,-1,0,0,1,0,1,-1,1,0,0,0,0,-1,1,-1,0,0,0,-1,1,0,0,1,-1,-1,0,-1,0,-1,-1
Ayres da Cunha,PFL,SP,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,-1
Francisco Silva,PPB,RJ,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,-1,1,-1,-1,-1,1,0,0,1,1,1,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,-1,1,1,-1,-1,0,1,1,1,1,0,0,0,0,1,1,1,-1,0,0,0,1,0,-1,0,0,0,0,1,0,-1,1,-1,0,1,1,-1,-1,1,1,1
Cunha Lima,PPB,SP,-1,1,0,1,0,0,0,0,-1,1,-1,0,-1,1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1,-1,0,0,0,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,1,1,-1
Hélio Bicudo,PT,SP,0,-1,1,-1,1,1,0,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,0,-1,0,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,1,1,1,1,-1,1,-1,-1,-1,0,-1,0,-1,0,0,-1,-1,1,-1,0,1,-1,-1,1,-1,0,-1,-1
João Mellão Neto,PFL,SP,0,0,-1,1,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,0,0,0,0,0,-1,1,1,-1,1,-1,1,0,0,0,0,1,0,1,1,1,0,0,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,-1,0,-1,1,0,0,1,0,-1,1,1,1,1
Jorge Tadeu Mudalen,PPB,SP,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,1,-1,0,0,-1,1,1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,1,-1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,-1,-1,0,1,0,1,1,0,-1,1,0,-1,0,1,-1,-1,1,1,1
Carlos Apolinário,PMDB,SP,0,1,-1,1,-1,1,1,-1,0,1,-1,-1,-1,1,1,-1,1,0,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,-1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,1,1,0,-1,0,1,-1,0,1,0,-1,-1,-1,1,1,1,1,1,1
José Coimbra,PTB,SP,0,0,-1,1,0,0,0,0,0,1,-1,-1,-1,1,1,-1,0,-1,-1,-1,0,0,0,0,0,-1,1,0,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,0,1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,-1,1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,1,-1,-1,1,0,-1,-1,0,0,-1
Noel de Oliveira,PMDB,RJ,1,-1,0,0,0,0,0,0,1,1,0,0,-1,0,-1,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1,0,0,-1,0,-1,-1,1,-1,0,-1,0,0,0,-1,1,1,-1,-1,1,0,0,1,1,0,0,0,0,0,-1,0,1,1,0,0,-1,0,0,0,1,1,-1,-1,-1,-1,0,0,0
Roberto Campos,PPB,RJ,1,-1,-1,1,-1,1,1,-1,0,1,-1,1,-1,1,1,0,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,0,0,-1,1,1,1,1,-1,1,-1,0,0,1,1,1,1,1,-1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1
Koyu Iha,PSDB,SP,-1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,1,1,0,0,1,1,-1,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,-1,1,-1,0,1,-1,-1,-1,1,0,0,1,-1,1,-1,1,1,1
Luiz Gushiken,PT,SP,0,0,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,0,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,0,1,1,1,0,1,-1,-1,0,0,0,1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,0,-1,0,-1,-1
Maluly Netto,PFL,SP,0,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,-1,1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,-1,0,-1,0,-1,-1,0,1,-1,-1,0,1,1
Maurício Najar,PFL,SP,0,0,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,0,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1
Tuga Angerami,PSDB,SP,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,0,-1,-1
José de Abreu,PSDB,SP,-1,1,0,1,0,-1,1,-1,-1,1,-1,0,-1,0,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,0,0,1,-1,0,-1,0,1,-1,-1,1,1,0,0,1,1,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,-1,1,0,-1,-1,1,1,0,0,0,0,0
Carlos Nelson,PMDB,SP,-1,-1,0,1,0,1,1,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,1,1,0,-1,0,1,1,1,-1,1,1,-1,1,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,0,0,1,1,0,1,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,1,-1,1,1,1,0,0,0
Rodrigues Palma,PTB,MT,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,1,1,0,1,1,-1,1,0,0,0,0,0,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,0,0,1,1,-1,-1,1,1,1
Rogério Silva,PFL,MT,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,0,0,1,1,-1,1,1,1,-1,-1,0,0,1,1,-1,1,1,-1,0,-1,1,-1,-1,0,1,1,0,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,-1,0,1,0,0,1,1,0,1,-1,1,-1,-1,1,1,0,1,1,1,1
