nome,partido,uf,PDC 414/1997,PDC 573/1997,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 1/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 173/1995,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 338/1996,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PEC 449/1997,PL 1/1995,PL 1131/1995,PL 1151/1995,PL 1210/1995,PL 1210/1995,PL 1210/1995,PL 1317/1988,PL 1521/1996,PL 1530/1996,PL 1530/1996,PL 1869/1996,PL 2085/1996,PL 2142/1996,PL 2226/1996,PL 2319/1996,PL 2353/1996,PL 2381/1996,PL 2381/1996,PL 2653/1996,PL 2688/1996,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 2695/1997,PL 3100/1997,PL 3100/1997,PL 3241/1997,PL 3242/1997,PL 3242/1997,PL 3553/1997,PL 3553/1997,PL 3920/1997,PL 4425/1994,PL 4425/1994,PL 4425/1994,PL 469/1995,PL 4695/1994,PL 5430/1990,PL 720/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PL 821/1995,PLP 14/1995,PLP 14/1995,PLP 214/1997,PRC 136/1997
Luiz Piauhylino,S.Part.,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Chicão Brígido,PMDB,AC,0,0,1,1,0,-1,-1,1,1,1,-1,-1,0,0,1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,1,0,0,1,0,0,0,0,1,1,1,1,0,-1,1,-1,-1,0,0,0,1,0,0,1,0,1,1,-1,-1,1,0,-1,1,0,0,0,0,0,0,1,-1,1,0
Gervásio Oliveira,S.Part.,AP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Costa Ferreira,S.Part.,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Fernando Gabeira,PV,RJ,0,0,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,-1,1,-1,1,1,0,-1,-1,-1,0,0,-1,1,1,0,0,0,-1,1,1,0,-1,-1,0,-1,-1,1,0,0,0,0,-1,-1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,-1,1,0,0,0,1,1,0,1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,1,-1,0,-1,0,0,0,1,0,-1,0,0,-1,-1,1,1,1,-1,1,-1,-1,1,1,0,1,1,0,-1,-1,1,-1,0,0,1,-1,1,1,-1,1,1,-1,-1,0,1,-1,1,0
Valdir Colatto,PMDB,SC,0,-1,1,1,-1,-1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,0,-1,0,0,0,0,1,1,1,0,0,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,0,1,1,0,1,1,1,-1,-1,-1,0,-1,0,0,1,-1,0,-1,1,1,0,1,0,1,0,0,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,1,1,-1,1,0,-1,1,1,0,-1,-1,0,1,0,1,1,-1,0,0,0,0,1
Pedro Irujo,S.Part.,BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Salvador Zimbaldi,S.Part.,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0
Pedro Irujo,PMDB,BA,0,0,1,1,0,0,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,-1,1,1,0,0,1,1,-1,1,1,1,1,-1,0,1,-1,-1,1,1,1,-1,1,0,0,0,0,1,1
Colbert Martins,PMDB,BA,0,0,0,-1,-1,1,-1,-1,1,1,-1,0,1,-1,1,1,1,-1,0,-1,0,-1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,0,0,0,0,-1,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,1,1,1,0,0,0,1,0,0,1,-1,1,0,-1,1,-1,-1,1,0,0,0,1,0,1,-1,1,-1,-1,-1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,0,0,1,1,-1,1,1,0,0,0,0,-1
Augusto Carvalho,PPS,DF,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,0,-1,0,1,1,1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,-1,-1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,1,1,1,-1,0,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,-1,1,1,1,0,1,-1,-1,-1,1,-1,1,0,1,-1,1,-1
Pedro Wilson,PT,GO,0,0,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,0,-1,0,1,0,0,0,0,-1,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,-1,1,-1,-1,-1,0,0,-1,1,0,-1,-1,0,-1,0,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,0,-1,-1,1,1,1,0,1,0,0,-1,1,-1,1,0,1,-1,1,0
Paulo Bornhausen,PFL,SC,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,0,1,-1,0,1,1,0,1,-1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,1,-1,0,1,-1,0,0,-1,1,0,1,1,1,0,1,-1,1,1,1,0,0,1,-1,1,1,0,0,0,0,1,-1,1,0,1,1,-1,-1,1,0,0,1,1,1,-1,0,0,0,1,1,0,1
Alberto Silva,PMDB,PI,0,-1,1,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,-1,1,0,1,0,1,1,-1,1,0,0,1,0,0,0,0,0,1,1,0,-1,1,-1,0,0,0,0,1
Maria Elvira,PMDB,MG,1,-1,1,1,-1,0,-1,-1,-1,1,-1,1,0,0,1,1,0,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,-1,-1,1,-1,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Edinho Araújo,PMDB,SP,1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,0,1,-1,1,1,-1,0,0,1,1,1,1,1,-1,1,-1,1,1,0,0,1,1,-1,1,1,0,1,-1,-1,0,-1,-1,1,1,1,-1,1,-1,0,0,0,1,-1
Sandro Mabel,PMDB,GO,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,0,-1,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0,1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,-1,-1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,1,-1,1,0,0,1,1,-1,1,0,1,1,0,1,1,0,0,1,1,-1,1,1,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1,1,-1,1,0,0,0,0,1,1
Eduardo Jorge,PT,SP,0,0,-1,0,1,-1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,0,0,0,0,-1,1,1,-1,1,0,-1,1,0,0,0,1,-1,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,1,-1,1,1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,1,-1,1,0,1,-1,1,-1
Jorge Wilson,PMDB,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,0,1,0,-1,0,0,0,0,0,0,0,1,1,1,0
Nelson Marchezan,PSDB,RS,1,0,1,1,-1,-1,0,-1,1,-1,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,0,0,0,1,-1,0,1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,-1,1,1,0,1,-1,-1,1,-1,-1,0,1,1,-1,1,-1,0,1,-1,0,1
Sarney Filho,PFL,MA,0,-1,1,1,-1,-1,-1,0,-1,1,0,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,0,0,0,0,1,0,1,-1,-1,1,1,1,1,1,0,0,0,0,1,-1,1,0,1,1,0,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,0,-1,1,0,0,0,0,0,-1,1,-1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,-1,0,0,1,0,1,0,1,-1,0,0,0,0,0,1,1
Fernando Zuppo,S.Part.,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gonzaga Mota,PMDB,CE,0,0,1,1,-1,-1,1,1,1,1,-1,1,-1,0,0,0,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,-1,0,1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,1,-1,1,1,-1,1,1,-1,1,0,0,-1,1,1,1,-1,1,-1,0,0,0,0,1,1,-1,1,0,0,1,-1,-1,0,1,-1,1,0,0,-1,1,-1,0,0,0,1,-1
Luciano Castro,PSDB,RR,1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,0,1,1,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,0,0,1,1,1,-1,0,1,0,0,-1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,-1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,-1,0,1,-1,1,1
Raimundo Santos,PFL,PA,1,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,0,1,1,0,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,0,1,0,-1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,-1,1,1,0,0,0,0,0,1,1,0,1,-1,0,0,0,-1,1,1,0,-1,0,-1,0,0,0,0,1
Expedito Júnior,PFL,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,-1,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
Marinha Raupp,PSDB,RO,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,0,0,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,1,1,-1,1,0,-1,1,-1,1,1,1,0,0,-1,0,1,1,1,0,0,0,0,-1,1,0,0,1,1,-1,1,0,-1,1,1,1,-1,0,-1,1,1,-1,1,0
Zila Bezerra,PFL,AC,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,1,1,-1,0,1,0,0,-1,-1,-1,0,0,-1,0,-1,0,0,0,-1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,1,1,0,1,1,-1,0,-1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,-1,0,1,1,1,-1,0,1,0,-1,1,1,1,-1,1,-1,0,1,-1,1,1
Ubiratan Aguiar,PSDB,CE,1,-1,1,1,-1,-1,-1,-1,0,-1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,0,1,1,1,1,-1,1,1,0,0,0,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,0,1,-1,1,1
Iberê Ferreira,PPB,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armando Abílio,PMDB,PB,1,-1,1,1,0,1,0,-1,-1,1,-1,1,0,0,1,1,1,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,-1,1,1,1,1,-1,0,-1,1,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,1,1,1,1,1,-1,1,1,-1,1,1,0,1,-1,1,0,1,1,1,-1,1,-1,1,1,1,0,1,1,-1,1,1,1,1,-1,0,0,0,-1,1,1,1,-1,1,-1,0,1,1,1,1
Antônio Geraldo,PFL,PE,0,0,1,1,0,-1,-1,-1,-1,-1,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,1,1,1,0,-1,-1,1,0,-1,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,-1,1,0,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,0,0,-1,-1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,-1,0,1,0,1,-1,-1,0,0,-1,1,1,0,-1,0,0,0,1,0,1,1
José Múcio Monteiro,PFL,PE,0,0,0,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sergio Guerra,PSB,PE,0,0,1,1,-1,0,-1,0,0,0,1,-1,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,0,0,0,0,1,0,-1,1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0,0,0,0,0
José Thomaz Nonô,PSDB,AL,1,-1,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,-1,1,-1,-1,-1,-1,1,0,-1,0,0,0,0,-1,1,1,0,0,-1,-1,-1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,1,1,0,-1,0,-1,1,0,1,1,1,0,0,0,0,-1,0,0,-1,-1,1,-1,-1,0,0,0,1,0,0,0,1,0,1,1,1,-1,-1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,-1,1,1,1,-1,1,-1,0,0,0,1,-1
Marcelo Déda,PT,SE,0,0,-1,0,1,-1,0,1,0,0,1,-1,1,-1,1,1,-1,0,1,-1,0,1,0,0,0,0,0,1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,1,1,1,-1,1,0,-1,-1,1,0,1,0,1,0,1,-1
Coriolano Sales,PDT,BA,1,0,-1,0,0,-1,-1,1,0,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,0,-1,1,-1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,0,0,-1,1,-1,-1,-1,1,-1,0,1,-1,0,-1,1,-1,-1,0,0,1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,-1,0,0,1,0,-1,0,-1,-1,1,-1,1,0,1,-1,1,0
Leur Lomanto,PFL,BA,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,1,-1,-1,-1,0,-1,-1,0,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,0,1,-1,-1,0,-1,1,1,1,1,0,0,1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1
