nome,partido,uf,MPV 549/2011,MPV 550/2011,MPV 551/2011,MPV 551/2011,MPV 554/2011,MPV 558/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 559/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 563/2012,MPV 566/2012,MPV 566/2012,MPV 566/2012,MPV 567/2012,MPV 567/2012,MPV 567/2012,MPV 570/2012,MPV 571/2012,MPV 571/2012,MPV 571/2012,MPV 574/2012,MPV 574/2012,MPV 574/2012,MPV 575/2012,MPV 576/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,MPV 579/2012,PDC 514/2011,PEC 153/2003,PEC 153/2003,PEC 270/2008,PEC 416/2005,PEC 416/2005,PEC 438/2001,PEC 445/2009,PEC 471/2005,PEC 478/2010,PEC 478/2010,PL 1876/1999,PL 1876/1999,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 1992/2007,PL 2330/2011,PL 2330/2011,PL 2330/2011,PL 2565/2011,PL 2565/2011,PL 2565/2011,PL 2793/2011,PL 301/2007,PL 3839/2012,PL 5279/2009,PL 5403/2001,PL 643/2011,PL 865/2011,PLP 114/2011,PLP 230/2004,PLP 362/2006,PLP 579/2010,REQ 1134/2011,REQ 2130/2011,REQ 4504/2012,REQ 4636/2012,REQ 4636/2012,REQ 6062/2012,REQ 6135/2012,REQ 6460/2012,REQ 6461/2012,PEC 471/2005
Luiz Carlos Setim,DEM,PR,-1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,-1,0,-1,-1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,-1,1,1,1,1
Felipe Maia,DEM,RN,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,-1,1,0,1,1,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,-1,0,0,0,1
Jorge Tadeu Mudalen,DEM,SP,-1,1,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1,0,0,0,1,0,1,1,1,1,1,1,-1,1,0,-1,-1,-1,-1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,-1,1,1,0,0,0,0,0,0,-1
Davi Alcolumbre,DEM,AP,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,-1,1,1,1,1
Efraim Filho,DEM,PB,-1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,-1,-1,-1,-1,1,1,0,-1,-1,1,1,1,0,0,0,0,0,-1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
Lira Maia,DEM,PA,-1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,1,0,1,0,1,1,1,1,1,0,-1,1,1,1,0,-1,-1,-1,0,1,1,0,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
Rodrigo Maia,DEM,RJ,-1,0,1,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,-1,0,0,0,1
Cleber Verde,PRB,MA,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,1,-1,-1,-1,1,1,1,1,0,0,1,0,-1,1,1,1,1,-1,-1,0,-1,-1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,0,0,0,0,1,1,0,1,-1,1,1,1,-1
Damião Feliciano,PDT,PB,-1,-1,-1,-1,0,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,-1,0,-1,0,-1,-1,1,1,1,-1,1,0,-1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1
Betinho Rosado,DEM,RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0
Geraldo Resende,PMDB,MS,1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,-1,0,0,0,1
Takayama,PSC,PR,-1,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,-1,1,-1,0,0,0,0,1,-1,-1,-1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,-1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,-1,1,0,1,1
Professor Victório Galli,PMDB,MT,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Carlos Eduardo Cadoca,PSC,PE,-1,-1,1,-1,0,1,-1,0,0,0,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,1,-1,-1,0,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,0,-1,0,1,1,1,1,1,-1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,-1,0,1,1,1
Paulo Rubem Santiago,PDT,PE,0,0,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,0,-1,0,1,-1,-1,-1,-1,0,-1,-1,0,0,1,-1,0,0,1,1,0,1,1,1,1,1,-1,1,0,0,0,-1,0,-1,1,0,1,1,1,1,1,0,1,1,-1,0,1,1,1,1,0,1,1,0,1,1,0,-1,0,0,0,-1
Major Fábio,DEM,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Izalci,PSDB,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,-1,1,0,0,1,-1,1,0,0,1,-1,1,1,1,0
Geraldo Simões,PT,BA,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,1,1,1,0,1,1,1,1,0,1,-1,0,1,1,1
Glauber Braga,PSB,RJ,-1,1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,1,0,0,0,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,1,0,0,1,0,1,1,-1,-1,1,1,1,-1
Fernando Marroni,PT,RS,0,-1,-1,-1,0,1,0,0,-1,1,-1,0,-1,-1,0,0,1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,-1,1,1,1,1,1,1,0,1,0,0,1,-1,0,0,0,1
Emiliano José,PT,BA,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogério Marinho,PSDB,RN,0,1,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,1,0,1,1,1,1,1,-1,0,0,-1,0,1,1,0,0,0,1,1,-1,1,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1
Zé Vieira,PR,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0
Henrique Afonso,PV,AC,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,-1,0,0,0,1,-1,0,1,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,0,1,0,-1,1,1,-1,1,0,-1,0,1,1,0,1,1,1,1,1,0,0,0,-1,1,1,1,1
Márcio Marinho,PRB,BA,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,0,0,0,-1,1,0,0,0,-1,0,0,1,-1,0,0,0,-1,1,0,0,-1,-1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,-1,-1,0,1,1,1,1,1,0,1,0,-1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
Davi Alves Silva Júnior,PR,MA,1,0,1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,1,0,0,0,0,1,1,0,1,0,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,-1,-1,1,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
George Hilton,PRB,MG,0,-1,-1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,1,0,1,1,-1,-1,0,-1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,0,1,0,-1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
Silvio Costa,PTB,PE,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,0,0,0,0,-1,0,-1,-1,0,1,1,-1,-1,1,0,1,0,0,-1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,0,0,0,1,1,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,1
Antonio Bulhões,PRB,SP,1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,0,1,1,-1,-1,1,0,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Manoel Junior,PMDB,PB,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,1,0,1,-1,0,0,0,1,1,1,0,1,1,1,0,1,0,-1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,-1,-1,0,0,0,0,1,0,1,0,1,-1,1,0,1,1,1,0
Oziel Oliveira,PDT,BA,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,-1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,0,1,0,1,-1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1
Félix Mendonça Júnior,PDT,BA,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,0,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
Valmir Assunção,PT,BA,0,-1,-1,-1,0,0,-1,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,0,-1
Amauri Teixeira,PT,BA,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,-1
Waldenor Pereira,PT,BA,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,0,0,-1,-1,-1,0,-1,1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,0,1,-1,0,0,0,-1
Antonio Brito,PTB,BA,-1,1,1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,0,1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,-1,1,1,1,1
Lucio Vieira Lima,PMDB,BA,1,-1,1,-1,0,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,0,1,-1,-1,0,1,0,1,1,1,1,0,1,1,1,0,-1,-1,1,-1,0,0,0,0,0,1,1,1,-1,0,0,-1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
Erivelton Santana,PSC,BA,1,-1,1,-1,0,1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,1,0,-1,0,0,-1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,0,-1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1
Antonio Imbassahy,PSDB,BA,-1,1,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,0,-1,-1,-1,1,-1,0,1,1,1,1,-1,0,1,1,0,1,0,1,-1,1,1,1,1,-1,-1,1,1,0,1,1,-1,1,1,0,0,0,0,0,-1,-1,1,1,0,1,-1,0,0,1,1,-1,1,1,1,-1
Artur Bruno,PT,CE,0,0,-1,-1,-1,1,0,0,-1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,1,0,1,-1,-1,-1,-1,1,0,1,0,0,0,1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,-1
Raimundão,PMDB,CE,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Genecias Noronha,PMDB,CE,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,-1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,-1
Antonio Balhmann,PSB,CE,0,1,-1,0,1,0,0,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,1,0,1,1,1,1,1,1,0,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,0,-1,1,0,-1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0
Edson Silva,PSB,CE,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,-1,-1,-1,0,0,-1,1,1,-1,1,0,-1,-1,0,1,1,0,0,0,1,0,0,0,1,-1,0,0,0,0
Domingos Neto,PSB,CE,-1,1,-1,-1,0,0,-1,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,-1,0,1,0,-1,0,-1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,-1,-1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
João Ananias,PCdoB,CE,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,0,1,-1,0,-1,0,-1,0,0,0,1,1,1,0,1,1,1,0,1,1,-1,1,-1,-1,-1,-1,-1,0,0,-1,1,0,0,1,1,-1,-1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
Reguffe,PDT,DF,1,1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1
Izalci,PR,DF,0,1,-1,-1,1,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,1,-1,0,0,-1,-1,-1,1,1,1,0,1,1,0,0,0,0,-1,1,-1,0,0,0,0,1,1,0,0,0,1,-1,0,0,0,0,0,-1
Ronaldo Fonseca,PR,DF,1,1,1,-1,1,1,-1,0,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,1,1,1,-1,0,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,-1,1,1,1,1
Jaqueline Roriz,PMN,DF,-1,1,1,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,1,1,0,1,1,-1,0,0,-1,-1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,1,0,0,0,1,1,1,-1,1,0,-1,1,0,-1,1,1,1,1,-1,1,1,1,1,-1,0,0,0,1
Dr. Jorge Silva,PDT,ES,-1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,0,1,1,-1,0,1,1,1,0,1,1,1,0,1,1,-1,-1,0,1,1,1
Lauriete,PSC,ES,0,-1,1,-1,1,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,0,0,0,1,1,-1,1,1,1,1,0,1,1,1,0,1,0,1,-1,-1,1,-1,-1,-1,0,1,1,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
Audifax,PSB,ES,0,1,-1,-1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,1,1,0,1,0,-1,0,-1,-1,1,1,1,1
Paulo Foletto,PSB,ES,0,1,-1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,0,0,0,1,-1,0,0,1,1,-1,1,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,1,1,1,1,0,1,0,-1,-1,1,1,1,1
Cesar Colnago,PSDB,ES,-1,1,-1,1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,1,-1,1,0,1,1,0,0,1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,0,1,1,-1,-1,-1,-1,0,0,0,0,0,-1,1,1,1,1,-1,1,1,1,-1,0,1,0,1,-1
Flávia Morais,PDT,GO,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,-1,0,1,-1,1,0,0,-1,0,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,1,1,0,1,0,-1,0,0,1,0,1,1,0,1,0,1,0,1,-1,1,1,1,-1
Alberto Filho,PMDB,MA,1,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,-1,-1,0,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,0,0,-1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
Edivaldo Holanda Junior,PTC,MA,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Lourival Mendes,PTdoB,MA,1,1,1,-1,1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,1,1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,0,-1,0,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,-1
Dimas Fabiano,PP,MG,0,-1,-1,-1,-1,0,0,-1,-1,1,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,1,1,-1,1,1,-1,-1,1,1,0,1,1,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Renzo Braz,PP,MG,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,-1,-1,-1,0,-1,-1,1,1,1,-1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
Toninho Pinheiro,PP,MG,-1,0,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,0,0,-1,1,-1,-1,1,0,-1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,-1,0,0,0,1
Zé Silva,PDT,MG,-1,0,-1,-1,1,1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,0,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,0,-1,-1,1,0,1,-1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1
Gabriel Guimarães,PT,MG,0,-1,-1,-1,0,1,-1,0,0,0,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,-1,0,1,-1,0,0,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,-1,0,-1,-1,-1,-1,0,0,0,1,1,-1,0,0,1,0,0,1,0,1,1,1,0,1,-1,0,1,0,1
Padre João,PT,MG,-1,0,0,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,1,-1,0,-1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
Weliton Prado,PT,MG,0,-1,-1,-1,-1,1,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,1,0,-1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,-1,1,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,-1
Eros Biondini,PTB,MG,0,1,1,0,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
