nome,partido,uf,MPV 267/2005,MPV 268/2005,MPV 269/2005,MPV 269/2005,MPV 269/2005,MPV 272/2005,MPV 273/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 275/2005,MPV 276/2006,MPV 276/2006,MPV 276/2006,MPV 278/2006,MPV 278/2006,MPV 279/2006,MPV 279/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 280/2006,MPV 281/2006,MPV 283/2006,MPV 283/2006,MPV 284/2006,MPV 284/2006,MPV 284/2006,MPV 285/2006,MPV 285/2006,MPV 287/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 288/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 291/2006,MPV 316/2006,MPV 327/2006,PDC 2075/2005,PEC 199/2003,PEC 199/2003,PEC 347/1996,PEC 347/1996,PEC 349/2001,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/1997,PEC 536/2006,PEC 548/2002,PEC 548/2002,PEC 548/2002,PEC 7/2003,PEC 7/2003,PEC 7/2003,PL 4428/2004,PL 4591/2004,PL 4776/2005,PL 5855/2005,PL 5855/2005,PL 5855/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PL 6272/2005,PLP 123/2004,PLP 123/2004,PLP 184/2004,PLP 22/2003,PLP 22/2003,PLP 249/2005,PLP 249/2005,PLP 249/2005,PLP 380/2006,PLP 76/2003,PLP 76/2003,REP 43/2005
Romel Anizio,PP,MG,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,1,-1,0
Márcio Reinaldo Moreira,PP,MG,1,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,0,1,-1,0,0,1,-1,1,-1,-1,1,-1,-1,0,0,-1,1,-1,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,-1,-1,-1,-1,1,-1,1,1,0,1,-1,1,0,1,1,-1,-1,1,-1,1,1,-1,1,0,0,1,0,0,-1
Enivaldo Ribeiro,PP,PB,0,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,0,-1,1,-1,-1,1,-1,-1,0,0,-1,1,-1,-1,-1,0,0,-1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,1,0,1,1,1,1,1,1,-1,-1,0,0,0,1,-1,1,0,0,0,1,0,-1
Nelson Meurer,PP,PR,1,1,1,-1,0,-1,-1,1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,0,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,0,-1,1,1,-1,1,1,1,1,1,-1,-1
Francisco Dornelles,PP,RJ,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,-1,-1,-1,0,0,1,0,0,1,0,1,-1,1,1,0,-1,0,-1,0,1,0,1,1,1,0,0,0,-1
Julio Lopes,PP,RJ,1,0,1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,1,0,0,0,-1,0,0,0,-1,0,1,1,0,0,0,0,1,-1,-1,0,0,-1,0,1,0,-1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,1,-1,0,1,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simão Sessim,PP,RJ,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,1,-1,1,1,1,-1,0,1,-1,1,1,-1,-1,1,-1,1,0,-1,1,1,1,1,1,-1,-1
Eduardo Paes,PSDB,RJ,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,-1,-1,1,1,0,-1,0,0,1,-1,-1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Suely Campos,PP,RR,0,1,1,0,0,-1,-1,0,0,0,-1,0,-1,0,1,0,-1,1,-1,0,0,0,0,-1,1,0,0,1,-1,0,1,0,0,0,0,0,0,1,-1,1,1,1,-1,0,0,1,1,-1,-1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,-1,1,1,0,1,1,0,-1
Francisco Appio,PP,RS,0,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1,0,0,0,0,1,-1,1,-1,0,1,0,1,0,0,-1,1,-1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,-1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,-1,1,0,0,0,0,1,1,0,0,1,0,0
Francisco Turra,PP,RS,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,1,0,0,-1,1,0,0,-1,1,1,1,-1,1,0,1,-1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,0,0,0,0,1,1,1,1,0,-1
João Pizzolatti,PP,SC,1,1,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,-1,0,0,-1,1,0,1,1,1,1,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,0,0
Leodegar Tiscoski,PP,SC,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1,-1,1,-1,-1,1,0,-1,-1,1,1,-1,-1,0,0,1,-1,1,0,1,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,-1,-1
Zonta,PP,SC,-1,1,1,0,0,-1,-1,-1,1,-1,0,1,0,-1,1,-1,-1,0,-1,-1,1,1,-1,-1,1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,1,-1,1,1,-1,1,1,-1,1,-1,0,0,0,1,1,1,1,0,0,-1
Cleonâncio Fonseca,PP,SE,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,-1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0
Celso Russomanno,PP,SP,0,0,1,0,-1,-1,-1,0,-1,0,0,0,-1,0,1,0,-1,1,-1,0,-1,1,0,1,1,0,-1,1,0,0,1,-1,-1,0,0,-1,1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,1,-1,0,-1,-1,0,-1,0,0,1,-1,0,1,0,1,0,1,0,1,-1,0,0,0,1,0,0,1,1,-1,-1
Vadão Gomes,PP,SP,1,1,0,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,-1,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-1,1,0,-1,0,0,-1,0,0,0,1,0,1,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1
Francisco Garcia,PP,AM,0,0,1,0,-1,0,0,0,0,-1,1,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,-1,1,-1,-1,1,-1,0,0,0,0,1,-1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,0,-1,-1,-1,1,1,-1,1,0,1,1,0,1,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,1,-1,-1
Mário Negromonte,PP,BA,1,0,1,0,0,-1,-1,1,0,-1,0,0,-1,0,1,-1,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,1,0,-1,0,0,-1,0,1,0,0,0,0,-1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,-1,0,1,1,1,-1,1,0,0,-1,1,1,0,1,1,0,-1,0,0,0,0,0,1,1,1,0,1,-1,0
José Linhares,PP,CE,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,1,-1,0,-1,0,-1,1,0,1,-1,1,-1,-1,1,0,-1,0,1,-1,1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,0,1,1,1,0,0,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Roberto Balestra,PP,GO,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,1,1,-1,-1
Herculano Anghinetti,PP,MG,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,1,1,0,0
Pedro Corrêa,PP,PE,0,1,0,0,0,-1,-1,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,-1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilceu Sperafico,PP,PR,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,0,-1,1,0,1,0,1,-1,-1,1,-1,-1,0,0,-1,0,1,0,0,1,0,-1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,-1,-1,-1,0,-1,1,0,0,1,0,1,1,1,1,-1,0,1,-1,0,0,0,1,1,1,1,1,-1,-1
Giacobo,PL,PR,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,-1,-1,0,-1,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,1,1,1,1,1,1,-1,1,1,1,0,1,0,1,1,1,1,1,1,-1,1,1,0,-1,1,1,0,-1,0,0,1,-1,1,0,0,1,0,0,0,1,-1,0,0,0,0,1,1,1,1,-1,-1
Sá,PL,RR,1,1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,1,1,0,-1,1,-1,-1,1,-1,-1,-1,0,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,0,0,1,-1,-1,-1,0,-1,1,1,-1,0,0,0,1,1,0,0
Luis Carlos Heinze,PP,RS,1,-1,1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1,0,0,0,0,1,1,1,1,0,1,0,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,0,1,-1,-1
Pedro Henry,PP,MT,1,1,1,0,0,-1,-1,1,0,-1,-1,0,-1,-1,1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,-1,-1,-1,0,0,-1,1,0,1,-1,0,0,1,1,1,-1,-1,1,-1,1,0,0,1,0,1,1,1,0,0
Zé Lima,PP,PA,1,0,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,1,0,1,0,0,0,-1,1,0,1,-1,0,-1,1,-1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,1,-1,1,1,1,1,1,-1,0
Ricardo Barros,PP,PR,-1,-1,-1,-1,1,1,1,-1,1,1,0,1,1,1,1,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,0,1,1,1,0,0,-1,1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,1,0,1,0,1,0,1,0,-1
Jonival Lucas Junior,PTB,BA,0,1,1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,1,-1,-1,1,0,-1,-1,1,-1,1,0,1,-1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,1,0,-1,1,1,-1,1,-1,-1,-1,0,0,1,1,-1,0,0,0,0,1,-1,-1
Jovair Arantes,PTB,GO,1,1,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,1,0,1,-1,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,-1,-1,1,0,0,-1,1,1,1,1,-1,1,0,1,-1,1,0,0,-1,1,1,0,1,0,1,1,1,-1,-1
Inaldo Leitão,PL,PB,1,0,1,0,0,-1,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,0,1,0,1,0,-1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,-1,1,1,1,0,1,0,0,-1,-1,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1
Érico Ribeiro,PP,RS,0,1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,-1,0,1,1,-1,0,0,0,0,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,-1,-1,1,1,0,-1,0,1,1,1,-1,0,0,1,0,1,-1,1,-1,1,1,-1,1,1,1,1,1,0,0
Osmânio Pereira,PTB,MG,1,1,0,-1,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,1,-1,0,0,1,-1,0,1,1,-1,0,-1,0,-1,0,-1,0,0,-1,1,1,-1,-1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,-1,0,1,1,1,0,1,1,0,-1,0,0,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0
Ricardo Rique,PL,PB,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Simplício Mário,PT,PI,1,1,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,0,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,-1
Feu Rosa,PP,ES,0,1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,0,-1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,-1,1,0,-1,-1,-1,-1,1,-1,0,0,1,-1,0,0,1,-1,0,1,0,1,-1,1,1,0,1,0,1,1,0,0,-1
Ronaldo Cezar Coelho,PSDB,RJ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,1,1,0,0,0,-1,0,1,-1,1
Bernardo Ariston,PMDB,RJ,0,1,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,-1,1,0,0,0,0,-1,-1,1,1,-1,1,1,0,0,-1,1,0,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,1,1,1,-1,1,1,0,0,0,1,-1,0,-1,1,-1,1,0,0,0,0,0,0,1,0,1,-1,-1
Edson Ezequiel,PMDB,RJ,1,1,-1,-1,1,-1,-1,-1,0,1,0,0,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1
Pastor Pedro Ribeiro,PMDB,CE,0,1,1,0,1,-1,-1,1,-1,0,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,1,0,1,1,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-1,-1,1,1,1,-1,1,1,0,1,0,1,0,1,0,1,-1,1,-1,1,1,0,1,0,1,1,1,-1,-1
Tadeu Filippelli,PMDB,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,0,0,-1,0,-1,-1,-1,0,-1,0,0,-1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,-1,0
Costa Ferreira,PSC,MA,1,0,1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,1,1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,-1,1,0,1,-1,1,1,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,1,0,0,0,0,1,1,1,0,-1
Takayama,PMDB,PR,0,1,0,-1,1,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,-1,0,-1,-1,1,0,0,0,0,-1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,-1,1,0,-1,0,1,0,1,-1,0,0,1,1,0,0,-1,1,-1,-1,0,0,-1,1,1,0,1,0,1,0,1,-1,-1
Eduardo Cunha,PMDB,RJ,1,-1,-1,0,1,1,0,-1,0,-1,1,0,0,1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,1,0,0,0,1,0,0,-1,1,-1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,0,-1,-1,1,1,1,-1,1,0,1,1,-1,1,-1,1,0,0,-1,0,-1,1,0,-1,1,0,1,1,1,-1,1
Almerinda de Carvalho,PMDB,RJ,1,1,1,-1,1,1,0,1,1,1,-1,-1,0,-1,1,-1,-1,1,0,-1,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,-1,1,0,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,0,1,1,0,1,-1,1,0,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,-1
Fernando Lopes,PMDB,RJ,1,-1,0,1,0,0,0,-1,0,1,-1,1,1,1,-1,0,1,0,-1,-1,1,1,-1,-1,-1,1,1,0,1,-1,1,0,1,0,1,-1,0,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,-1,-1,1,1,1,-1,1,1,1,0,-1,0,0,1,0,0,1,1,0,1,1,-1,-1,1,-1,0,1,-1,-1
Nélio Dias,PP,RN,1,0,1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,1,1,1,-1,1,-1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,0,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,1,0,0,1,1,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0
Gilberto Nascimento,PMDB,SP,1,1,1,-1,1,-1,-1,0,0,0,-1,1,-1,0,0,0,0,1,0,-1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,0,1,1,1,-1,1,-1,0,-1,1,0,0,-1,1,1,-1,0,0,0,1,0,0,-1
Raul Jungmann,PPS,PE,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,-1,0,0,1,1,0,1,0,1,-1,1,0,0,-1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,-1,-1,1,1,0,-1,1,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,1,1,-1,1,1,0,0
Nelson Bornier,PMDB,RJ,0,0,-1,-1,0,-1,-1,0,0,-1,0,1,0,-1,1,0,-1,0,0,1,1,0,0,0,0,0,0,1,-1,-1,0,0,1,0,0,0,1,-1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,-1,1,0,0,-1,1,1,1,0,0,1,1,1,0,1,-1,1,0,0,-1,0,-1,1,0,0,1,0,1,1,1,0,-1
Jorge Pinheiro,PL,DF,1,1,1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,0,1,-1,1,1,0,-1,1,-1,-1,1,0,-1,0,0,-1,1,1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,0,0,-1,1,1,0,1,-1,-1,0,1,-1,1,1,-1,1,1,1,1,0,0,-1
Zequinha Marinho,PSC,PA,1,1,1,0,-1,0,-1,0,0,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,0,-1,0,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,0,-1,0,0,0,0,-1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,0,1,1,1,-1,1,0,0,-1,1,0,-1,1,0,0,-1,0,-1,0,1,-1,1,0,-1,1,1,0,0
Rogério Teófilo,PPS,AL,-1,-1,-1,0,1,-1,-1,0,0,1,1,0,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,0,0,0,1,-1,0,-1,1,-1,1,0,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,0,1,0,1,1,0,0,1,-1,1,0,1,1,-1,1,0,-1,1,0,-1,1,1,-1,-1
Arnon Bezerra,PTB,CE,0,1,0,-1,-1,-1,0,0,0,0,-1,0,-1,0,1,0,-1,1,0,0,-1,1,-1,1,0,1,0,-1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,-1,1,1,-1,-1,1,1,1,0,0,1,0,-1,1,1,1,1,-1,0,0,1,0,0,1,-1,1,1,1,1,1,-1,-1
Rose de Freitas,PMDB,ES,1,1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,0,0,0,1,1,-1,1,0,-1,0,0,-1,1,-1,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,0,0,-1,1,0,0,0,0,1,0,1,-1,-1
Aracely de Paula,PL,MG,1,1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,-1,0,1,1,1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,0,-1,0,0,-1,1,0,1,0,1,0,-1
Sandro Matos,PTB,RJ,1,0,1,0,0,0,0,1,0,0,-1,0,-1,-1,0,0,-1,0,-1,-1,0,0,0,1,0,1,0,0,0,0,0,-1,1,0,0,-1,1,-1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,-1,1,1,1,-1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
José Pinotti,PFL,SP,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,0
Pastor Amarildo,PSC,TO,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,0,-1,1,0,-1,0,-1,0,0,0,-1,0,0,1,-1,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,-1,1,1,1,-1,1,1,0,0,-1,1,-1,1,0,0,-1,1,-1,0,0,0,1,0,1,1,0,-1,0
Barbosa Neto,PSB,GO,0,1,1,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,-1,0,0,0,1,0,-1,0,0,0,0,0,-1,-1
