nome,partido,uf,REQ 3970/2016,PLP 163/2015,REQ 4881/2016,REQ 5022/2016,MSC 471/2016,PL 6568/2016,REQ 5679/2016,REQ 5829/2017,MPV 747/2016,MPV 747/2016,REQ 5468/2016,REQ 6026/2017,REQ 6074/2017,PEC 209/2012,PEC 395/2014,PL 4302/1998,PL 4302/1998,PL 4302/1998,PL 4302/1998,REQ 6053/2017,MPV 751/2016,PEC 395/2014,PL 5587/2016,PL 5587/2016,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6281/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6292/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,PEC 304/2017,PEC 304/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,MPV 757/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,REQ 6015/2017,MPV 755/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,PLP 54/2015,MPV 765/2016,MPV 767/2017,PLP 54/2015,PLP 54/2015,PEC 304/2017,REQ 6150/2017,PEC 199/2016,REQ 6711/2017,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 770/2017,MPV 770/2017,MPV 770/2017
Jorge Corte Real,PTB,PE,0,1,-1,1,1,-1,1,1,0,0,1,1,1,1,0,-1,-1,-1,1,0,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,0,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,0,0,0,-1,-1,1,-1,1,0,-1,-1
Mendonça Filho,DEM,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luciana Santos,PCdoB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,1,0,0,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Iracema Portella,PP,PI,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,0,-1,1,1,-1,1,0,0,-1,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,1,0,1,-1,-1,0,-1,0,0,0,1,-1,1,0,0,0,0,-1,1,0,0,0,1,1,0,-1,0,0,0,0,0,1,-1,-1,0,-1,-1,0,0,-1,1,-1,1,0,0,1,-1,0,1,0,0,0,-1,0
Assis Carvalho,PT,PI,1,1,-1,0,-1,1,1,-1,1,-1,1,-1,1,1,0,0,1,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,0,-1,-1,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,0,0,0
Jhonatan de Jesus,PRB,RR,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,1,1,0,-1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Ronaldo Nogueira,PTB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohn Gass,PT,RS,1,1,-1,0,-1,1,1,-1,1,-1,-1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,0,0,0,0,0,0,0,0
Marcon,PT,RS,1,1,-1,0,-1,-1,1,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,-1,0,0,0,0,0,0
Alceu Moreira,PMDB,RS,1,1,0,0,1,1,1,0,-1,0,1,1,1,0,0,-1,-1,-1,1,1,-1,1,0,0,0,0,0,0,-1,0,1,-1,1,1,0,0,0,1,1,1,1,0,1,-1,-1,-1,1,1,1,1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,0,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Jose Stédile,PSB,RS,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,-1,0,1,1,1,1,0,-1,1,1,1,-1,0,-1,-1,0,-1,0,-1,0,-1,1,1,1,0,1,1,1,-1,-1,1,-1,-1,-1,-1
Assis Melo,PCdoB,RS,1,1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,1,0,0,0,0,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0
Esperidião Amin,PP,SC,1,1,-1,-1,-1,-1,0,1,-1,0,1,1,-1,1,0,0,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,-1,-1,0,1,-1,1,1,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,1,1,-1,1,0,1,0,-1,-1,1,-1,-1,0,1,1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,1,-1,-1,1,-1,1,0,0,0
Ronaldo Benedet,PMDB,SC,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Rogério Peninha Mendonça,PMDB,SC,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,0,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,0,-1,1,-1,1,-1,-1,-1
Marco Tebaldi,PSDB,SC,0,1,-1,0,1,1,0,1,-1,0,0,0,0,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,0,0,-1,0,1,-1,0,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,0,0,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,1,1,-1,1,1,0,0,0,0,1,-1,-1,-1
Andre Moura,PSC,SE,1,0,0,0,0,1,0,0,-1,1,1,0,0,1,0,-1,0,-1,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,-1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,-1,1,-1,1,0,-1,-1,-1,1,1,-1,1,0,0,0,1,0,1,0,-1,0,1,1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,-1,0,0
Pr. Marco Feliciano,PSC,SP,0,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,0,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Tiririca,PR,SP,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,-1,0,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,0,0,1,-1,1,1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Roberto Freire,PPS,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1
Alexandre Leite,DEM,SP,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,-1,-1,-1,1,1,0,1,0,-1,-1,0,0,0,0,0,1,-1,1,1,0,1,0,0,0,1,1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,1,0,0,-1,-1,1,1,-1,1,-1,1,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Eli Correa Filho,DEM,SP,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,1,1,1,0,0,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Keiko Ota,PSB,SP,0,1,-1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,0,1,1,-1,-1,1,-1,-1,0,1,-1,-1,0,1,-1,1,1,0,-1,1,0,0,1,-1,-1,-1,1,0,1,0,1,0,-1,1,0,0,1,-1,-1,1,1,1,-1,0,-1,0,0,-1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,-1
Roberto de Lucena,PV,SP,1,1,0,1,0,1,1,0,-1,0,1,1,0,0,0,0,0,1,-1,1,-1,1,0,0,0,0,0,0,-1,0,1,-1,0,1,-1,0,0,1,1,-1,1,1,1,-1,-1,-1,-1,1,0,-1,-1,1,1,0,-1,-1,0,1,-1,1,1,-1,1,0,1,0,0,0,-1,-1,-1,0,-1,0,0,1,-1,-1,1,1,0,0,-1,0,-1,-1,0,-1,1,0,-1,0,1,1,0,-1,1,-1,1,0,-1,0
Mara Gabrilli,PSDB,SP,0,1,0,0,-1,0,0,1,0,0,-1,1,1,1,0,1,0,0,-1,0,-1,1,1,0,-1,-1,0,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,0,0,-1,0,0,0,0,0,-1,-1,1,-1,1,1,-1,0,-1,0,-1,1,-1,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,0,0,-1,-1,0,-1,1,0,-1,-1
Zeca Dirceu,PT,PR,0,1,0,0,0,1,0,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,0,0,0,0,0,0,0,0
João Arruda,PMDB,PR,0,1,0,0,1,1,1,1,-1,1,0,1,0,0,-1,1,0,0,0,1,0,1,1,1,-1,-1,-1,1,-1,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,0,0,0,1,-1,-1,1,-1,1,1,1,0,1,-1,0,-1,-1,1,0,1,1,-1,-1,0,0,0,0,1,0,-1,0,-1,0,0,0,-1,1,1,1,0,1,1,-1,0,1,-1,0,-1,0,-1
Leopoldo Meyer,PSB,PR,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,0,1,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,-1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,0,1,1,-1,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Rosinha da Adefal,PTdoB,AL,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-1,-1,0,1,1,0,0,-1,-1,-1,1,-1,1,0,0,1,-1,1,1,0,-1,0,0,1,0,1,0,1,0,0,0,-1,-1,-1,0,-1,1,1,0,-1,-1,0,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,0,-1,-1,0,-1,1,0,0,0
Pauderney Avelino,DEM,AM,1,1,-1,0,0,1,1,1,-1,0,0,1,1,1,0,-1,0,0,1,1,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,0,-1,-1,1,0,1,0,-1,0
Benedita da Silva,PT,RJ,1,1,-1,1,-1,1,1,-1,1,-1,1,1,0,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,1,1,0,1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0,0,0,0
Pedro Paulo,PMDB,RJ,1,1,-1,1,1,1,1,1,-1,1,0,1,0,1,0,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,0,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,1,1,0,1,1,-1,0,1,0,0,-1,-1,0
Jean Wyllys,PSOL,RJ,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,0,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0
Erika Kokay,PT,DF,1,1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,-1,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
Luis Tibé,PTdoB,MG,0,1,0,0,0,1,0,1,-1,1,0,1,1,1,0,-1,-1,0,1,1,0,1,-1,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,-1,1,1,0,-1,1,-1,-1,0,-1,-1,0,1,1,0,1,0,1,-1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-1,0,-1,-1,-1,-1,0,-1,0,-1,1,1,1,1,0,1,0,-1,1,0,0,0,0,-1
Aguinaldo Ribeiro,PP,PB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,0,0,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,0,-1,-1,0,1,0,1,0,-1,1,1,1,-1,0,0,-1,-1,0,-1,-1,1,-1,0,1,1,0,1,1,-1,-1,0,0,0,-1,0,0
Hugo Motta,PMDB,PB,0,1,-1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,-1,1,-1,0,1,-1,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,0,-1,0,0,-1,-1,0,1,1,-1,1,0,1,0,1,-1,0,-1,0,0,0,0,1,-1,0,1,0,0,-1,1,-1,-1,0,-1,-1,0,0,0,0,1,1,1,1,0,-1,-1,0,-1,1,-1,-1,-1
Jerônimo Goergen,PP,RS,0,1,-1,0,1,1,1,0,-1,1,0,1,0,1,0,-1,0,0,1,1,-1,1,-1,0,1,1,0,-1,0,0,-1,0,0,-1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,1,0,1,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,-1,1,0,1,0,0,1,1,1,1,-1,0,1,1,1,-1,1,0,0,-1,-1,-1,-1,0,-1,0,1,1,0,1,1,-1,-1,1,-1,1,0,-1,-1
Professora Dorinha Seabra Rezende,DEM,TO,1,1,-1,1,1,0,0,0,1,1,1,1,1,0,0,1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,0,0,0,-1,-1,1,1,-1,1,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,0,-1,0,-1,-1,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,0,-1,-1,0
Arthur Lira,PP,AL,0,1,0,1,0,1,0,0,-1,0,0,1,0,1,0,-1,-1,-1,1,1,-1,0,0,-1,0,-1,-1,1,-1,0,1,-1,1,1,-1,0,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,1,0,1,1,1,0,-1,-1,1,0,0,-1,0,0
Paulo Freire,PR,SP,0,0,-1,-1,1,-1,1,1,-1,1,1,1,1,1,0,-1,-1,0,-1,0,-1,1,1,1,0,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,-1,1,0,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Bruna Furlan,PSDB,SP,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-1,0,-1,1,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,-1,0,1,0,0,-1,1,-1,-1,0,0,-1,0,1,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,1,1,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0
Carmen Zanotto,PPS,SC,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,-1,1,-1,1,0,-1,0,-1,-1,1,0,0,0,0,0,1,-1,0,0,1,1,1,1,0,1,-1,0,0,-1,-1,0,0,0,-1,-1,0,-1,-1,0,1,0,0,0,0,0,0,1,-1,1,-1,-1,1,1,1,0,-1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Pedro Uczai,PT,SC,1,0,0,1,-1,-1,0,-1,1,-1,1,1,0,0,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0
Vicente Candido,PT,SP,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
Nilson Leitão,PSDB,MT,1,1,1,0,0,1,0,1,-1,1,1,1,1,1,0,-1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,0,0,0,-1,1,-1,-1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,1,1,-1,0,1,-1,-1,0,0,0,-1,0,-1
Paulo Feijó,PR,RJ,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,0,-1,0,0,1,1,-1,1,1,1,-1,-1,0,1,-1,0,1,0,1,1,0,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,0,0,0,1,-1,1,-1,1,0,1,-1,1,-1,-1,0,1,1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0
Vinicius Gurgel,PR,AP,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,-1
Paulo Magalhães,PSD,BA,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,0,-1,-1,0,-1,0,-1,-1,1,1,1,1,1,0,0,0,0,0,-1,0,0
José Nunes,PSD,BA,0,1,0,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,-1,-1,0,0,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Heuler Cruvinel,PSD,GO,1,0,0,0,1,1,1,1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,-1,0,0,0,-1,-1,1,1,-1,1,-1,1,0,0,0,0,-1,0,1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,0,-1,-1,0
Diego Andrade,PSD,MG,0,1,-1,1,0,1,0,1,-1,1,0,1,0,1,-1,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,-1,1,-1,0,0,0,1,1,-1,1,-1,-1,0,-1,-1,0,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,1,1,1,1,1,-1,0,0,0,1,-1,0,-1
