nome,partido,uf,REQ 3970/2016,PLP 163/2015,REQ 4881/2016,REQ 5022/2016,MSC 471/2016,PL 6568/2016,REQ 5679/2016,REQ 5829/2017,MPV 747/2016,MPV 747/2016,REQ 5468/2016,REQ 6026/2017,REQ 6074/2017,PEC 209/2012,PEC 395/2014,PL 4302/1998,PL 4302/1998,PL 4302/1998,PL 4302/1998,REQ 6053/2017,MPV 751/2016,PEC 395/2014,PL 5587/2016,PL 5587/2016,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6281/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,REQ 6292/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,PL 6787/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,MPV 752/2016,PEC 304/2017,PEC 304/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,PLP 343/2017,MPV 757/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 756/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,MPV 758/2016,REQ 6015/2017,MPV 755/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,MPV 763/2016,PLP 54/2015,MPV 765/2016,MPV 767/2017,PLP 54/2015,PLP 54/2015,PEC 304/2017,REQ 6150/2017,PEC 199/2016,REQ 6711/2017,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 759/2016,MPV 770/2017,MPV 770/2017,MPV 770/2017
Nelson Marquezelli,PTB,SP,1,1,1,-1,0,1,1,1,1,0,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,0,-1,1,-1,-1,1,-1,1,-1,0,-1
Rubens Bueno,PPS,PR,1,1,-1,1,1,1,1,0,1,1,-1,1,1,1,0,-1,-1,0,1,0,0,0,-1,0,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,0,1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Edinho Bez,PMDB,SC,1,1,-1,1,0,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raimundo Gomes de Matos,PSDB,CE,1,1,-1,1,0,1,0,0,-1,1,1,1,1,1,0,0,0,0,0,1,-1,1,0,-1,-1,0,-1,1,-1,0,0,-1,0,1,-1,1,0,0,0,0,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,0,0,0,-1,1,1,1,-1,0,-1,-1,-1,-1,0,0,1,-1,0,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,0
Silvio Torres,PSDB,SP,1,1,1,1,1,0,1,1,-1,1,1,1,1,1,0,-1,-1,0,1,0,-1,1,-1,-1,-1,0,-1,1,0,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,-1,0,-1,-1,1,1,1,0,-1,-1,0,0,0,0,1,0,-1,-1,0,-1,-1,0,0,1,1,1,0,1,1,0,-1,0,0,0,-1,-1,-1
Wolney Queiroz,PDT,PE,0,1,0,0,-1,-1,0,-1,1,-1,0,0,1,1,-1,0,0,0,-1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,0,-1,0,-1,1,1,0,0,1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,0,1,1,-1,0,-1,-1,0,1,1,0,1,-1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Nelson Meurer,PP,PR,1,1,-1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Julio Lopes,PP,RJ,1,1,0,0,1,1,1,1,-1,1,1,1,1,1,0,-1,0,-1,1,1,-1,1,-1,-1,0,-1,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,1,1,1,1,1,0,-1,-1,1,0,0,-1,-1,0
Simão Sessim,PP,RJ,1,1,-1,0,1,1,1,1,0,0,1,1,1,1,0,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,0,0,0,0,0,0,0,1,0,0,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,0,0,-1,-1,1,-1,1,-1,-1,-1
Roberto Balestra,PP,GO,1,1,0,0,1,-1,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,-1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,0,0,-1,1,0,1,1,1,0,0,0,-1,-1,-1,1,1,1,0,1,-1,-1,0,-1,0,-1,1,1,-1,0,0,1,0,-1,0,0,-1,0,1,1,1,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,1,0,1,0,0,-1
Dilceu Sperafico,PP,PR,1,1,-1,1,1,1,1,1,-1,1,1,0,0,1,0,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,1,1,0,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,-1
Luis Carlos Heinze,PP,RS,1,1,-1,1,1,-1,1,0,-1,1,0,1,0,1,1,-1,0,-1,1,1,-1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,0,0,1,-1,-1,0,-1,-1,0,1,1,0,1,-1,1,0,1,-1,0,-1,-1,1,1,1,1,-1,0,1,1,1,-1,1,-1,-1,-1,0,-1,0,0,-1,0,1,1,0,1,1,-1,-1,1,0,1,-1,0,-1
Jovair Arantes,PTB,GO,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,1,0,1,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,-1,0,0,-1,1,1,1,1,1,1,0,-1,1,0,0,-1,0,-1
Elcione Barbalho,PMDB,PA,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,1,1,-1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,0,0,1,1,-1,1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,-1,-1,0,0,-1,1,1,1,0,0,0,-1,-1,1,-1,1,-1,0,-1
Paes Landim,PTB,PI,0,1,0,1,1,1,0,1,-1,0,1,1,1,1,0,-1,0,0,1,1,-1,1,-1,-1,0,-1,-1,1,0,0,0,0,0,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,0,-1,1,1,0,1,0,1,-1,1,-1,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1,0,-1,0,-1,0,0,0,-1,1,1,1,0,1,0,-1,-1,1,-1,1,-1,-1,0
André Figueiredo,PDT,CE,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,1,1,-1,1,-1,-1,0,1,-1,1,-1,1,-1,0,1,1,-1,0,-1,-1,0,0,1,0,1,-1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Marco Maia,PT,RS,1,0,0,0,0,1,1,0,1,-1,1,1,0,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0
Valdir Colatto,PMDB,SC,1,1,-1,1,1,1,0,0,-1,1,1,1,0,1,0,-1,-1,-1,1,1,1,1,1,1,-1,0,-1,1,0,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,0,-1,1,1,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1
Júlio Delgado,PSB,MG,0,1,-1,1,-1,-1,1,-1,1,1,0,1,1,1,0,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,0,0,0,1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,0,0,1,-1,1,1,0,0,1,1,-1,1,-1,1,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,-1,1,1,1,-1,1,1,-1,0,0,0,0,0,0,0
Maria Helena,PSB,RR,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,0,-1,-1,0,1,1,1,1,0,0,0,0,0,0,-1,0,0,-1,1,1,1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,0,-1,1,-1,1,0,-1,-1,-1,0,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,1,0,1,1,1,0,-1,1,-1,1,-1,-1,-1
Ivan Valente,PSOL,SP,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0
Afonso Hamm,PP,RS,0,1,-1,0,1,1,0,1,-1,1,0,1,1,1,0,-1,0,1,-1,0,-1,1,1,-1,-1,-1,-1,0,-1,0,1,1,1,-1,-1,0,0,-1,-1,1,-1,1,-1,0,0,1,-1,1,-1,0,1,-1,-1,0,-1,-1,0,1,1,-1,-1,0,0,0,1,-1,1,-1,-1,0,0,1,0,-1,-1,0,1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,1,0,0,-1
Chico Alencar,PSOL,RJ,-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,1,0,0,0,0,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0
José Otávio Germano,PP,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
José Carlos Araújo,PR,BA,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,0,-1,0,-1,1,0,-1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,0,0,0,0,0,-1,-1,1,1,-1,1,0,1,-1,0,-1,1,0,-1,0,1,1,0,0,-1,0,0,0,0,1,-1,-1,-1,0,-1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,1,0,0,0
Gorete Pereira,PR,CE,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,1,0,-1,-1,1,0,-1,-1,1,0,0,0,0,0,1,-1,0,0,1,1,1,0,0,0,0,-1,-1,1,1,1,-1,1,0,-1,0,0,-1,0,1,1,-1,1,0,1,0,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,-1,-1,-1,0,0,-1,1,1,1,0,0,0,-1,-1,1,-1,1,-1,0,-1
Wellington Roberto,PR,PB,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,-1,0,0,0,1,0,-1,1,1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,1,0,-1,1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,1,-1,0,0,1,-1,1,-1,-1,0,1,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,1,1,0,0,1,1,-1,-1,0,-1,1,-1,0,0
Giacobo,PR,PR,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,1,0,1,-1,1,0,-1,0,1,0,1,-1,0,0,0,0,0,-1,-1,0,0,0,1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Flaviano Melo,PMDB,AC,1,0,-1,0,1,1,0,1,-1,0,1,1,1,1,0,-1,-1,0,1,0,-1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,0,-1,1,-1,-1,0,0,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,-1,1,-1,-1,-1
Sabino Castelo Branco,PTB,AM,0,1,0,0,0,0,0,0,0,1,0,1,0,1,-1,-1,-1,0,1,1,1,1,0,1,-1,1,0,1,-1,0,1,-1,1,1,-1,0,0,1,1,-1,0,-1,1,0,1,1,-1,-1,0,-1,-1,-1,1,0,0,-1,0,1,0,0,0,0,0,0,1,-1,1,-1,-1,1,0,1,0,0,0,0,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,0,-1
João Carlos Bacelar,PR,BA,0,0,0,0,0,1,1,0,-1,1,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,1,-1,1,-1,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,1,1,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,1,-1,0,1,0,0,0,0,0
Roberto Britto,PP,BA,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,-1,0,-1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,0,1,0,1,-1,1,-1,0,1,1,1,1,-1,-1,1,1,1,-1,1,-1,-1,0,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1
Chico Lopes,PCdoB,CE,1,1,-1,0,-1,-1,1,-1,1,-1,1,-1,-1,0,0,0,0,0,-1,0,1,-1,0,1,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,1,-1,1,1,0,0,0,1,0,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
José Airton Cirilo,PT,CE,0,1,-1,1,-1,1,0,-1,1,1,0,1,0,1,0,0,0,1,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,0,-1,1,-1,-1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0
José Guimarães,PT,CE,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Lelo Coimbra,PMDB,ES,0,1,-1,1,1,1,0,1,0,1,0,1,1,1,0,-1,-1,-1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,0,1,0,0,1,0,1,0,1,1,1,1,-1,1,-1,0,-1,1,1,1,1,1,-1,-1,0,0,-1,-1,1,1,0,1,-1,1,-1,0,-1,1,0,0,0,0,1,0,-1,0,0,1,1,-1,1,-1,-1,-1,0,-1,0,1,0,1,1,1,0,1,0,-1,-1,1,-1,1,-1,-1,0
Julião Amin,PDT,MA,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-1,0,0,0,-1,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waldir Maranhão,PP,MA,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,1,-1,-1,-1,0,-1,-1,1,1,-1,0,-1,1,-1,0,0,-1,1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,0,-1,1,0,0,-1,1,-1,1,0,0,0,0,0,1,-1,1,0,1,0,1,-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,-1,0,0
Aelton Freitas,PR,MG,1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,1,1,1,-1,1,0,-1,-1,1,1,0,-1,1,-1,0,0,-1,0,-1,1,1,-1,1,-1,0,0,0,-1,0,0,-1,1,1,1,1,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,0,-1,1,-1,-1,-1
Jô Moraes,PCdoB,MG,1,1,-1,1,-1,-1,1,-1,1,-1,1,0,-1,1,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,1,0,-1,0,-1,1,-1,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Bilac Pinto,PR,MG,1,1,-1,1,1,1,1,1,-1,1,0,0,1,1,0,-1,-1,0,1,1,1,1,-1,-1,0,-1,-1,1,-1,0,0,0,0,1,-1,1,0,1,1,1,1,-1,0,0,-1,-1,1,1,1,-1,1,-1,-1,0,0,-1,-1,1,1,0,1,-1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,0,0,1,1,1,0,1,1,-1,-1,1,0,0,-1,-1,-1
Paulo Abi-Ackel,PSDB,MG,0,1,0,0,1,1,1,0,-1,0,1,1,1,0,0,-1,-1,0,1,1,-1,1,0,-1,0,-1,0,0,0,0,0,-1,0,1,-1,1,0,1,1,1,0,-1,1,0,-1,0,1,1,0,-1,1,-1,-1,0,-1,0,0,0,0,-1,1,-1,1,-1,0,0,1,0,0,1,0,1,0,0,-1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,0,0,0,-1,-1,0,-1,1,0,-1,-1
Rodrigo de Castro,PSDB,MG,1,1,1,0,1,1,0,1,-1,0,1,1,1,1,0,-1,0,-1,1,0,-1,1,0,0,-1,-1,-1,0,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,0,0,1,1,0,-1,1,-1,-1,0,0,-1,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,0,0,1,-1,-1,1,1,1,-1,1,0,0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,-1,1,0,1,-1,-1,-1
Dagoberto,PDT,MS,1,1,0,0,-1,0,1,1,0,0,1,1,1,1,-1,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,-1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
Valtenir Pereira,PSB,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,0,-1,-1,-1
Beto Faro,PT,PA,1,1,-1,1,-1,1,1,-1,0,0,1,1,1,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,1,0,0,-1,1,-1,-1,-1,1,0,-1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,1,-1,0,0,0,0,0,0,0,0
Lúcio Vale,PR,PA,0,1,-1,0,1,1,1,1,-1,0,0,1,0,0,0,-1,-1,0,1,1,-1,-1,1,1,-1,-1,-1,1,-1,0,0,-1,1,1,0,0,0,1,1,1,-1,-1,1,0,-1,0,1,1,0,-1,1,0,0,0,0,0,0,1,1,-1,0,-1,1,-1,0,-1,1,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,-1,1,1,1,1,1,1,-1,-1,1,-1,1,0,-1,0
Bruno Araújo,PSDB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo da Fonte,PP,PE,0,1,0,0,1,1,0,0,-1,1,1,1,0,1,0,-1,-1,-1,1,0,-1,1,0,0,-1,0,-1,0,-1,0,1,-1,0,1,0,1,0,1,0,1,1,-1,1,-1,0,-1,-1,0,1,-1,1,-1,1,0,0,-1,0,1,1,-1,1,0,0,0,1,-1,1,-1,0,1,1,1,0,0,-1,1,1,1,-1,0,-1,0,-1,-1,-1,0,0,-1,1,1,1,1,1,1,-1,-1,1,0,0,-1,0,-1
Fernando Coelho Filho,PSB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Rocha Loures,PMDB,PR,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,1,-1,0,1,0,1,1,0,1,0,1,1,1,1,-1,1,0,0,-1,1,1,0,-1,1,-1,-1,0,-1,-1,-1,1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otavio Leite,PSDB,RJ,1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,-1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,0,0,-1,-1,1,1,-1,1,-1,1,-1,1,0,0,-1,-1,1,0,0,1,0,0,1,1,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,-1,-1,0
Pepe Vargas,PT,RS,1,1,0,1,-1,-1,-1,0,1,-1,-1,1,0,1,0,0,0,0,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,1,-1,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,0,-1,-1,0,1,1,-1,0,0,0,0,0,0,0,0
