nome,partido,uf,PDC 141/1991,PDC 256/1993,PDC 44/1984,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PEC 48/1991,PL 1258/1988,PL 149/1991,PL 1491/1991,PL 1491/1991,PL 1491/1991,PL 1909/1991,PL 2801/1992,PL 3387/1992,PL 3497/1993,PL 3519/1993,PL 3610/1993,PL 3610/1993,PL 3716/1993,PL 3716/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3831/1993,PL 3984/1993,PL 4176/1993,PL 4176/1993,PL 4233/1993,PL 4233/1993,PL 4562/1989,PL 4621/1990,PL 73/1991,PL 8/1991,PL 824/1991,PL 824/1991,PL 965/1991
Ricardo Correa,PL,MT,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,-1,0
Edinho Ferramenta,PT,MG,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Iberê Ferreira,PFL,RN,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,-1,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,-1,0,-1,0
Pedro Corrêa,PFL,PE,0,1,0,1,1,-1,-1,-1,0,-1,-1,-1,1,0,0,1,-1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,1,-1,1
José Jorge,PFL,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,-1,0,1,0,0,0,-1,0
Ibrahim Abi-Ackel,PPR,MG,0,1,1,-1,-1,-1,-1,-1,0,0,0,0,1,1,-1,-1,1,-1,0,-1,0,0,1,1,0,-1,1,1,-1,-1,1,1,0,0,0,0,0,1,-1,-1,1,0,0,-1,-1,0,-1,-1,1,-1,1
Marcia Cibilis Viana,PDT,RJ,0,0,1,1,1,1,0,0,0,0,0,1,0,-1,1,1,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,1,0,1,-1,0,0,1,0,1,-1,0,1,1,0,-1,0,0,-1,1,0,1,1
Ary Kara,PMDB,SP,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,1,1,1,0,1,-1,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0
Francisco Dornelles,PPR,RJ,0,0,0,1,1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,-1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,-1,-1,-1,1,0,1,1,1,-1,0,0,0,-1,0,-1,0
Roberto Campos,PPR,RJ,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,1,-1,-1,0,0,1,0,0,-1,-1,-1,-1,0,1,1,0,1,0,-1,-1,-1,1,0,1
Telmo Kirst,PPR,RS,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,1,1,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,1,1,0,0,-1,0,-1,-1,0,0,1
Costa Ferreira,PP,MA,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,-1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,1,0,1,1,0,1
Jayme Santana,PSDB,MA,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,0,0,-1,0,1,1,-1,1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,-1,1,1,0,1
Zila Bezerra,PMDB,AC,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,1,-1,1,1,-1,1
Pauderney Avelino,PPR,AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,1,1,-1,0,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,-1,0,-1,0,-1,1
Sergio Naya,PP,MG,0,0,0,1,1,-1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0
Fátima Pelaes,PFL,AP,0,1,-1,1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,1,0,1,1,0,0,1,-1,0,1,0,1,0,0,1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,1,0,1
Mario Chermont,PP,PA,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,0,0,0,1,1,1,0,0,0,-1,1,1,1,0,0,0,0,-1,-1,0,0,1,1,0,-1,0,1,-1,-1,1,0,1
Ricardo Moraes,PSB,AM,0,1,1,1,1,1,-1,-1,-1,0,0,1,-1,1,1,1,1,0,1,-1,0,1,-1,-1,0,0,0,-1,-1,1,1,1,-1,0,0,1,1,-1,1,0,1,0,1,-1,0,1,-1,1,0,1,0
João Maia,PP,AC,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,-1,0,1,1,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,1,-1,1,1,0,0
Paulo Mourão,PPR,TO,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,-1,0
Cid Carvalho,PMDB,MA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0
João Rodolfo,PPR,MA,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,-1,0,1,-1,-1,1,0,-1
Ricardo Murad,PSD,MA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Roseana Sarney,PFL,MA,0,1,-1,1,1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,1,0,1
Aécio de Borba,PPR,CE,0,1,0,-1,-1,-1,1,0,0,-1,-1,-1,1,0,0,-1,-1,-1,1,0,1,1,1,0,-1,0,0,0,0,0,1,1,0,0,0,-1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,-1,1,0,1
B. Sá,PP,PI,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,0,0,1,1,0,0,1,-1,1,0,1,0,0,0,-1,-1,-1,1,0,1,1,0,-1,0,1,-1,-1,0,-1,1
Paulo Silva,PSDB,PI,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,-1,1,-1,1,1,1,-1,0,0,1,-1,-1,1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Fernando Freire,PPR,RN,0,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,0,-1,-1,-1,0,1,1,1,0,0,1,-1,0,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,1,0,0
José Maranhão,PMDB,PB,0,1,0,1,1,-1,0,0,0,0,0,1,0,0,1,1,-1,0,1,1,-1,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Alvaro Ribeiro,PSB,PE,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,-1,1,0,0,0,-1,0,0,0,-1,1,0,1,1,1,1,1,-1,-1,1,0,0,-1,0,-1,-1,1,-1,1,-1,1,1
Gustavo Krause,PFL,PE,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0
Maurilio Ferreira Lima,PSDB,PE,0,1,-1,1,1,-1,1,-1,-1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,1,1,0,1,1,1,0
Cleto Falcão,PSD,AL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
José Teles,PPR,SE,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,-1,-1,1,1,-1,0,0,0,0,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1
Waldir Pires,PSDB,BA,0,1,1,1,0,-1,-1,-1,-1,0,0,1,-1,-1,0,1,0,-1,-1,-1,-1,1,0,1,1,0,0,-1,0,1,1,0,1,0,0,-1,-1,-1,-1,1,0,1,0,-1,0,0,0,1,0,1,1
Jairo Azi,PSD,BA,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,-1,-1,0,0,1,-1,0
João Carlos Bacelar,PSC,BA,0,1,0,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,1,-1,-1,0,-1,0
José Aldo,PTB,MG,0,1,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,-1,0,1,1,0,1,-1,-1,0,-1,0,1,0
Raul Belém,PP,MG,0,1,0,1,1,-1,-1,-1,0,0,-1,1,1,0,0,0,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0
Wagner do Nascimento,PP,MG,0,1,0,1,1,-1,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,1,1,1,1,0,1,0,0,-1,0,-1,1,-1,1,1,0,0,0,0,0,-1,0,1,1,1,-1,-1,0,0,-1,1,0,1
João Mendes,PTB,RJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,1,0,0,-1,0,0,0,0,0,0
Delfim Netto,PPR,SP,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Cunha Bueno,PPR,SP,0,1,1,1,1,-1,0,-1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,1
José Cicote,PT,SP,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,1,1,1,-1,0,1,0,0,-1,1,0,-1,-1,1,-1,0,1,-1,1,-1,1,0
Marcelino Romano Machado,PPR,SP,0,1,1,-1,-1,-1,0,0,0,-1,0,-1,0,1,-1,-1,-1,0,1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,1,-1,1
Benedito Domingos,PP,DF,0,1,0,1,1,0,-1,-1,-1,0,0,0,1,0,1,1,-1,-1,0,1,1,0,1,1,-1,-1,0,1,0,1,1,1,-1,1,1,0,0,-1,1,0,1,1,1,-1,0,0,0,-1,0,0,1
Jofran Frejat,PP,DF,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,0,0,0,-1,-1,1,1,0,0,0,-1,1,0,0,0,1,1,1,-1,0,0,-1,-1,1,1,1
Maria Valadão,PPR,GO,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0
Mauro Borges,PP,GO,0,-1,-1,1,1,-1,0,-1,0,-1,-1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,-1,1,1,1,0,0,1,0,0,-1,1,0,1,1,1,-1,0,1,-1,1,1,0,1
Roberto Balestra,PPR,GO,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,1,1,1,0,0,0,0,-1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,0,-1,1,1,1,0,0,0,0,-1,0,-1,0
Flávio Derzi,PP,MS,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1,0,1,1,0,0,-1,1,0,0,0,-1,-1,0,1,-1,1,1,0,0,-1,0,-1,1,1,0,-1,0,1,0,-1,1,0,0
Angela Amin,PPR,SC,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,0,0,-1,1,-1,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1
Cesar Souza,PFL,SC,0,1,1,1,1,-1,-1,-1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,-1,-1,0,1,-1,0,1,1,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,1
Vasco Furlan,PPR,SC,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,1,-1,0
Carlos Azambuja,PPR,RS,0,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,0,1,1,1,0,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,1,1,0,0,-1,0,0,-1,1,-1,1
Fernando Carrion,PPR,RS,0,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,0,1,1,0,-1,0,1,-1,-1,-1,1,-1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,-1,-1,0,0,1
Victor Faccioni,PPR,RS,0,1,0,-1,-1,-1,0,-1,0,-1,0,-1,1,1,-1,-1,-1,0,1,1,1,1,1,0,0,0,-1,1,-1,-1,-1,1,-1,0,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1
Roberto Rollemberg,PMDB,SP,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,0,-1,1,0,1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,0,-1,1,0,-1,0
Camilo Machado,PTB,MG,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Annibal Teixeira,PP,MG,0,0,-1,1,1,0,-1,-1,-1,-1,0,-1,1,0,0,1,0,0,-1,0,0,0,0,1,0,1,1,1,1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,-1,-1,1,1,1
Tourinho Dantas,PFL,BA,0,1,0,-1,-1,-1,1,-1,-1,0,0,0,1,1,-1,-1,-1,0,-1,1,1,0,1,1,1,-1,1,1,-1,-1,0,0,-1,0,0,-1,0,-1,-1,0,1,1,-1,1,0,-1,-1,-1,1,-1,0
Paulo Cesar de Oliveira Lima,PSC,SP,0,1,-1,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,1,-1,-1,1,1,1,0,0,0,0,1,0,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1
Sérgio Ferrara,PDT,MG,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,0,0,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,1,1,0,-1,0,0,0,1,1,-1,1
Lezio Sathler,PSDB,ES,0,1,0,-1,-1,-1,-1,-1,0,0,-1,1,0,0,1,-1,1,-1,-1,0,0,0,0,1,-1,0,0,1,-1,1,0,1,1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,-1,0,-1,0
Adilson Maluf,PMDB,SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,0,0,1,1,0,1,0,0,-1,1,0,1,1,0,1,-1,0,0,0,0,1,0
Cesar Cals Neto,PSD,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0
Aroldo Góes,PDT,AP,0,0,0,1,0,-1,-1,-1,0,-1,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1,0,1,0
Daniel Silva,PFL,MA,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,1,-1,1,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1
Luiz Pontes,PSDB,CE,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,0,1,1,1,0,1,0,-1,0,1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,0,0,0,-1,0,-1,1,0,1,1,0,1
Orlando Bezerra,PFL,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
Vicente Fialho,PFL,CE,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,0,-1,1,-1,1,1,0,1,0,1,-1,-1,-1,-1,-1,0,1,0,-1,0,-1,-1,1,1,-1,0
Antônio Holanda,PSC,AL,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,0,0,0,0,0,1,0,-1,-1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitório Malta,PPR,AL,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,1,1,0,0,1,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0
Pedro Valadares,PP,SE,0,0,1,1,1,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,-1,-1,-1,1,0,0,1,-1,0,-1,0,-1,1,1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,1,0,0,1
João Alves,PFL,BA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Mellão Neto,PL,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0
Manoel Moreira,PMDB,SP,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,1,0,0
Mauro Miranda,PMDB,GO,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,0,-1,-1,1,1,0,1,0,-1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,0,-1,1
Nelson Morro,PFL,SC,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1,1,1,0,1,1,0,1,0,-1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,-1,1
Edésio Frias,PDT,RJ,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,-1,0,-1,0,0,1,0,1,-1,0,0,1,0,1,-1,0,0,0,0,-1,0,-1,0,1,0,0,1
Luiz Girão,PDT,CE,0,0,0,1,1,-1,-1,-1,-1,0,0,1,1,-1,1,1,1,-1,1,0,1,0,-1,1,0,0,1,0,0,1,0,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,0
Gilson Machado,PFL,PE,0,0,0,-1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,0,0,0,0
Zé Gomes da Rocha,PRN,GO,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,1,1,1,0,1,0,-1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,1,0,1
Luiz Soyer,PMDB,GO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,1,-1,1,0,-1,0,-1,0,0,0,0,-1,0,1,0,0,1,-1,0
Júlio Cabral,PP,RR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,0
Merval Pimenta,PMDB,TO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0
Ernani Viana,PP,CE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,0,-1,0,-1,-1,0,1,-1,1,-1,1,-1,1,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,1,0,0
Etevaldo Nogueira,PFL,CE,0,0,0,1,1,-1,-1,0,0,0,-1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,-1,-1,0,1,0,0,-1,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,-1,1
Francisco Evangelista,PPR,PB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
Ivan Burity,PFL,PB,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,-1,1,1,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,1,0,0,-1,0,1,0,0
Luiz Viana Neto,PFL,BA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,1,-1,1,1,0,-1,1,0,1,0,0,0,0,-1,-1,0,1,1,0,0,0,1,0,-1,1,-1,0
Mário de Oliveira,PP,MG,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,-1,1,0,1,-1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,-1,0,1,0,1
José Carlos Coutinho,PDT,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,-1,0,1,1,0,1,-1,0,1,1,0,0,0,0,0,0,0,1,0
Wanda Reis,PSD,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Fábio Meirelles,PPR,SP,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,-1,-1,1,1,1,0,1,0,0,0,0,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,1,0,0
Mendes Botelho,PP,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,-1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,0,1,0
José Augusto Curvo,PMDB,MT,0,0,-1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
Aldo Pinto,PDT,RS,0,0,0,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,1,0,-1,-1,1,0,-1,-1,-1,0,-1,0,-1,1,1,1,-1,0,1,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,1,1
Celso Bernardi,PPR,RS,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,0,0,1,0,-1,-1,-1,-1,-1,0,-1,1
Carrion Júnior,PDT,RS,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0
Hermínio Calvinho,PMDB,PA,0,0,1,1,1,1,-1,-1,-1,0,-1,0,0,-1,1,1,-1,0,1,-1,1,0,1,1,0,0,0,1,-1,1,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,0,-1,-1
Carlos Camurca,PP,RO,0,0,-1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,-1,1,1,1,1,0,0,1,0,1,1,-1,1,0,1,-1,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
Célia Mendes,PPR,AC,0,0,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,0,0,-1,-1,1,1,0,1,0,0,-1,0,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,1,-1,1
