nome,partido,uf,MSC 910/1997,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 33/1995,PEC 472/1997,PEC 472/1997,PEC 526/1997,PL 1164/1991,PL 200/1995,PL 3066/1997,PL 3283/1997,PL 3901/1997,PL 4011/1997,PL 4046/1997,PL 4053/1998,PL 4071/1998,PL 4071/1998,PL 4071/1998,PL 4300/1998,PL 4598/1998,PL 4598/1998,PL 4605/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4606/1998,PL 4769/1998,PL 518/1995,PLP 216/1998,PLP 216/1998,PLP 216/1998,PLP 216/1998
Marinha Raupp,PSDB,RO,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,-1,1,0,0,0,0,0,-1,1,1,1,-1,0,1,-1,1,1,1
Zila Bezerra,PFL,AC,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,1,0,0,1,0,0,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Ubiratan Aguiar,PSDB,CE,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,0,1,1,0,1,1,0,1,0,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1
Iberê Ferreira,PPB,RN,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,0,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,1,1,0,1,0,0,0,0,0
Armando Abílio,PMDB,PB,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Antônio Geraldo,PFL,PE,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,0,-1,0,1,-1,0,1,1
José Múcio Monteiro,PFL,PE,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,0,0,0,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,0,1,-1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-1,1,1,0,-1,1,1,0,0,0,0
Sergio Guerra,PSB,PE,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1,1,0,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,0,0,-1,-1,0,0,1,0,0,0,0,0
José Thomaz Nonô,PSDB,AL,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,1,0,0,1,1,1,0,-1,1,-1,0,0,0,0,-1,1,1,0,0,1,0,-1,1,0,1
Marcelo Déda,PT,SE,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,0,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,0,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,0,1,-1,0,0,0,1,1,1,-1,0,-1
Coriolano Sales,PDT,BA,0,-1,-1,0,-1,0,0,0,-1,0,0,0,1,1,0,1,-1,0,0,-1,1,1,1,0,0,0,0,-1,0,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,1,0,-1,0,1,1,1,0,0,1,1,1,-1,-1,1,0,-1,1,1,0,1,-1,0,0,0,1,1,-1,1,1,1
Leur Lomanto,PFL,BA,1,1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,-1,0,0,1,-1,0,-1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Manoel Castro,PFL,BA,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,-1,0,0,1,1,1,1,0,-1,1,0,1,0,0,0,-1,1,1,1,-1,0,1,-1,1,1,1
Roland Lavigne,PFL,BA,0,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0,0,1,1,0,0,0,-1,1,-1,0,-1,1,-1,-1,-1,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,-1,0,1,-1,1,1,1
Ademir Lucas,PSDB,MG,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,0,0,1,1,1,0,-1,1,-1,0,0,0,0,-1,0,1,0,-1,1,1,-1,1,1,1
João Fassarella,PT,MG,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,0,-1,1,0,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Roberto Brant,PSDB,MG,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,0,0,1,1,1,1,0,0,1,-1,1,0,0,-1,-1,1,1,1,0,1,0,-1,1,1,1
José Carlos Coutinho,PFL,RJ,0,1,-1,1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,1,1,0,0,0,0
Arnaldo Faria de Sá,PPB,SP,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,0,-1,1,1,1,-1,1,1,1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,1,1,-1,-1,1,1,-1,-1,-1
Ary Kara,PPB,SP,1,1,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,-1,1,1,0,0,1,1,-1,1,0,0
Fernando Zuppo,PDT,SP,-1,-1,-1,-1,-1,1,1,0,1,1,0,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,0,-1,0,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,1,-1,0,0,1,1,-1,-1,1,-1,0,-1,1,1,0,1,-1,0,-1,0,1,0,1,1,-1,-1
José Machado,PT,SP,-1,0,0,0,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,0,1,-1,0,0,1,1,0,0,0,-1,-1,0,1,1,1,-1,-1,-1
Ricardo Izar,PPB,SP,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,0,-1,0,0,0,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,0,1,0,1,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,0,0,1,1,-1,1,1,1
Affonso Camargo,PFL,PR,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,1
Flávio Arns,PSDB,PR,1,1,-1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Max Rosenmann,PSDB,PR,0,1,-1,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,-1,-1,-1,1,-1,0,-1,1,0,1,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,1,1,-1,1,0,1
Luiz Mainardi,PT,RS,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,1,0,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,0,1,0,0,0,1,0,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Luiz Dantas,PSD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayrton Xerêz,PSDB,RJ,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,1,0,1,1,0,0,0,-1,1,0,1,0,0,0,-1,1,1,1,0,1,0,0,0,0,0
Chico da Princesa,PTB,PR,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,0,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,0,1,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,0,0,1,0,-1,1,1,1
José Lourenço,PFL,BA,1,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,-1,0,-1,1,0,1,0,1,1,0,0,0,-1,1,0,0,0,-1,1,1,0,-1,1,1,-1,1,1,0
Marcus Vicente,PSDB,ES,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,0,0,0,0,0,0,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,0,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,0,0,1,1,0,0,0,0,0,0,1,0,0,-1,-1,1,0,0,-1,0,1,-1,1,1,1
Ricardo Rique,PMDB,PB,0,1,-1,1,1,0,0,-1,-1,-1,-1,-1,1,1,-1,0,0,0,-1,1,-1,-1,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,0,1,1,1,1,0,0,1,0,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,0,-1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,-1,1,1,1,0,1,0,-1,1,1,1
Valdeci Oliveira,PT,RS,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,0,1,-1,0,-1,1,1,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1
José Carlos Vieira,PFL,SC,0,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,-1,1,1,1,0,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,0,0,0,-1,0,1,-1,1,1,1
Alcione Athayde,PPB,RJ,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,1,1,0,0,-1,1,0,0,0,0,0,-1,1,1,0,-1,1,0,-1,1,1,1
Valdomiro Meger,PFL,PR,1,1,-1,1,1,0,0,-1,0,-1,-1,0,1,-1,-1,-1,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,0,0,0,0,1,-1,1,-1,0,0,1,1,0,1,1,-1,0,-1,1,0,0,-1,0,1,1,1,0,0,1,-1,1,0,0
Ivandro Cunha Lima,PMDB,PB,1,1,-1,1,1,1,1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,0,0,0,-1,1,0,-1,0,1,-1,1,0,0,0,0,0,0,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,0,1,1,0,-1,0,1,1,0,0,0,-1,0,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
José Luiz Clerot,PMDB,PB,1,1,-1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1,-1,1,-1,1,1,1,1,1,1,-1,0,1,0,-1,0,1,1,1,1,0,-1,1,-1,1,0,1,0,-1,1,0,1,0,1,1,-1,1,1,-1
Humberto Costa,PT,PE,-1,-1,-1,-1,-1,-1,1,0,1,0,1,1,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,0,1,1,-1,1,0,1,-1,-1,-1,1,-1,0,-1,1,1,0,1,0,-1,-1,0,1,0,1,-1,0,0
João Colaço,PSB,PE,0,1,-1,1,1,-1,1,0,1,1,0,0,-1,0,0,0,0,0,1,-1,0,1,0,-1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,0,0,0,-1,-1,0,-1,1,0,-1,0,1,1,-1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0
Gilvan Freire,PSB,PB,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,-1,1,1,-1,1,0,1,-1,1,1,1,-1,1,1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,1,-1,0,0,0,0,-1,1,1,0,1,-1,-1,-1,0,1,0,1,-1,-1,-1
Roberto Fontes,PFL,PE,1,1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,1,-1,1,-1,1,0,1,1,0,1,1,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,0,1
Salatiel Carvalho,PPB,PE,1,1,-1,1,1,0,-1,-1,1,-1,-1,-1,0,0,-1,0,0,-1,-1,1,-1,-1,0,1,-1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-1,1,-1,-1,-1,0,-1,0,0,1,-1,1,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,-1,1,1,1,-1,0,0,-1,1,0,0
Vicente André Gomes,PSB,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,0,0,0,0,1,1,0,0,0,1,0,-1,0,-1,-1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,-1
Wilson Campos,PSDB,PE,1,1,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,0,0,-1,1,0,1,0,0,0,-1,0,1,1,-1,1,1,-1,1,1,1
Albérico Cordeiro,PTB,AL,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,1,-1,0,-1,-1,-1,0,0,1,-1,0,0,-1,-1,1,-1,-1,0,1,-1,1,0,0,-1,0,1,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,-1,1,0,0,-1,1,1,-1,0,1,0
Augusto Farias,PFL,AL,0,1,-1,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,0,1,0,-1,1,-1,1,0,1,1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,1,1,1,1,1,1,1,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,1,-1,0,0,-1,1,1,1
Benedito de Lira,PFL,AL,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,1,-1,0,0,0,1,-1,0,1,-1,1,-1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,0,0,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,-1,1,0,1,1,1,1,0,-1,1,0,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Fernando Torres,PSDB,AL,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,-1,1,-1,0,1,1,1,1,1,-1,1,0,-1,1,1,1,0,0,1,1,0,0,-1,0,1,0,-1,-1,-1,1,1,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,-1,1,0,0
Álvaro Gaudêncio Neto,PFL,PB,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,1,0,0,-1,1,0,-1,0,0,1,-1,0,1,-1,1,0,0,1,1,1,1,1,-1,1,1,-1,1,1,0,0,0,1,1,0,0,-1,-1,1,-1,0,0,1,-1,-1,-1,1,0,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,0,0,0,-1,1,1,1,-1,1,1,-1,1,1,1
Wilson Cunha,PTB,SE,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,-1,0,0,0,0,-1,1,1,0,0,1,1,0,0,0,0
Alcides Modesto,PT,BA,-1,-1,-1,-1,0,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,-1,1,0,1,-1,0,0,0,-1,-1,-1,0,0,0,-1,1,1,0,1,-1,-1,-1,0,1,1,1,-1,-1,-1
Sérgio Barradas Carneiro,PDT,BA,-1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,0,0,1,1,-1,-1,1,-1,0,-1,1,1,0,1,0,-1,-1,1,1,1,1,1,-1,-1
Domingos Leonelli,PSB,BA,-1,-1,-1,-1,0,0,1,0,1,1,1,1,0,1,1,0,-1,0,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,0,1,1,-1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,0,1,-1,0,0,1,0,0,1,-1,-1,0,1,1,1,1,-1,-1,-1
Moacyr Andrade,PPB,AL,0,-1,-1,-1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,0,1,-1,1,0,0,0,1,1,1,1,-1,1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,0,1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,1,-1,-1,1,0,-1,1,1,1,1,1,1,1,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,0,0,-1,1,-1,-1
