nome,partido,uf,MPV 502/2010,MPV 502/2010,MPV 502/2010,MPV 503/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 511/2010,MPV 512/2010,MPV 512/2010,MPV 513/2010,MPV 514/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 517/2010,MPV 521/2010,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 527/2011,MPV 528/2011,MPV 528/2011,MPV 530/2011,MPV 530/2011,MPV 530/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 532/2011,MPV 533/2011,MPV 533/2011,MPV 539/2011,MPV 540/2011,MPV 541/2011,PDC 1351/2008,PDC 220/2011,PDC 220/2011,PDC 220/2011,PDC 2600/2010,PDC 2600/2010,PDC 2600/2010,PDC 47/2011,PEC 270/2008,PEC 445/2009,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 61/2011,PEC 98/2007,PEC 98/2007,PEC 98/2007,PEC 98/2007,PL 1209/2011,PL 1749/2011,PL 1876/1999,PL 1876/1999,PL 1876/1999,PL 382/2011,PL 382/2011,PL 382/2011,PL 3937/2004,PLP 306/2008,PLP 87/2011,REC 92/2011,REQ 1548/2011,REQ 2086/2011,REQ 2714/2011,REQ 343/2011,REQ 349/2011,REQ 7537/2010
Vilson Covatti,PP,RS,0,-1,-1,-1,0,-1,0,0,1,0,0,1,1,-1,0,1,-1,1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,-1,0,0,-1,0,0,1,1,-1,0,-1,1,1,0,0,0,0,-1,0,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,0,1,0,0,-1,1,1,1
Celso Maldaner,PMDB,SC,0,0,-1,-1,-1,-1,-1,0,0,1,1,1,1,-1,0,1,-1,1,0,-1,0,1,1,1,1,0,1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,0,1,-1,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,-1,-1,1,-1,-1,1,0,1,-1,-1,1,1,1
Décio Lima,PT,SC,0,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,0,-1,1,0,0,-1,0,-1,1,1,1,1,1,1,-1,0,0,-1,0,0,-1,1,1,0,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0,1,1,1,1,1,1,-1,1,1,0,-1,1,0,1,-1,0,0,0,-1,1,1,0,1,0,-1,0,0,1
Mauro Mariani,PMDB,SC,-1,-1,-1,-1,0,-1,-1,0,1,0,-1,-1,0,0,1,0,-1,1,0,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,0,1,1,1,1,1,1,0,0,0,1,0,1,-1,1,1,-1,-1,1,0,-1,0,0,0,-1,-1,1,0,1
Valadares Filho,PSB,SE,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,0,-1,-1,0,1,1,1,1,1,0,-1,1,1,1,1,0,0,1,-1,-1,-1,1,-1,0,1,-1,0,-1,-1,1,1,1
Duarte Nogueira,PSDB,SP,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,1,0,1,0,0,0,1,1,-1,-1,-1,0,0,0,1,0,-1,1,1,0,-1,0,0,0,0,1,1,0,1,1,1,-1,0,-1,-1,1,0,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,0,0,1,0,1,-1,0,-1,1,1,1,1,-1,1,-1,1,-1,1,1,0,0,1,1
Arnaldo Jardim,PPS,SP,0,0,0,-1,0,0,0,0,-1,-1,1,1,0,1,-1,-1,1,0,1,1,0,-1,-1,-1,0,0,1,1,1,-1,0,-1,0,0,0,1,1,1,0,0,0,0,-1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,-1,1,1,1,1,-1,0,-1,0,0,1,0,1,-1,-1,1
Cândido Vaccarezza,PT,SP,-1,-1,-1,0,-1,-1,-1,0,1,1,-1,0,1,-1,-1,0,-1,1,0,-1,-1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,0,1,-1,0,0,0,1,-1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,1,1,1,1,1,0,1,1,0,-1,0,0,1,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,1,1,1
Carlos Zarattini,PT,SP,-1,-1,-1,0,-1,-1,-1,1,1,1,1,0,1,-1,-1,1,-1,0,0,-1,-1,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,0,1,-1,1,1,-1,0,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1
Emanuel Fernandes,PSDB,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
Janete Rocha Pietá,PT,SP,-1,-1,-1,0,-1,-1,-1,1,1,1,1,-1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,0,1,1,0,-1,-1,-1,-1,0,0,1,1,1,1,0,-1,-1,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,0
Jilmar Tatto,PT,SP,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,1,-1,0,1,-1,1,0,-1,0,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,0,1,1,1,1,1,1,0,0,1,1,-1,1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,1
Abelardo Camarinha,PSB,SP,0,-1,0,0,-1,-1,-1,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,-1,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,1,1,0
Ricardo Tripoli,PSDB,SP,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,1,0,0,0,0,0,-1,-1,0,-1,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,1,1,-1,0,-1,0,-1,1,1,1,0,1,-1
Roberto Santiago,PV,SP,0,0,0,-1,0,0,0,0,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,-1,0,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,1,-1,1,-1,0,0,1,-1,1,1,-1,-1
Paulo Teixeira,PT,SP,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,-1,0,0,1,1,0,1,1,0,0,-1,-1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,0,0,0,0,0,-1,1,0,1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,0,1,1,0,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,-1,1,-1,1,1,0,1,0,-1,1,1,1
Dr. Ubiali,PSB,SP,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,-1,0,1,-1,1,-1,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,1,0,0,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1
Beto Mansur,PP,SP,0,-1,-1,0,0,0,0,0,1,0,1,0,1,-1,0,1,-1,1,-1,0,0,0,1,1,0,0,0,0,-1,0,-1,-1,0,0,1,1,1,1,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,-1,1,-1,1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,1,-1,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,0
Paulo Maluf,PP,SP,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,-1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,1,0,1,1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,1,0,0,-1,-1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,-1,1,0,0,0,1,0,0,0,0,-1,0,0
Vanderlei Macris,PSDB,SP,0,0,0,0,0,0,1,0,-1,0,1,1,-1,1,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,1,-1,0,-1,0,0,0,-1,1,0,1,0,-1,-1,1,1,1,1,-1,0,-1,1,-1,1,1,1,0,1,1
Laurez Moreira,PSB,TO,-1,0,-1,0,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,-1,1,1,1,0,1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,-1,-1,1,0,1,1,-1,1,-1,-1,1,1,1
Lázaro Botelho,PP,TO,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,-1,1,1,1
Maurício Quintella Lessa,PR,AL,0,-1,-1,0,-1,-1,-1,1,0,1,1,1,0,-1,-1,1,0,1,0,-1,-1,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,-1,0,0,1,1,1,-1,0,0,1,1,0,-1,-1,0,1,1,1,0,1,1,0,1,-1,1,0,0,0,1,-1,-1,-1,1,0,-1,1,1,0,-1,-1,0,0,1
Sandro Mabel,PR,GO,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-1,0,1,0,1,1,0,-1,0,-1,0,-1,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,1
Milton Monti,PR,SP,-1,-1,-1,0,0,-1,-1,1,0,0,0,0,1,-1,0,0,0,1,0,0,-1,1,1,1,0,1,1,0,-1,0,0,0,0,0,1,-1,-1,0,-1,-1,-1,-1,1,0,0,0,0,0,-1,1,0,0,0,-1,0,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,1,-1,1,-1,0,0,1,0,0,0,-1,-1,1,1,-1,1,1,0,0,0,1,1,1
Valdemar Costa Neto,PR,SP,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,-1,1,0,0,-1,0,1,1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,1,0,0,0,0,0,0
Gladson Cameli,PP,AC,0,0,0,-1,0,-1,-1,1,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,1,1,1,1,-1,-1,0,1,0,0,-1,1,1,-1,-1,1,0,0,1,0,1,0,0,0,0,1
Francisco Praciano,PT,AM,-1,-1,-1,-1,-1,0,-1,0,1,0,0,-1,1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,0,0,0,1,1,0,0,-1,0,1,0,0,1,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,0,1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,0,1,1,-1,1,0,1,1,1,1
Rebecca Garcia,PP,AM,0,-1,-1,-1,0,-1,-1,1,0,1,-1,-1,1,0,-1,1,-1,1,-1,-1,0,1,1,1,0,1,1,-1,0,-1,-1,-1,0,-1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,1,1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,-1,1,-1,-1,0,-1,1,-1,0,1,1,1
Fátima Pelaes,PMDB,AP,0,-1,-1,0,0,-1,-1,1,1,0,-1,1,1,0,-1,1,0,1,-1,-1,-1,1,1,1,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,1,1,0,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,-1,-1,1,-1,-1,0,-1,1,-1,0,1,1,0
Joseph Bandeira,PT,BA,0,0,0,0,-1,-1,-1,1,1,1,0,-1,1,-1,-1,1,0,1,-1,-1,0,1,0,1,1,1,1,-1,-1,0,0,-1,0,-1,1,1,1,1,-1,-1,-1,1,1,0,0,0,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,1,0,0,0,0,1,1,1,-1,0,0,1,-1,0,0,0,-1,1,1,0,1,-1,-1,1,0,1
Antônio Andrade,PMDB,MG,-1,0,0,0,0,0,-1,1,1,1,1,1,1,-1,0,1,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,-1,-1,1,-1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,0
Luiz Fernando Faria,PP,MG,0,0,-1,0,-1,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,1,1
Carlos Bezerra,PMDB,MT,-1,-1,-1,-1,-1,0,-1,1,1,0,0,0,1,0,0,1,-1,1,0,-1,0,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,-1,-1,1,0,0,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,-1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,-1,-1,1,0,-1,0,0,1,-1,-1,1,1,1
Edson Santos,PT,RJ,-1,-1,-1,-1,0,-1,-1,1,0,0,-1,-1,0,-1,-1,1,-1,1,-1,0,0,0,1,1,1,1,1,0,0,0,0,0,-1,0,1,1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,1,0,1,1,0,0,-1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,0,1,-1,0,0,0,0,1,1,-1,1,-1,-1,0,0,1
Felipe Bornier,PHS,RJ,-1,0,-1,-1,-1,-1,-1,0,0,0,1,-1,1,-1,-1,1,0,1,-1,-1,-1,1,1,1,0,0,1,0,0,-1,-1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,-1,0,0,-1,-1,0,1,0,1
Chico D Angelo,PT,RJ,0,-1,-1,0,0,-1,-1,1,1,0,1,-1,1,-1,0,0,-1,1,0,0,-1,1,1,1,0,1,1,-1,-1,0,-1,-1,0,0,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,1,0,-1,-1,-1,-1,1,-1,1,0,0,1,0,-1,1,1,1
Hugo Leal,PSC,RJ,-1,-1,0,0,0,-1,-1,0,1,0,0,0,1,-1,-1,0,-1,-1,-1,0,0,0,1,1,0,1,1,-1,-1,-1,0,-1,-1,0,0,0,1,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,1,0,1,1,-1,-1,0,0,1,0,1,0,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,0,1,1,1,-1,1,1,1,0,1,-1,1,0,-1,-1,1,-1,-1,0,0,1,-1,-1,1,1,1
Paulo Pereira da Silva,PDT,SP,-1,-1,0,-1,-1,-1,0,1,0,1,-1,-1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,0,1,0,-1,-1,0,-1,-1,-1,1,-1,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,-1,-1,0,-1,0,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,0,1,-1,0,0,1,0,0,-1,-1,1,0,0
José Rocha,PR,BA,-1,-1,-1,-1,0,-1,-1,1,1,0,0,0,1,-1,-1,0,0,1,0,-1,-1,1,0,1,1,1,1,0,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,1,0,1,1,0,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,0,1,0,-1,-1,1,0,-1,0,1,0,-1,-1,1,1,1
Vicente Arruda,PR,CE,0,0,-1,0,-1,-1,-1,1,0,1,1,1,1,-1,0,1,-1,1,0,-1,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,0,-1,-1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,0,-1,0,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,1,1
Leonardo Quintão,PMDB,MG,0,-1,-1,-1,0,-1,0,0,1,0,1,1,1,1,0,0,0,0,0,-1,0,1,1,0,1,0,1,0,-1,0,0,0,0,0,1,1,1,1,-1,-1,-1,0,-1,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,0,1,1,0,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,1,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,1,0
Paulo Piau,PMDB,MG,0,-1,-1,-1,0,-1,0,1,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,1,0,1,1,0,0,0,0,0,0,-1,-1,0,0,1,1,0,-1,-1,-1,1,0,0,0,0,0,0,-1,1,0,0,1,-1,-1,0,-1,1,-1,1,1,-1,-1,0,0,0,-1,-1,0,-1,1,1,1,1,0,1,-1,1,1,1,0,1,0,1,1,-1,-1,1,-1,-1,1,0,0,0,0,0,1,1
Ratinho Junior,PSC,PR,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,0,-1,-1,1,0,1,-1,1,1,0,0,-1,0,-1,-1,-1,1,1,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,-1,1,1,-1,-1,0,0,0,0,0,-1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,0,0,-1,-1,0,1,1
Wellington Fagundes,PR,MT,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0,-1,-1,1,1,0,1,1,0,0,-1,0,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,1,0,0,0,1,1,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,-1,0,0,1,-1,-1,0,0,0
Solange Almeida,PMDB,RJ,0,0,0,0,0,-1,-1,1,0,0,1,1,1,-1,-1,0,-1,1,-1,-1,-1,0,1,1,0,0,0,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,0,0
Aline Corrêa,PP,SP,0,-1,-1,-1,0,-1,-1,0,1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,1,0,-1,0,0,1,-1,0,1,0,0
Claudio Cajado,DEM,BA,0,0,0,0,-1,0,0,0,1,0,1,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,-1,1,1,0,1,-1,0,-1,1,0,1,1,1,0,1,1
Antonio Carlos Magalhães Neto,DEM,BA,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,-1,1,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,1,0,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,0,1,1,1,0,1,1
Fábio Souto,DEM,BA,-1,0,-1,0,0,0,0,0,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,-1,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,-1,-1,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,1,0,1,1,1,0,0,0
Ronaldo Caiado,DEM,GO,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,0,-1,1,0,0,0,0,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,-1,0,1,1,1,0,0,1,0,0,-1,-1,1,0,1,-1,-1,1,1,0,0,-1,0,0,0,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,-1,0,-1,0,1,0,1,0,0,0,1
Nice Lobão,DEM,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lael Varella,DEM,MG,0,0,0,0,-1,-1,0,1,0,1,1,1,1,-1,0,0,0,0,0,-1,0,0,1,1,0,0,0,1,0,-1,-1,0,-1,-1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,1,1,1,0
Júlio Cesar,DEM,PI,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,0,0,1,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,0,1,-1,0,-1,1,0,1,0,0,0,0,1
