nome,partido,uf,PDC 124/1991,PDC 369/1990,PDC 370/1990,PDC 374/1990,PDC 63/1991,PDC 66/1991,PDC 66/1991,PDC 87/1991,PEC 45/1991,PEC 45/1991,PEC 45/1991,PL 1050/1991,PL 1050/1991,PL 1232/1991,PL 1263/1991,PL 1793/1991,PL 1911/1991,PL 2155/1991,PL 2155/1991,PL 2158/1991,PL 2158/1991,PL 2159/1991,PL 2366/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 2452/1991,PL 4570/1989,PL 4580/1990,PL 4790/1990,PL 4790/1990,PL 5996/1990,PL 5996/1990,PL 638/1991,PL 822/1991,PL 822/1991,PL 91/1991,PL 912/1991,PLP 181/1989
Costa Ferreira,PP,MA,0,1,0,1,0,-1,-1,-1,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0
Jayme Santana,PSDB,MA,0,-1,0,0,0,0,0,-1,0,0,1,0,0,-1,1,1,0,1,0,0,0,0,1,-1,-1,0,0,0,1,1,0,1,-1,1,1,0,0,0,0,0
Zila Bezerra,PMDB,AC,0,1,1,1,0,-1,-1,0,0,0,0,-1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,0
Fátima Pelaes,PFL,AP,0,1,1,1,0,0,0,0,1,0,1,0,-1,1,0,1,1,-1,-1,0,0,-1,0,0,0,1,-1,-1,0,-1,1,0,0,1,0,-1,1,0,-1,-1
Cid Carvalho,PMDB,MA,0,0,0,0,0,-1,-1,-1,1,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,1,0
Ricardo Murad,PSD,MA,0,0,1,1,0,-1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0
Roseana Sarney,PFL,MA,0,0,1,0,0,-1,-1,0,0,0,1,1,-1,1,1,1,0,-1,-1,0,0,-1,1,1,1,-1,-1,1,-1,0,0,0,1,1,1,0,1,1,1,-1
Paulo Silva,PSDB,PI,0,-1,-1,-1,1,1,0,1,1,0,0,1,-1,-1,-1,1,1,0,1,0,0,-1,0,-1,-1,1,1,0,1,0,0,0,-1,-1,1,-1,0,1,-1,-1
Fernando Freire,PPR,RN,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1
José Maranhão,PMDB,PB,0,0,0,0,1,-1,-1,-1,1,0,0,0,1,0,0,1,1,0,-1,1,0,-1,0,1,1,-1,-1,0,-1,0,1,0,1,1,1,1,0,0,1,-1
Alvaro Ribeiro,PSB,PE,0,-1,-1,-1,0,1,1,1,1,0,1,1,-1,-1,-1,0,-1,0,1,1,0,-1,-1,-1,-1,-1,1,-1,1,0,0,-1,0,0,1,0,-1,1,-1,-1
Gustavo Krause,PFL,PE,0,0,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
Cleto Falcão,PSD,AL,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-1,-1,1,0,-1,1,1,0,0,-1,0,0,0,1,-1
Raul Belém,PP,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1,1,0,0,0,1,0,0
Wagner do Nascimento,PP,MG,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,1,0,0,-1,1,0,1,0,1,1,-1,-1,-1,0,0,1,1,1,1,-1,1,1,1,0,0
João Mendes,PTB,RJ,0,0,0,0,1,-1,-1,-1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,1,1,1,-1,-1,0,-1,-1,0,1,1,0,1,0,0,0,1,-1
José Cicote,PT,SP,0,0,0,0,0,1,0,0,1,0,1,-1,-1,-1,0,-1,-1,1,1,0,0,1,-1,0,-1,1,1,-1,0,1,0,0,0,-1,1,0,-1,1,-1,-1
Flávio Derzi,PP,MS,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,0,1,1,0
Cesar Souza,PFL,SC,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,0,1,0,-1,1,0,-1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,-1,0
Roberto Rollemberg,PMDB,SP,0,-1,0,0,1,-1,0,-1,1,0,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,0,-1,1,1,1,1,-1,0
Camilo Machado,PTB,MG,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
Júlio Cabral,PTB,RR,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
Avenir Rosa,PDC,RR,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,-1,-1,1,0,1,1,0,0,-1,0,1,0,0,0
Marcelo Luz,PDS,RR,0,1,0,1,0,-1,-1,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1
Aroldo Góes,PDT,AP,0,-1,0,0,0,1,1,0,1,0,0,1,-1,0,-1,1,0,0,-1,0,0,-1,1,-1,1,0,1,-1,0,0,1,1,0,0,1,0,1,1,-1,-1
Valdenor Guedes,PTB,AP,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
Gerson Peres,PDS,PA,0,1,1,1,0,-1,-1,0,1,1,1,-1,1,1,1,0,0,0,0,1,0,0,1,0,-1,0,0,0,-1,0,0,1,0,1,0,1,0,0,1,-1
Mario Chermont,PTB,PA,0,1,1,1,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1
Osvaldo Melo,PDS,PA,0,1,1,1,1,0,-1,0,1,1,1,0,1,1,1,1,0,0,-1,1,0,-1,1,0,-1,1,1,0,-1,-1,1,1,0,1,-1,0,1,1,0,-1
Eduardo Braga,PDC,AM,0,0,1,1,0,-1,-1,0,0,0,1,0,1,0,0,1,1,-1,1,0,0,-1,1,1,1,1,1,-1,0,0,0,1,0,0,-1,0,0,1,0,-1
Nobel Moura,PTB,RO,0,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
Jabes Rabelo,PTB,RO,0,1,1,1,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1,-1
Pascoal Novaes,PTR,RO,0,1,0,0,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raquel Cândido,PDT,RO,0,1,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1
Reditário Cassol,PTR,RO,0,1,0,1,0,0,-1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,-1,-1,-1,1,1,0,0,1,-1,0,1,0,0,0
Francisco Diógenes,PDS,AC,0,1,0,1,0,0,-1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,1,0
João Maia,PMDB,AC,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0
João Tota,PDS,AC,0,1,1,1,0,-1,0,0,0,0,1,0,1,1,1,0,0,-1,0,0,0,0,1,-1,-1,1,1,1,0,-1,1,1,1,1,-1,0,1,0,1,0
Ronivon Santiago,PMDB,AC,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0
Daniel Silva,PFL,MA,0,1,1,1,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1
Francisco Coelho,PDC,MA,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-1,0,0,0,0,1,1,-1,0,0,0,0,1,1,0,1,-1,0,1,1,0,0
Haroldo Sabóia,PDT,MA,0,-1,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1
Paulo Marinho,PSC,MA,0,1,1,1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
Mauro Sampaio,PSDB,CE,0,-1,-1,-1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,-1,1,1,1,0,1,1,0,0,0,0,0
Luiz Pontes,PSDB,CE,0,-1,0,0,1,0,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,1,0,1,1,0,-1,0,-1,-1
Orlando Bezerra,PFL,CE,0,1,0,1,1,-1,-1,0,1,0,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0
Vicente Fialho,PFL,CE,0,1,1,1,0,-1,-1,0,1,0,0,0,1,1,1,1,1,1,-1,1,0,-1,0,1,0,-1,-1,-1,0,-1,1,0,0,0,-1,0,0,1,0,-1
B. Sá,PDS,PI,0,-1,1,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
Roberto Freire,PCB,PE,0,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,-1,0,0,0,0,1,1,-1,1,1,-1,-1,1,1,-1,0,0,0,0,0,-1,1,0,0,1,-1,-1
Antônio Holanda,PSC,AL,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,1,0,-1
Vitório Malta,PPR,AL,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1
Djenal Gonçalves,PDS,SE,0,1,1,1,0,-1,0,0,1,1,1,-1,1,0,0,1,1,-1,-1,1,0,-1,1,0,1,-1,-1,1,-1,0,0,1,1,1,-1,0,1,1,0,0
José Teles,PDS,SE,0,1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,0,1,-1,-1,1,0,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,0
Pedro Valadares,PP,SE,0,1,1,1,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0
Jairo Azi,PDC,BA,0,1,1,1,0,0,-1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,1,-1
João Alves,PFL,BA,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0
João Carlos Bacelar,PMDB,BA,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
José Lourenço,PDS,BA,0,1,0,0,0,0,-1,0,1,0,0,0,0,1,1,1,0,-1,0,1,-1,0,1,-1,-1,1,0,0,0,-1,0,1,1,1,0,1,1,0,0,-1
Prisco Viana,PMDB,BA,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Luiz Viana Neto,PMDB,BA,0,1,1,-1,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marcos Medrado,PDC,BA,0,1,1,1,1,0,-1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,0,1,0,0,0
Christovam Chiaradia,PSC,MG,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1
Ibrahim Abi-Ackel,PDS,MG,0,1,1,1,1,-1,-1,0,1,1,1,-1,0,0,1,1,0,-1,-1,0,0,-1,1,-1,0,-1,1,1,0,-1,1,1,1,1,1,0,1,1,1,-1
João Rosa,PMDB,MG,0,1,1,0,0,1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1
Leopoldo Bessone,PMDB,MG,0,1,0,1,0,0,1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1
Wagner do Nascimento,PTB,MG,0,1,1,1,0,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aloízio Santos,PMDB,ES,0,-1,1,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1
Paulo Hartung,PSDB,ES,0,-1,-1,-1,0,0,-1,-1,0,0,1,1,-1,1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,-1,1,1,0,0,-1,-1,1,-1,-1,1,0,-1
Cesar Maia,PMDB,RJ,0,1,1,1,0,-1,-1,-1,1,0,0,-1,-1,0,1,1,1,1,-1,0,0,1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,1,1,-1
Paulo Portugal,PDT,RJ,0,-1,0,-1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,-1,0,0,1,0,1,1,0,0,-1,1,0,0,-1,0,0,1,1,1,1,0,0
Roberto Campos,PDS,RJ,0,1,1,1,0,-1,0,-1,1,0,1,-1,1,0,1,1,0,-1,-1,0,0,-1,1,0,0,1,1,1,-1,-1,0,1,1,0,-1,0,1,0,0,1
Alberto Haddad,PTB,SP,0,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delfim Netto,PDS,SP,0,1,1,1,0,0,0,-1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,-1,0,1,0,0,-1
Tidei de Lima,PMDB,SP,0,1,0,0,1,-1,1,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,1,0,0,-1,0,1,0,1,0,-1,-1
João Mellão Neto,PL,SP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0
Manoel Moreira,PMDB,SP,0,1,1,0,0,0,-1,-1,1,0,0,0,0,1,1,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,-1
Oswaldo Stecca,PSDB,SP,0,-1,0,-1,0,-1,-1,0,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Tadashi Kuriki,PTB,SP,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
Augustinho Freitas,PTB,MT,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1,-1,0,0,-1,0,0,0,-1,0,0,0,-1,0,1,0,0,-1,0,1,1,1,0
Oscar Travassos,PDS,MT,0,-1,-1,0,0,-1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Wilmar Peres,PSC,MT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
Benedito Domingos,PTR,DF,0,1,0,1,1,0,-1,-1,1,1,1,1,1,1,1,0,0,-1,-1,1,0,-1,1,1,1,0,-1,-1,-1,-1,0,0,1,1,-1,1,0,0,1,0
Délio Braz,PMDB,GO,0,-1,0,-1,0,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
Lúcia Vânia,PMDB,GO,0,1,1,0,0,-1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,-1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
Maria Valadão,PDS,GO,0,1,0,0,1,-1,-1,0,1,0,1,-1,1,0,1,0,1,-1,-1,-1,0,-1,0,0,0,1,0,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1
Mauro Miranda,PMDB,GO,0,1,0,1,1,0,0,-1,1,0,1,0,0,0,1,1,1,1,-1,0,0,-1,0,1,1,-1,-1,-1,-1,1,0,1,1,1,1,0,0,1,0,0
Mario Assad,PDC,GO,0,1,1,1,0,0,-1,0,1,0,1,0,1,1,1,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,1,-1,0,0,0,0,0
Pedro Abrão,PMDB,GO,0,1,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1
Ronaldo Caiado,S.Part.,GO,0,1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1
Marilu Guimarães,PTB,MS,0,1,1,1,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
Carlos Scarpelini,PMDB,PR,0,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1
Delcino Tavares,PMDB,PR,0,-1,-1,-1,0,1,1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1
Luiz Carlos Hauly,PMDB,PR,0,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,-1
Mathues Iensen,PTB,PR,0,1,1,1,0,0,-1,-1,0,1,1,0,0,1,1,1,0,-1,-1,0,0,-1,0,0,1,-1,-1,-1,-1,-1,0,1,0,1,-1,0,1,1,1,-1
Jarvis Gaidzinski,PL,SC,0,1,-1,0,1,-1,-1,0,1,1,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,1,0,1,-1
Nelson Morro,PFL,SC,0,1,0,0,1,-1,-1,-1,1,1,0,0,0,1,1,1,1,0,-1,0,0,-1,0,1,1,-1,-1,0,-1,-1,0,1,1,1,-1,0,1,0,0,-1
Ruberval Pilotto,PDS,SC,0,1,0,0,1,0,-1,-1,1,0,0,0,0,0,1,1,1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,0,-1,1,1,1,0,0
Osvaldo Bender,PDS,RS,0,1,0,1,1,-1,-1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,-1
Eurides Brito,PTR,DF,0,1,1,0,1,-1,0,-1,1,0,0,0,1,1,1,1,1,1,-1,1,0,-1,0,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,0,1,0,-1
Edivaldo Motta,PMDB,PB,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,-1,0,0,1,1,1,1,1,0,0,1,0
José Felinto,PMDB,PR,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Annibal Teixeira,PTB,MG,0,1,1,1,0,1,1,0,-1,0,1,-1,1,0,1,0,1,0,0,1,0,0,1,1,0,-1,-1,-1,-1,0,1,1,0,0,1,1,0,0,1,0
Caldas Rodrigues,PSC,PI,0,-1,1,1,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
Edésio Frias,PDT,RJ,0,-1,-1,0,0,0,1,0,1,0,1,0,0,-1,0,1,-1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1
Eduardo Mascarenhas,PDT,RJ,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,0,0,0,-1,1,0,0,0,-1,-1
Teresa Surita,PDS,RR,0,0,1,1,0,-1,-1,-1,1,0,0,-1,0,0,1,0,1,0,-1,1,0,-1,1,1,0,0,-1,1,-1,-1,1,0,1,0,-1,0,0,0,1,0
Carlos Camurca,PTR,RO,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,-1,1,-1,-1,-1,-1,-1,0,1,0,0,-1,1,1,0,1,0
Eduardo Siqueira Campos,PDC,TO,0,0,1,0,1,0,-1,0,0,0,1,0,0,1,1,0,0,1,-1,0,0,1,1,1,1,-1,0,0,0,0,1,1,1,1,-1,0,0,0,1,-1
Ernani Viana,PSDB,CE,0,0,1,0,0,0,-1,-1,1,0,1,0,0,0,1,0,0,0,0,1,-1,0,1,0,0,0,0,0,1,0,1,1,0,1,-1,0,1,0,0,0
Luiz Girão,PDT,CE,0,0,-1,-1,0,0,0,1,0,0,1,0,0,-1,1,1,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0,0,0,-1,1,0,1,0,0,0
Gilson Machado,PFL,PE,0,0,1,1,0,0,-1,0,1,0,1,0,1,0,0,1,1,0,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,0,0,1,0,0,-1,0,1,1,1,-1
Jonival Lucas,PDC,BA,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,0,0,0
Sebastião Ferreira,PMDB,BA,0,0,1,1,1,0,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0
Mendes Botelho,PTB,SP,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,-1,1,0,0,-1,1,-1,1,0,-1,0,0,0,1,0,-1,1,-1,0
José Augusto Curvo,PL,MT,0,0,1,1,0,0,-1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
Zé Gomes da Rocha,PRN,GO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,1,-1,0,0,0,1,0
Romero Filho,PMDB,PR,0,0,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1
Said Ferreira,PMDB,PR,0,0,-1,-1,0,-1,-1,1,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,0,-1,1,0,0,-1,-1,-1,0,-1,1,1,1,1,1,0,1,0,1,-1
Luiz Soyer,PMDB,GO,0,0,1,0,0,0,0,-1,1,1,0,-1,1,1,0,1,1,1,-1,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,1,1,1,-1
Maurício Calixto,PTB,RO,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0
José Aldo,PRS,MG,0,0,0,0,1,0,0,-1,0,0,1,0,0,1,0,1,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,-1,-1,0,0,1,0,-1,1,1,0,0,0
João Baptista Motta,PSDB,ES,0,0,0,-1,0,1,-1,-1,1,0,0,1,-1,1,-1,1,1,0,-1,1,0,-1,0,0,1,0,1,1,1,0,0,0,0,0,1,-1,-1,0,-1,-1
Paulo de Almeida,PTB,RJ,0,0,0,1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,-1,0,1,0,1,0,-1,0,1,0,0,0
Etevaldo Nogueira,PFL,CE,0,0,0,0,0,-1,-1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,-1,-1,-1,0,0,1,1,1,1,0,0,0,0,0,0
Ivan Burity,PFL,PB,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
Mário de Oliveira,PP,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1
José Carlos Coutinho,PDT,RJ,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1
Aldo Pinto,PDT,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0
Antônio Britto,PMDB,RS,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,1,0,0,0,0,1,1,1,-1,-1,0,0,1,0,1,0,1,1,0,0,0,0,-1
Carrion Júnior,PDT,RS,0,0,0,0,0,0,1,1,1,0,0,1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,1,0,0,0,-1,-1
Hermínio Calvinho,PMDB,PA,0,0,0,0,1,0,-1,0,1,1,1,0,0,0,1,0,1,-1,-1,0,0,-1,1,1,1,-1,-1,-1,0,1,1,1,0,1,1,1,0,1,0,0
Joaquim Sucena,PTB,MT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,-1,1,0,-1,1,1,1,-1,-1,-1,0,0,1,1,1,0,-1,0,0,1,0,0
Nicias Ribeiro,PMDB,PA,0,0,0,0,1,-1,0,0,1,0,1,-1,1,1,0,0,0,-1,-1,0,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,1,1,1,0,0,0,1,-1
