nome,partido,uf,MSC 1125/1998,MSC 1502/1998,MSC 627/1998,MSC 910/1997,MSC 99/1996,PDC 186/1999,PDC 233/1999,PDC 658/1998,PEC 169/1993,PEC 169/1993,PEC 169/1993,PEC 33/1999,PEC 33/1999,PEC 33/1999,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 407/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 498/1997,PEC 526/1997,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 626/1998,PEC 627/1998,PEC 627/1998,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 637/1999,PEC 82/1995,PEC 85/1999,PEC 85/1999,PL 1/1995,PL 1527/1999,PL 1527/1999,PL 1699/1999,PL 2514/1996,PL 2737/1997,PL 2942/1992,PL 2960/1997,PL 2961/1997,PL 2961/1997,PL 3599/1997,PL 3651/1997,PL 3769/1997,PL 4071/1998,PL 4071/1998,PL 4224/1998,PL 4690/1998,PL 4693/1998,PL 4693/1998,PL 4694/1998,PL 4695/1998,PL 4736/1998,PL 4767/1998,PL 4811/1998,PL 4811/1998,PL 4811/1998,PL 4812/1998,PL 4812/1998,PL 4812/1998,PL 4895/1999,PL 4895/1999,PL 4898/1999,PL 4898/1999,PL 643/1988,PL 752/1999,PL 755/1999,PL 787/1999,PL 88/1999,PL 88/1999,PL 934/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 149/1997,PLP 23/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 24/1999,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 248/1998,PLP 250/1998,PLP 250/1998,PLP 250/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 83/1999,RCP 10/1995,REC 20/1999
Nelson Trad,PTB,MS,1,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,1,1,0,0,1,-1,0,1,1,0,-1,1,1,-1,1,1,0,1,-1,0,1,1,0,-1,-1,-1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,-1,1,1,0,1,0,1,1,1,-1,1,-1,-1,0,0,1,1,1,1,0,1,0,0,0,1,-1,1,1,1,-1,1,1,1,0,0,0,-1,1,1,0,0,1,-1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,-1,1,1,1,1,0,1,0,1,1,0
Asdrubal Bentes,PMDB,PA,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adauto Pereira,PFL,PB,1,1,1,1,-1,0,1,-1,-1,0,1,-1,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,-1,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,0,1,-1,1,1,1,1,1,1,0,0,-1,1,-1,1,0,0,0,1,-1,0,1,1,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,1,0,1,-1
Ricardo Rique,PSDB,PB,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
Dilceu Sperafico,PPB,PR,1,1,0,1,1,1,0,-1,0,0,0,-1,1,1,1,1,1,-1,1,-1,1,0,0,1,0,0,0,0,1,1,0,1,-1,-1,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,0,1,1,0,0,1,0,1,-1,1,1,1,1,1,1,-1,0,-1,0,-1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1
Laura Carneiro,PFL,RJ,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,1,1,1,0,0,1,-1,1,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,0,-1,1,0,-1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,-1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,0,-1,-1,0,1,1,0,1,0,1,0,0,0,-1
Nilton Capixaba,PTB,RO,1,0,0,1,-1,1,1,0,-1,1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,0,1,1,1,-1,-1,1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,-1,1,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,-1,-1,1,0,1,1,-1,1,0,1,1,-1
Francisco Rodrigues,PFL,RR,1,0,0,0,-1,1,1,0,0,1,1,-1,1,1,1,1,1,-1,1,0,0,1,0,0,-1,1,1,-1,1,0,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,0,0,1,1,1,0,-1,-1,-1,-1,0,0,0,1,0,1,0,0,1,0,1,0
Delfim Netto,PPB,SP,1,0,0,1,-1,0,1,-1,-1,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,-1,1,1,0,1,-1,-1,-1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,-1,1,1,1,1,1,0,1,-1,0,0,0,0,1,-1,1,1,1,1,1,0,1,-1,1,0,1,0,1,1,-1,0,0,1,-1,1,1,0,0,1,-1,1,1,1,0,1,1,0,1,1,1,0,-1,0,-1,-1,-1,1,1,0,0,0,0,0,0,0,-1
Nelson Marquezelli,PTB,SP,0,0,-1,1,-1,0,1,-1,-1,-1,1,-1,0,0,1,0,1,-1,1,-1,1,0,0,1,0,0,0,0,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,1,1,-1,0,1,1,1,1,1,1,-1,-1,0,0,0,1,0,0,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,0,-1,1,0,1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,1,-1,0,0,1,-1,-1,1,1,1,1,0,0,1,1,-1,-1
Remi Trinta,PL,MA,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,-1,1,-1,0,1,0,1,1,-1,0,1,1,1,0,0,0,-1,1,0,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Melles,PFL,MG,1,1,1,1,-1,1,1,-1,0,1,1,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,-1,1,0,1,0,0,1,0,1,0,0,0,1,-1,1,0,1,0,1,1,0,0,-1,0,0,1,1,0,0,0,-1,1,0,1,0,1,1,0,0,1,1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0
Ney Lopes,PFL,RN,0,1,1,1,-1,1,1,-1,-1,1,1,-1,0,1,1,0,0,0,1,-1,1,0,0,1,0,0,0,0,1,0,-1,0,-1,-1,-1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,-1,1,-1,-1,1,0,0,1,-1,0,1,1,1,1,0,1,-1,1,1,0,-1,1,1,-1,0,0,1,0,0,1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,-1
João Herrmann Neto,PPS,SP,1,0,0,-1,1,0,1,0,0,0,1,-1,1,1,-1,0,0,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,0,-1,0,-1,0,-1,1,0,1,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,-1,-1,0,0,1,-1,1,-1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,1,1,0,-1,0,0,0,-1,-1
Osvaldo Reis,PMDB,TO,0,0,0,1,-1,0,1,0,0,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,-1,1,1,0,1,-1,1,0,-1,0,0,0,0,0,-1,1,0,1,1,0,0,-1,0,0,0,1,1,0,0,0,0,-1,0,-1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,0,-1,-1,0,-1,-1,-1,1,1,1,0,0,0,0,1,1,0
Osvaldo Coelho,PFL,PE,0,0,1,1,0,0,-1,0,0,1,1,-1,1,1,1,1,1,-1,1,-1,0,1,0,0,-1,1,1,0,1,0,1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,0,0,0,1,0,0,-1,0,0,-1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,-1,1,1,0,0,-1,0,0,1,0,1,1,1,-1,0,0,1,0,1,1,1,1,0,1,0,0,0,-1,-1,-1,1,0,0,0,0,1,1,1,0,-1
Robson Tuma,PFL,SP,0,0,-1,1,-1,1,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,1,1,0,0,0,0,1,-1,0,1,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,-1,0,-1,1,0,0,0,1,-1,1,1,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,0,-1
José Mendonça Bezerra,PFL,PE,1,1,1,0,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,-1,1,1,-1,1,0,0,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,-1,1,1,0,0,1,0,1,1,0,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,-1,0,0,0,0,1,-1,1,1,1,0,0,1,1,0,0,0,-1,-1,1,-1,-1,-1,1,0,1,1,0,0,0,0,0,-1
Enio Bacci,PDT,RS,1,1,1,-1,1,0,1,1,-1,1,1,0,0,-1,-1,-1,0,-1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,0,0,0,0,1,-1,0,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,0,1,1,1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,0,1,1,1,1,0,-1,-1,1,1,0,-1,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,0,-1,1
Paulo Cesar de Oliveira Lima,PMDB,SP,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,1,0,0,0,-1,1,1,1,0,-1
João Tota,PPB,AC,1,1,1,1,0,0,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,0,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,0,0,0,1,-1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,0,-1,-1
Luis Barbosa,PFL,RR,1,0,0,1,-1,0,1,0,-1,1,1,0,0,1,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,-1,1,1,1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0,0,-1,1,1,1,0,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,1,0,1,-1
Robério Araújo,PL,RR,0,0,0,0,0,0,0,0,-1,1,0,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,-1,0,-1,1,1,0,0,0,-1,1,1,1,1,1,0,0,1,0,-1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
Antonio Feijão,PSDB,AP,1,1,1,1,-1,1,0,0,0,1,1,-1,1,-1,0,0,0,0,1,-1,1,1,1,1,-1,1,1,-1,0,0,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,1,1,0,1,1,-1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,0,0,1,-1,1,1,1,-1,1,1,-1,0,-1,0,0,0,-1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,1,-1
Sérgio Barcellos,PFL,AP,1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,0,0,1,1,-1,1,1,-1,0,-1,1,-1,1,1,1,0,1,-1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,-1,-1,1,1,1,1,-1,1,0,0,1,-1
Gerson Peres,PPB,PA,1,1,1,1,0,1,1,0,-1,1,1,0,0,1,1,1,1,-1,1,-1,1,0,0,1,-1,1,1,-1,1,1,-1,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,0,1,0,-1,1,0,1,1,-1,1,1,1,0,1,0,0,0,1,1,1,0,-1,-1,-1,0,-1,1,-1,1,1,1,0,1,-1,1,0,1,1,1,0,1,0,0,0,-1,0,1,-1,-1,-1,1,1,1,1,1,1,1,0,-1,-1
Giovanni Queiroz,PDT,PA,1,0,0,-1,1,1,1,0,0,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,0,1,-1,1,1,1,1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,0,0,-1,1,1,-1,0,0,0,-1,0,-1,0,1,-1,1,-1,1,1,1,0,0,0,1,1,1,-1,0,1,1,-1,0,-1,1,-1,-1,1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,1,0,0,-1,1,0,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,0,-1,1,0,1,0,1
Átila Lins,PFL,AM,1,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,1,1,-1,0,0,1,1,1,0,-1,1,0,-1,1,1,0,0,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,1,-1,1,0,1,1,0,1,1,1,0,1,-1,0,0,0,1,1,0,1,0,1,1,0,0,0,-1,1,1,0,-1,1,1,-1,0,-1,1,-1,1,1,1,1,1,-1,1,1,0,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,0,0
Dr. Luiz Fernando,PPB,AM,1,1,0,1,-1,1,1,-1,0,1,1,-1,1,1,1,1,1,0,1,-1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,0,-1,1,-1,0,1,0,0,1,-1,1,1,1,1,1,0,1,-1,1,1,1,-1,1,1,0,0,-1,1,-1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,-1,-1,0,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Eurípedes Miranda,PDT,RO,1,0,0,-1,1,1,1,0,-1,1,0,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,0,1,1,0,1,1,-1,1,1,1,1,0,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,0,0,0,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,1,1,1,0,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,0,1,0,1,1,1,1,1,0,-1,-1,1,0,-1,0,0,1,0,1
Antônio Jorge,PTB,TO,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Freire Júnior,PMDB,TO,0,0,0,1,0,1,1,0,0,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,0,0,1,1,-1,1,0,1,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,0,-1,1,0,1,0,0,0,1,-1,0,0,0,0,1,0,0,1,0,1,1,1,1,-1,1,1,0,-1,1,1,0,0,-1,1,0,0,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,-1,-1,0,-1,0,1,1,1,1,0,0,0,-1,1,-1
Airton Cascavel,PPS,RR,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,-1,-1,0,-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,0,1,0,-1,-1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,-1,1,1,1,0,1,-1,-1,1,1,-1,-1,0,0,0,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,0,-1,-1
Eliseu Moura,PPB,MA,0,0,0,0,-1,1,0,0,-1,1,1,0,1,0,1,1,1,-1,1,-1,1,1,0,0,-1,1,1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,1,-1,1,0,-1,1,0,0,1,1,0,0,-1,0,0,0,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,-1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,1,1,1,0,0
Sá,PPB,RR,0,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,0,0,0,0,1,-1,1,1,1,0,0,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-1,0,-1,1,-1,1,1,0,0,0,-1,1,1,1,1,1,-1,-1,1,0,0,-1,0,0,-1,-1,-1,1,1,1,0,-1,1,1,1,-1,-1
Evandro Milhomen,PSB,AP,1,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,0,0,-1,-1,0,0,1,0,0,0,1,1,1,-1,1,1,1,1,0,-1,0,0,0,1,1,0,0,0,1,1,0,0,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,0,0,1,-1,1,0,1
Jurandil Juarez,PMDB,AP,1,0,0,1,-1,0,1,0,-1,1,1,-1,1,1,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,1,1,1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,0,0,0,1,0,0,-1,0,1,1,0,0,1,0,0,1,-1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,-1,-1,1,1,1,1,-1,1,1,1,1,-1
Deusdeth Pantoja,PFL,PA,1,0,0,1,-1,1,0,0,0,1,1,-1,0,0,1,1,1,0,1,0,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,-1,1,0,0,0,1,-1,0,0,-1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,1,-1,1,0,0,0,1,1,1,-1,1,0,1,1,-1
Renildo Leal,PTB,PA,1,0,0,1,1,1,1,0,0,1,1,-1,1,0,1,1,1,0,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,1,1,-1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,-1,0,0,1,0,-1,1,-1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,-1,-1,-1,0,0,0,-1,0,0,1,0,-1
Francisco Garcia,PFL,AM,1,0,0,1,-1,1,1,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,0,0,0,1,-1,0,-1,0,0,0,1,1,-1,1,1,1,1,1,0,0,0,0,0,1,-1,0,0,-1,1,-1,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,0,1,0,0,-1
Marcio Bittar,PPS,AC,0,0,0,-1,1,-1,1,0,-1,1,1,0,0,1,0,0,0,0,-1,0,1,1,0,0,1,1,-1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,0,-1,0,-1,1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,-1,0,0,1,-1,1,-1,-1,1,1,0,0,0,0,0,1,1,1,1,1,1,-1,0,0,0,0,0,0,1,-1,-1
Sérgio Barros,PSDB,AC,0,0,0,0,0,0,0,0,-1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,-1,1,0,1,0,0
José Antonio Almeida,PSB,MA,1,0,0,-1,1,1,0,0,0,0,0,-1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,1,1,0,0,-1,-1,1,0,1,0,0,0,-1,1,1,-1,0,1,0,1,0,-1,0,0,0,1,1,0,0,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,0,0,1,1,1,-1,-1,1,-1,1,-1,1,0,1
Mauro Fecury,PFL,MA,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,1,1,-1,0,0,0,0,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,-1,1,1,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,-1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,1,-1
