nome,partido,uf,MPV 582/2012,MPV 586/2012,MPV 586/2012,MPV 587/2012,MPV 589/2012,MPV 593/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 595/2012,MPV 597/2012,MPV 600/2012,MPV 601/2012,MPV 601/2012,MPV 602/2012,MPV 605/2013,MPV 608/2013,MPV 609/2013,MPV 609/2013,MPV 609/2013,MPV 613/2013,MPV 618/2013,MPV 619/2013,MPV 619/2013,MPV 619/2013,MPV 620/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 621/2013,MPV 625/2013,PDC 1055/2013,PDC 1351/2008,PDC 1361/2013,PDC 1361/2013,PDC 471/2011,PDC 549/2012,PDC 824/2013,PEC 111/2011,PEC 111/2011,PEC 190/2007,PEC 190/2007,PEC 190/2007,PEC 207/2012,PEC 207/2012,PEC 3/1999,PEC 346/2013,PEC 346/2013,PEC 349/2001,PEC 368/2009,PEC 368/2009,PEC 37/2011,PEC 544/2002,PEC 544/2002,PEC 544/2002,PEC 55/2011,PEC 55/2011,PEC 565/2006,PEC 565/2006,PEC 565/2006,PEC 90/2011,PEC 90/2011,PEC 90/2011,PL 323/2007,PL 323/2007,PL 3471/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4470/2012,PL 4529/2004,PL 4904/2012,PL 4904/2012,PL 6025/2005,PL 6053/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 6397/2013,PL 708/2007,PL 7495/2006,PL 7663/2010,PL 7663/2010,PLN 24/2012,PLP 200/2012,PLP 200/2012,PLP 238/2013,PLP 238/2013,PLP 238/2013,PLP 238/2013,PLP 238/2013,PLP 238/2013,PLP 266/2013,PLP 266/2013,PLP 266/2013,PLP 277/2005,PLP 288/2013,PLP 288/2013,PLP 288/2013,PLP 416/2008,PLP 416/2008,PLP 416/2008,PLP 416/2008,PLP 416/2008,PLP 416/2008,PRC 178/2013,PRC 178/2013,PRC 178/2013,PRC 178/2013,PRC 178/2013,PRC 203/2013,REQ 5941/2012,REQ 6166/2012,REQ 6786/2013,REQ 6947/2013,REQ 7126/2013,REQ 7252/2013,REQ 7253/2013,REQ 7494/2013,REQ 7595/2013,REQ 7772/2013,REQ 7829/2013,REQ 7926/2013,REQ 7956/2013,REQ 8091/2013,REQ 8144/2013,REQ 8196/2013,REQ 8696/2013,REQ 8970/2013,REQ 9261/2013
Pinto Itamaraty,PSDB,MA,0,1,1,1,0,1,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,1,-1,0,0,-1,1,1,0,-1,-1,1,-1,-1,1,-1,0,0,0,0,1,0,1,0,1,1,-1,0,1,1,1,0,0,0,1,1,1,-1,-1,1,1,1,1,1,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,-1,-1,-1,-1,1,0,1,-1,1,0,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1
Professor Setimo,PMDB,MA,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,1,1,1,-1,-1,1,0,1,0,-1,-1,1,1,-1,-1,0,1,-1,-1,1,0,1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,0,0,0,-1,0,0,-1,0,1,-1,1,0,0,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,1,1,0,0,0,0,-1,1,-1,1,-1,0,0,0,0,-1,-1,-1,0,-1,1,-1,0,0,-1,0,-1,-1,1,0,0,1,-1,1,-1,1,0,-1,-1,-1,1,0,1,-1,1,1,-1,0,0,-1,-1,-1,-1,-1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0
Waldir Maranhão,PP,MA,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,1,-1,0,0,1,-1,1,1,-1,1,1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,0,0,-1,1,-1,-1,0,1,0,-1,0,0,-1,0,1,0,0,-1,1,1,1,0,1,1,0,1,1,-1,-1,1,1,1,1,0,0,0,-1,1,1,-1,0,0,0,0,-1,0,0,0,0,-1,1,-1,0,-1,-1,-1,0,-1,1,-1,0,1,1,0,0,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,0,1,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Aelton Freitas,PR,MG,-1,0,0,0,0,1,0,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,0,0,0,1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,-1,0,-1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,-1,1,-1,1,1,0,0,0,-1,-1,0,1,0,1,-1,-1,-1,-1,0,0,-1,-1,0,1,1,-1,0,-1,-1,0,-1,0,1,0,0,1,0,0,-1,0,-1,0,-1,1,0,1,0,0,0,1,0,-1,-1,1,-1,0,-1,-1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,-1,0,1,1,1,1
Antônio Roberto,PV,MG,0,1,1,1,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,-1,1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,1,0,-1,1,1,0,1,0,0,1,0,0,0,1,0,1,-1,0,0
Fábio Ramalho,PV,MG,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,1,1,-1,-1,1,0,0,-1,1,0,-1,0,1,-1,-1,0,0,0,1,0,0,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,0,0,0,1,0,0,-1,-1,1,0,0,0,1,-1,1,-1,1,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,-1,-1,0,-1,1,-1,-1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1
Humberto Souto,PPS,MG,-1,1,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,-1,-1,1,0,1,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,-1,-1,-1,-1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,-1,1,1,0,0,1
Jô Moraes,PCdoB,MG,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,1,-1,0,1,-1,1,1,1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,-1,0,1,-1,1,-1,0,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,0,-1,0,-1,0,0,0,-1,-1,1,1,0,-1,0,0,0,1,-1,1,-1,-1,0,0,-1,1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,-1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,-1,0,1
Miguel Corrêa,PT,MG,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bilac Pinto,PR,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paulo Abi-Ackel,PSDB,MG,1,1,0,1,-1,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,1,1,-1,0,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,0,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,1,-1,0,1,-1,0,0,0,0,0,0,1,-1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,-1,1,1,1,-1,0
Rodrigo de Castro,PSDB,MG,1,0,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,1,-1,-1,1,1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,1,1,-1,0,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,0,-1,1,0,0,1,-1,0,0,0,0,0,0,1,-1,1,1,1,1,-1,0,0,0,1,1,1,1,1,1,-1,-1,1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,-1,1,1,1,-1,1
Valtenir Pereira,PSB,MT,-1,-1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,1,1,-1,-1,1,1,-1,-1,0,0,-1,-1,1,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,-1,-1,1,1,0,0,1,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,1,-1,1,1,1,-1,1,-1,0,-1,-1,1,-1,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,1,1,0,0,1,0,0,1,0,0
Beto Faro,PT,PA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,0,-1,0,-1,0,1,-1,0,-1,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,0,-1,-1,0,0,1,-1,-1,-1,-1,1,0,0,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,-1,0,1
Lúcio Vale,PR,PA,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,1,0,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,0,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,1,0,0,-1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,0,-1,1,1,-1,0,0,-1,-1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,1,1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,-1,1,1,1,-1,1
Wandenkolk Gonçalves,PSDB,PA,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,-1,0,-1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1
Bruno Araújo,PSDB,PE,0,0,0,1,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,-1,0,-1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,0,0,0,-1,1,0,0,0,0,1,-1,-1,1,1,1,0,1,1,1,0,0,-1,-1,0,1,1,1,1,-1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,-1,-1,1,-1,0,1,-1,0,-1,-1,1,0,0,1,0,1,1,1,1,-1,-1,0,1,0,1,-1,0,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-1,1,0,0,1,1
Eduardo da Fonte,PP,PE,-1,0,1,-1,-1,-1,0,0,0,-1,1,1,0,0,0,0,-1,0,0,1,1,-1,0,1,1,-1,-1,1,0,-1,0,1,1,0,0,0,0,0,-1,0,1,0,0,-1,-1,0,1,-1,1,0,-1,0,0,0,-1,1,0,0,0,1,-1,1,0,1,0,1,-1,0,0,1,1,0,-1,-1,1,1,1,1,1,-1,0,0,1,1,1,0,-1,0,0,0,1,-1,1,-1,0,1,0,0,-1,-1,-1,0,0,1,-1,0,0,0,0,0,1,1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,1,1,-1,0,-1,0,-1,-1,-1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
Fernando Coelho Filho,PSB,PE,-1,0,1,-1,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,1,0,-1,-1,1,0,0,-1,1,0,-1,0,0,-1,-1,0,0,0,0,0,0,1,0,1,0,-1,0,1,-1,0,-1,-1,0,0,0,-1,1,0,-1,0,1,-1,1,0,1,1,1,0,1,0,1,1,1,-1,0,0,-1,1,1,1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,-1,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-1,1,0,-1,1,0
Raul Henry,PMDB,PE,-1,1,1,1,-1,-1,1,0,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,0,0,1,-1,-1,-1,0,-1,1,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,-1,0,0,-1,1,0,-1,0,1,1,-1,0,0,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,-1,0,1,1,1,-1,1,0,1,0,-1,1,0,-1,-1,-1,-1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,-1,0,1,1,1,1,0,-1,0,0,1,0,0,0,0,1,1,1,-1
Osmar Júnior,PCdoB,PI,-1,0,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,-1,0,0,-1,1,-1,-1,0,0,-1,-1,1,0,-1,0,1,-1,1,0,0,1,0,0,1,1,1,0,1,-1,-1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,1,-1,-1,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,0,1,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,-1,1,0
Andre Vargas,PT,PR,0,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,0,1,1,0,-1,1,1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,-1,1,0,0,1,1,0,0,1,0,0,0,-1,0,0,0,0,1,1,-1,1,0,1,1,1,0,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Angelo Vanhoni,PT,PR,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,1,0
Alfredo Kaefer,PSDB,PR,0,0,0,1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,1,-1,0,0,1,-1,0,1,0,0,0,-1,0,0,-1,1,-1,0,0,0,0,1,0,1,0,0,-1,-1,0,-1,1,1,-1,0,0,0,0,0,-1,-1,0,1,1,1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-1,1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,0,0,0,1,0,0,-1,1,-1,0,0,1
Dr. Adilson Soares,PR,RJ,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,-1,0,-1,0,0,0,0,-1,-1,0,0,0,1,-1,-1,-1,1,-1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,-1,1,1,0,0,1,-1,1,-1,1,1,0,0,0,-1,-1,-1,1,0,1,0,0,0,1,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,1,0,0,1,-1,1,-1,1,-1,-1,0,0,0,1,0,0,0,1,0,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,-1,1,0,1,1,1
Andreia Zito,PSDB,RJ,1,1,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,1,-1,1,-1,-1,0,1,0,-1,-1,1,0,-1,1,-1,0,0,0,1,1,0,1,0,1,1,-1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,0,0,0,0,-1,-1,0,-1,1,0,-1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,-1,1,0,1,1,1
Filipe Pereira,PSC,RJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otavio Leite,PSDB,RJ,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,-1,1,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,-1,-1,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,-1,0,1,1,0,0
João Maia,PR,RN,-1,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
Edio Lopes,PMDB,RR,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,1,0,0,0,0,1,-1,1,0,-1,-1,1,0,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,0,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,0,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,0,-1,-1,-1,1,0,1,-1,0,1,-1,0,-1,0,-1,-1,-1,1,-1,0,1,1,0,0,1,1,0,0,1,-1,1,-1,1,0,-1,0,0,1,1,1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,-1,-1,1,1
Urzeni Rocha,PSDB,RR,0,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-1,1,1,0,0,1,-1,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,-1,0,1,0,0,0
Vieira da Cunha,PDT,RS,0,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,1,0,-1,0,0,0,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,0,0,-1,1,0,-1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,-1,1,-1,-1,1,1,1,-1,1,0,0,0,0,0,0,-1,-1,-1,1,0,1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,1,1,1,1,0,0,0,0,1,1,-1,1,-1,1,0,1,0,0,0,1,0,-1,1,1,-1,1,-1
Manuela D`Ávila,PCdoB,RS,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,0,0,0,1,0,0,-1,0,1,-1,0,-1,1,1,1,0,1,1,1,0,0,-1,0,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,1,1,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,1,-1,-1,-1,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0
