nome,partido,uf,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 627/2013,MPV 628/2013,MPV 628/2013,MPV 628/2013,MPV 630/2013,MPV 630/2013,MPV 632/2013,MPV 633/2013,MPV 633/2013,MPV 635/2013,MPV 639/2014,MPV 640/2014,MPV 650/2014,MPV 652/2014,MPV 656/2014,MPV 657/2014,PDC 1491/2014,PDC 1491/2014,PDC 1491/2014,PEC 103/2011,PEC 103/2011,PEC 111/2011,PEC 197/2012,PEC 197/2012,PEC 197/2012,PEC 247/2013,PEC 247/2013,PEC 290/2013,PEC 290/2013,PEC 293/2013,PEC 293/2013,PEC 358/2013,PEC 358/2013,PEC 358/2013,PEC 426/2014,PEC 426/2014,PEC 434/2014,PEC 434/2014,PEC 471/2005,PL 3232/1992,PL 4246/2012,PL 6025/2005,PL 6025/2005,PL 6738/2013,PL 6809/2013,PL 7735/2014,PL 8035/2010,PLN 31/2014,PLN 31/2014,PLN 36/2013,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLN 36/2014,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 221/2012,PLP 275/2001,PLP 276/2002,PLP 362/2006,PLP 362/2006,PLP 362/2006,PLP 397/2014,PLP 397/2014,PRC 132/2012,REP 17/2012,REP 22/2013,REP 25/2014,REQ 10361/2014,REQ 10929/2014,REQ 8130/2013,REQ 8339/2013,REQ 8880/2013,REQ 9459/2014,REQ 9534/2014,REQ 9534/2014,REQ 9534/2014,REQ 9556/2014,PEC 471/2005
Padre João,PT,MG,-1,1,0,-1,-1,-1,0,-1,0,1,1,-1,1,-1,0,1,0,-1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,0,-1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,1,-1,-1,1,-1,0,-1,1,1,-1,1,1,1,1,1,1,0,0,1,-1
Weliton Prado,PT,MG,-1,1,-1,-1,0,-1,-1,-1,0,1,1,-1,-1,1,-1,1,-1,-1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,-1,-1,0,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,1,1,0,-1,1,1,1,-1,0,0,0,0,0,1,-1,0,1,1,1,0,1,0,0,0,1,1,0,-1,1,-1
Eros Biondini,PTB,MG,0,0,0,0,0,0,-1,-1,1,1,0,0,0,1,-1,-1,-1,0,0,-1,-1,-1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,-1,1,0,0,0,1,1,0,0,0,-1,-1,0,-1,1,1,1,1,1,1,0,0,0,0,1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,0,-1
Newton Cardoso,PMDB,MG,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,-1,1,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,-1,0,1,0,0
Bernardo Santana de Vasconcellos,PR,MG,-1,1,1,1,1,-1,-1,-1,0,1,1,-1,1,1,0,0,1,0,0,-1,0,-1,-1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,-1,-1,1,0,0,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,0,-1,-1,1,0,-1
Marcus Pestana,PSDB,MG,0,1,1,1,-1,0,0,0,1,-1,0,1,0,1,-1,-1,1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,0,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,1
Domingos Sávio,PSDB,MG,0,1,1,0,-1,0,0,0,1,-1,-1,1,1,1,-1,-1,1,0,0,-1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,-1,1,0,0,0,0,0,-1,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,0
Eduardo Azeredo,PSDB,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandetta,DEM,MS,0,-1,1,1,-1,0,0,0,1,-1,0,1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,0,1,0,1,1,0,0,-1,1,0,0,0,0,-1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,-1,-1,0,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Reinaldo Azambuja,PSDB,MS,0,1,1,1,-1,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,0,-1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,-1,1,1,0,-1,1,0,0,0,1,1,0,1,0,-1,1,1,1,-1,-1,1,1,1
Ságuas Moraes,PT,MT,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,-1,1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,-1,1,0,1,-1,0,1,-1,0,1,1,0,-1,1,0,1,1,1,1,0,0,1,-1
Júlio Campos,DEM,MT,0,-1,0,1,0,0,0,0,1,-1,-1,0,0,1,-1,-1,1,0,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,0,1,1,0,1,0,-1,1,1,1,-1,-1,1,0,1
Cláudio Puty,PT,PA,-1,1,-1,0,-1,0,-1,-1,-1,1,0,-1,1,-1,-1,0,0,-1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,-1,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,0,-1,0,0,0,0,1,1,-1,1,0,1,1,0,0,0,0,1,-1
Miriquinho Batista,PT,PA,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,-1,0,1,0,-1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,0,1,-1,-1,1,1,-1,1,1,0,-1,0,-1,1,0,0,0,1,-1,-1,1,0,1,1,1,-1,1,1,1,-1,-1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,-1
Arnaldo Jordy,PPS,PA,0,-1,0,-1,-1,-1,0,0,1,-1,-1,0,0,1,1,-1,-1,0,0,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,-1,1,-1,1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,0
Nilda Gondim,PMDB,PB,-1,1,0,1,1,0,0,0,0,0,0,-1,1,1,0,0,0,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,1,1,-1,1,1,1,1,1,0,0,-1,-1,1,1,0,1,1,0,-1,1,0,0,0,1,-1,-1,1,1,1
Ruy Carneiro,PSDB,PB,0,1,0,1,-1,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,-1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,-1,0,0,1,1
Roberto Teixeira,PP,PE,-1,1,0,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,0,-1,1,1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,0,1,-1,1,0,1,1,1,0,0,-1,-1,1,1,0,1,1,0,1,1,-1,1,1,1,-1,0,0,0,1
João Paulo Lima,PT,PE,-1,1,-1,-1,-1,0,-1,-1,-1,1,0,0,0,-1,-1,1,0,-1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,0,0,-1,1,0,0,-1,1,1,0,-1,0,-1,1,0,-1,0,1,0,0,1,-1,1,0,0,0,1,1,1,-1,-1,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,-1
Jorge Corte Real,PTB,PE,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,1,-1,1,1,-1,1,0,-1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,0,1,1,1,1,0,0,0,1,1,1,-1,-1,1,1,0,0,1,1,1,1,-1,0,0,0,-1,-1,1,1,-1
Anderson Ferreira,PR,PE,-1,1,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,-1,1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,-1,0,0,0,-1,-1,1,1,1
Mendonça Filho,DEM,PE,1,-1,0,1,-1,0,0,0,1,-1,0,1,1,-1,-1,0,1,0,1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,0,1
Pastor Eurico,PSB,PE,-1,1,0,0,0,-1,1,-1,0,-1,0,-1,1,1,0,-1,-1,-1,1,-1,-1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,-1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,0,1,1,1,0,-1,1,0,0
Luciana Santos,PCdoB,PE,0,0,1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,0,1,-1,-1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,1,0,-1,0,-1,1,0,-1,1,0,0,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,1,1,1,-1,1,0,-1,1,1,0,0,0,1,-1
Iracema Portella,PP,PI,-1,0,0,1,0,0,-1,0,0,1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
Assis Carvalho,PT,PI,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,-1,-1,-1,1,1,0,1,1,0,-1,0,-1,1,0,-1,1,0,-1,-1,1,-1,1,1,1,-1,1,1,0,-1,-1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0
Jesus Rodrigues,PT,PI,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,-1,1,-1,-1,1,-1,-1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,0,0,-1,-1,1,-1,0,1,1,1,-1,1,0,1,1,1,1,0,0,0,-1
Marllos Sampaio,PMDB,PI,-1,1,0,0,0,-1,-1,-1,0,1,1,-1,1,1,-1,1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,-1,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,0,1,1,0,0,0,1,1,0,1,-1,-1,1,0,1
Carlos Magno,PP,RO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,-1,1,0
Padre Ton,PT,RO,-1,1,-1,0,-1,-1,0,-1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,-1,1,0,1,0,0,1,-1,0,0,1,1,-1,1,0,1,1,0,0,0,0,1,0
Jhonatan de Jesus,PRB,RR,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,1,0,0,1,1,-1,0,0,-1,0,0,0,0,1,1,1,-1,-1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
Paulo Cesar Quartiero,DEM,RR,0,-1,1,1,-1,0,0,0,1,-1,-1,1,1,1,-1,0,0,0,0,-1,0,-1,-1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,1,1,0,1,1,0,1,0,0,1,1,1,-1,-1,1,1,1
Chico das Verduras,PRP,RR,-1,1,0,1,0,0,-1,-1,-1,1,1,-1,1,1,0,0,0,0,0,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,1,1,1,1,0,0,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,-1
Giovani Cherini,PDT,RS,-1,1,1,1,1,0,-1,-1,-1,1,1,0,0,1,-1,1,0,0,0,0,-1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,-1,0,0,0,0,1,0,-1,0,-1,1,0,-1,1,1,1,1,0,-1,1,1,1,-1,0,1,0,0,0,1,1,0,1,1,1,0,1,-1,1,0,1,-1,-1,0,1,0
Ronaldo Nogueira,PTB,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,1,1,0
Bohn Gass,PT,RS,-1,1,-1,0,0,-1,-1,0,-1,1,1,-1,1,0,-1,1,-1,-1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,-1,-1,1,-1,-1,0,0,0,0,1,0,-1,0,-1,1,0,-1,0,1,0,1,0,0,1,1,1,0,1,1,1,-1,0,1,-1,0,-1,1,1,-1,1,0,1,1,1,0,0,-1,0,-1
Marcon,PT,RS,-1,1,-1,-1,0,-1,0,-1,0,0,0,-1,1,-1,0,0,-1,-1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,-1,-1,1,0,-1,0,0,0,1,0,0,-1,0,-1,1,0,-1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,-1
Alceu Moreira,PMDB,RS,-1,1,1,1,1,0,-1,0,1,-1,0,0,0,0,0,1,0,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,0,1,0,1,-1,-1,1,1,1,1,1,0,0,-1,0,1,0,-1,1,1,0,-1,0,0,-1,0,1,1,0,1,1,1,-1,1,0,0,0,-1,0,1,0,-1,0,0,0,1,1,1,1,1,-1,0,1,0,0,-1,1,1,1
Alexandre Roso,PSB,RS,1,1,1,0,1,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,0,1,1,0,0,0,-1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,1,0,1,1,1,-1,0,0,1,0
Jose Stédile,PSB,RS,1,1,1,0,1,0,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,0,0,-1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,-1,-1,-1,1,1,1
Assis Melo,PCdoB,RS,-1,0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,1,0,-1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,0,1,1,0,-1,0,0,-1,1,1,1,0,-1,0,-1
Esperidião Amin,PP,SC,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,1,1,1,0,0,0,1,-1,1,1,1,1
Ronaldo Benedet,PMDB,SC,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,0,-1,0,-1,1,0,-1,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,1,-1,1,1,1,-1,0,1,1,1
Rogério Peninha Mendonça,PMDB,SC,0,0,0,0,0,0,0,-1,0,1,0,-1,1,1,-1,1,0,-1,0,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,-1,0,0,1,1,0,-1,0,-1,1,0,0,1,0,-1,1,1,-1,1,1,1,1,1,1,1,0,-1,-1,0,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Marco Tebaldi,PSDB,SC,0,1,1,0,0,0,0,0,1,-1,-1,0,0,1,-1,0,1,0,0,-1,-1,-1,-1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,0,0,0,0,1,1,1,0,-1,1,1,1,-1,0,1,0,1
Márcio Macêdo,PT,SE,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,-1,1,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,-1,0,1,0,0,1,0,0,-1,0,-1,1,0,-1,1,1,0,0,0,-1,0,0,0,-1,1,0,1,-1,-1,1,-1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,-1
Andre Moura,PSC,SE,-1,0,0,1,1,-1,0,0,1,-1,0,-1,1,0,-1,0,1,-1,0,-1,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,0,-1,1,0,-1,0,-1,1,0,-1,1,0,0,0,0,0,1,1,1,-1,1,1,0,-1,-1,1,0,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Otoniel Lima,PRB,SP,-1,1,-1,0,1,-1,-1,-1,-1,1,0,0,0,1,-1,1,-1,0,0,0,0,-1,-1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,0,-1,1,0,-1,0,-1,1,0,1,1,1,-1,-1,1,1,1,1,0,0,1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,1,1,1,0,0,1,1
Missionário José Olimpio,PP,SP,-1,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,-1,0,0,0,-1,-1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,0,0,0,0,1,0,1,-1,-1,1,0,0,1,1,0,1,1,0,1,1,0,-1,0,0,0,1
Newton Lima,PT,SP,-1,1,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,-1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,-1,-1,0,-1,0,1,0,0,1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,0,1,1,0,-1,0,0,-1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,-1
Edinho Araújo,PMDB,SP,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,0,1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,0,-1,0,-1,1,0,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Pr. Marco Feliciano,PSC,SP,-1,1,1,1,1,-1,0,0,1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,-1,1,0,-1,0,-1,-1,0,1,1,0,0,0,1,1,1,1,1,-1,0,1,0,0,0,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,0,1,1
Tiririca,PR,SP,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,0,-1,0,-1,-1,0,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1
Roberto Freire,PPS,SP,0,0,0,1,0,0,0,0,1,-1,-1,0,0,1,0,0,-1,0,0,0,-1,-1,-1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,1,0,1
Alexandre Leite,DEM,SP,0,-1,1,1,-1,0,0,0,1,-1,0,0,1,1,0,0,-1,0,0,-1,-1,0,0,1,1,1,-1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,-1,0,0,-1,1,0,0,0,0,-1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,-1,-1,1,1,0,1,1,1,1,1,-1,0,0,1,0,-1,1,0,0
Rodrigo Garcia,DEM,SP,0,0,0,0,0,0,0,0,1,-1,-1,1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,0,1,0,1,1,1,-1,1,1,0,0,0,0,0,0
Eli Correa Filho,DEM,SP,0,0,0,0,-1,0,0,0,1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,-1,0,0,1,1,1,1,1,0,1,1,1,-1,-1,1,0,0
Keiko Ota,PSB,SP,-1,1,1,-1,1,0,1,-1,0,-1,-1,-1,-1,1,0,-1,-1,-1,0,0,0,-1,-1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,-1,0,1,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,0,0,1,1,1,-1,-1,1,1,1
Penna,PV,SP,1,1,1,1,-1,0,-1,0,1,-1,0,0,1,0,-1,1,0,-1,0,-1,0,-1,-1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,-1,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,-1,-1,1,0,0,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1
Roberto de Lucena,PV,SP,-1,1,1,0,-1,-1,-1,0,0,-1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,1,1,-1,0,1,0,1,1,1,-1,1,0,1,0,-1,1,1,0,1,1,0,1,1,0,1,1,0,-1,-1,1,1,1
Mara Gabrilli,PSDB,SP,0,1,0,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,1,-1,-1,-1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,-1,1,-1,1,0,0,1,1,1,1,-1,0,1,1,-1,0,1,1,0
