nome,partido,uf,MPV 136/2003,MPV 139/2003,MPV 139/2003,MPV 139/2003,MPV 140/2003,MPV 140/2003,MPV 141/2003,MPV 143/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 144/2003,MPV 147/2003,MPV 148/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 153/2003,MPV 154/2003,MPV 154/2003,MPV 155/2003,MPV 155/2003,MPV 160/2003,MPV 160/2003,MPV 161/2004,MPV 165/2004,MPV 165/2004,MPV 165/2004,MPV 166/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 167/2004,MPV 168/2004,MPV 168/2004,MPV 169/2004,MPV 177/2004,MPV 177/2004,MPV 179/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 182/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 183/2004,MPV 191/2004,MPV 191/2004,MPV 191/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 192/2004,MPV 194/2004,MPV 195/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 196/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 198/2004,MPV 200/2004,MPV 200/2004,MPV 201/2004,MPV 206/2004,MPV 206/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 207/2004,MPV 208/2004,MPV 219/2004,MPV 219/2004,MSC 205/2004,MSC 205/2004,MSC 210/2004,MSC 411/2003,MSC 62/2004,PDC 13/2003,PEC 101/2003,PEC 101/2003,PEC 227/2004,PEC 227/2004,PEC 228/2004,PEC 228/2004,PEC 254/2000,PEC 285/2004,PEC 438/2001,PEC 574/2002,PEC 574/2002,PEC 574/2002,PEC 575/1998,PL 2399/2003,PL 2399/2003,PL 2399/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2546/2003,PL 3476/2004,PLP 188/2004,PLP 22/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 72/2003,PLP 76/2003,PLP 76/2003
Orlando Desconsi,PT,RS,-1,-1,1,-1,-1,0,0,0,0,1,-1,1,-1,0,0,1,-1,1,-1,0,0,0,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,1,0,-1,-1,-1,0,-1,0,1,1,0,1,0,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,0,1,-1,-1,0,0,1,1,0,1,-1,0,0,0
Maria do Rosário,PT,RS,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,1,-1,1,0,-1,1,0,0,1,-1,1,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,0,1,1,0,0,0,0,-1,1,-1,-1,1,0,0,1,1,1,1,1,0,0
Ary José Vanazzi,PT,RS,0,-1,1,-1,-1,-1,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,0,0,-1,-1,1,-1,0,0,0,0,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,-1,0,0,-1,0,0,1,1,0,0,0,0,0,0,1,0
Pastor Reinaldo,PTB,RS,-1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,1,-1,0,-1,1,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,1,1,-1,1,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Milton Cardias,PTB,RS,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,0,0,-1,0,1,-1,-1,0,0,1,0,0,0,-1,-1,-1,0,1,-1,1,0,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,-1,-1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1
Darcísio Perondi,PMDB,RS,-1,-1,-1,0,-1,-1,0,-1,-1,1,0,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,-1,1,0,1,0,-1,0,1,0,1,-1,-1,0,0,-1,-1,1,1,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,-1,-1,1,0,1,-1,0,0,1,0,1,-1,1,1,1,1,1,0,0,0,0,1,1,-1,0,1,1,0,1,1,1,0,1,0,0,-1,1,1,0
Mendes Ribeiro Filho,PMDB,RS,-1,0,1,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,0,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,1,-1,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,1,1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,1,0,0,0,-1,0,0,1,1,1,-1,0,0,1,1,-1,1,1,1,1,-1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,-1,-1,1,0,0
José Ivo Sartori,PMDB,RS,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,0,1,-1,1,1,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0,0,-1,-1,1,1,0,0,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,1,-1,1,0,1,1,1,0,0,1,1,1,1,-1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
Cezar Schirmer,PMDB,RS,-1,0,1,-1,-1,0,-1,0,0,1,-1,1,-1,0,0,1,-1,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,1,0,-1,-1,-1,0,0,1,-1,1,1,0,0,0,0,0,1,1,0,1,-1,0,1,1,0,1,-1,0,0,1,1,1,0,0,0,0,1,-1,-1,1,1,0
Eliseu Padilha,PMDB,RS,-1,-1,-1,-1,0,0,0,0,1,-1,1,-1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,-1,0,0,0,0
Paulo José Gouvêa,PL,RS,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,0,1,0,0,-1,1,0,0,1,-1,-1,1,0,0,0,1,-1,0,0,-1,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,-1,-1,0,0,-1,1,-1,0,0,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1,1,0,0,1,0,0,1,1,0,0,-1,0,-1,-1,1,0,0,0,1,0,1,1,0,1
Nelson Proença,PPS,RS,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,1,1,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,0,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,0,0,1,-1,-1,1,-1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,1,-1,1,1,0,1,1,0,1,0,1,0,1
Onyx Lorenzoni,PFL,RS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,-1,-1,1,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0
Beto Albuquerque,PSB,RS,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,0,1,0,0,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,0,0,1,1,-1,0,1,0
Yeda Crusius,PSDB,RS,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,1,0,0,1,-1,1,-1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Carlito Merss,PT,SC,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0
Luci Choinacki,PT,SC,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,1,0,-1,0,0,0,1,-1,1,1,-1,-1,1,-1,0,-1,1,-1,0,0,-1,0,1,-1,0,0,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,0,1,0,0,0,1,1,0,0,-1,0,-1,-1,-1,-1,1,1,0,0,1,1,-1,1,1,0
Vignatti,PT,SC,0,0,1,-1,-1,0,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,1,1,-1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,0,1,1,1,1,1,1,1,1,0,1
Adelor Vieira,PMDB,SC,-1,-1,1,-1,-1,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,0,0,0,0,0,-1,0,0,1,-1,1,-1,1,0,-1,-1,-1,-1,1,1,1,0,0,0,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,1,0,-1,-1,0,-1,1,0,-1,-1,0,0,0,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,-1,-1,1,0,1,1,1,0,1,1,-1,1
Edison Andrino,PMDB,SC,-1,0,1,-1,1,-1,0,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,0,0,0,-1,1,-1,0,0,0,0,-1,-1,-1,1,1,0,-1,-1,0,0,0,-1,0,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,-1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,-1,0,0,1,0,-1,1,1,1,1,0,0,0,0,1,0
Paulo Afonso,PMDB,SC,1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,0,-1,0,0,0,0,0,0,-1,-1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,-1,1,1,1,0,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,0,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1
Paulo Bauer,PFL,SC,0,0,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,1,1,1,1,1,-1,0,1,1,1,1,0,0,0,-1,0,1,-1,0,0,0,1,1,0,-1,0,0
Gervásio Silva,PFL,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jorge Alberto,PMDB,SE,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,1,0,0,-1,1,0,1,0,0,0,0,0,1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,1,0,0,1,-1,1,1,0,1,0,0,0,1,1,1,0,-1,0,0,0,-1,-1,1,1,0,0,1,1,1,1,1,0
Heleno Silva,PL,SE,0,0,1,0,0,0,-1,0,0,0,-1,1,-1,1,0,1,0,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,0,1,-1,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,0,-1,1,-1,1,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,0,0,0,1,0,0,0,0,1,1,1,-1,1,1,1,0,1,0,0,1,1,-1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1
José Carlos Machado,PFL,SE,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,-1,0,1
Mendonça Prado,PFL,SE,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Bosco Costa,PSDB,SE,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,1,1,1,1,0,1,1,1,-1,0,1,1,0,-1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,-1,1,-1,0,1
José Eduardo Cardozo,PT,SP,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,0,-1,0,1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-1,1,-1,-1,1,-1,0,-1,-1,1,1,0,0,1,0,1,-1,0,-1,1,1,1,0,1,1,-1,-1,1,-1,0,0,0,-1,-1,1,1,1,1,1,1,1,1,1,0
Iara Bernardi,PT,SP,-1,0,1,0,0,-1,0,-1,-1,1,-1,1,-1,-1,-1,0,0,1,-1,0,1,-1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,0,-1,1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,0,-1,1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,0,0,1,1,1,1,0,1,1,1,-1,0,1,0,0,1,1,1,1,0,-1,0,-1,-1,0,0,1,0,1,0,0,1,-1,1,1,1
Rubinelli,PT,SP,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,1,0,0,-1,1,0,0,-1,0,0,-1,-1,0,0,0,-1,1,-1,-1,-1,-1,1,1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,0,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,0,1,1,1,1,-1,0,1,0,0,1,1,1,1,0,-1,0,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Roberto Gouveia,PT,SP,-1,-1,1,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,-1,1,0,1,-1,0,0,-1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,1,0,1,1,-1,1,1,1
Arlindo Chinaglia,PT,SP,-1,0,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,0,0,1,-1,0,1,-1,1,-1,1,0,0,0,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,-1,0,0,1,1,0,1,0,1,1,1,-1,1,0,1,0,1,0,1,1,0,-1,0,0,0,-1,-1,0,1,1,1,1,0,0,0,0,1
João Paulo Cunha,PT,SP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Valente,PT,SP,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0,0,0,0,-1,1,0,-1,-1,0,0,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,0,0,1,0,0,1,-1,0,-1,-1,-1,-1,1,0,0,1,0,1,-1,1,1,0
José Mentor,PT,SP,0,0,1,-1,-1,-1,0,-1,-1,0,0,1,-1,-1,-1,1,-1,1,0,0,1,0,0,0,-1,1,0,1,0,-1,0,0,1,1,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,1,-1,1,-1,0,1,-1,-1,-1,-1,0,1,1,1,1,0,1,1,1,-1,1,1,0,0,1,1,1,0,0,-1,0,-1,0,0,-1,0,1,1,1,0,0,0,0,1,1
Orlando Fantazzini,PT,SP,-1,0,1,0,0,-1,-1,-1,-1,1,0,1,-1,-1,-1,1,0,0,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,-1,1,0,-1,0,-1,1,-1,0,0,-1,0,0,0,1,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,0,0,1,1,0,1,0,0,1,1,1,-1,1,1,1,0,1,1,-1,0,1,0,0,-1,-1,0,0,1,0,1,1,-1,1,-1,1,1,1
Luiz Eduardo Greenhalgh,PT,SP,-1,0,1,0,-1,0,-1,0,-1,1,-1,1,0,-1,-1,1,-1,1,-1,1,1,-1,-1,1,0,1,-1,1,0,-1,0,-1,1,1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,1,1,1,1,1,1,1,-1,1,0,1,0,0,1,1,0,0,-1,0,0,0,-1,-1,1,0,0,0,1,1,1,1,1,0
Professor Luizinho,PT,SP,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,1,-1,-1,0,0,1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,0,1,-1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1
Durval Orlato,PT,SP,0,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,0,-1,1,0,-1,1,1,1,1,1,0,1,1,1,1
Devanir Ribeiro,PT,SP,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,0,-1,-1,1,0,-1,-1,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,0,-1,1,-1,-1,1,0,1,1,1,1,1,1,1,1
Vicentinho,PT,SP,-1,0,1,0,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,0,1,-1,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,0,0,-1,1,-1,1,-1,0,0,0,0,0,0,-1,0,0,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,0,0,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,0
Luiz Antonio Fleury,PTB,SP,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,0,-1,1,1,-1,-1,1,0,1,0,1,0,-1,-1,-1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,0,0,0,-1,-1,1,1,1,0,1,1,1,1,1,1
Edna Macedo,PTB,SP,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,0,1,-1,0,-1,0,1,-1,-1,1,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,-1,1,0,-1,1,-1,-1,-1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,-1,1,0,-1,1,0,1,0,1,1,1,1,0,1
