nome,partido,uf,MPV 225/2004,MPV 227/2004,MPV 228/2004,MPV 231/2004,MPV 232/2004,MPV 233/2004,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 241/2005,MPV 242/2005,MPV 242/2005,MPV 242/2005,MPV 245/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 248/2005,MPV 249/2005,MPV 249/2005,MPV 249/2005,MPV 250/2005,MPV 250/2005,MPV 250/2005,MPV 251/2005,MPV 252/2005,MPV 252/2005,MPV 252/2005,MPV 255/2005,MPV 256/2005,MPV 257/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 258/2005,MPV 259/2005,MPV 259/2005,MPV 260/2005,MPV 264/2005,PDC 1274/2004,PDC 1274/2004,PDC 1353/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 227/2004,PEC 7/2003,PEC 7/2003,PL 1144/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 2401/2003,PL 3627/2004,PL 4559/2004,PL 4955/2005,PL 5524/2005,PL 5524/2005,PL 5524/2005,PLP 187/1997,PLP 244/2005,PRC 248/2005,PRC 248/2005,REQ 1452/2003
Socorro Gomes,PCdoB,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,0,0,0
Reinaldo Gripp,PL,RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,1,1,0,0,0
Wilson Cignachi,PMDB,RS,0,-1,-1,0,0,0,1,1,0,0,-1,1,0,0,0,-1,-1,0,-1,0,-1,-1,1,0,0,0,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,1,1,0,0
Joaquim Francisco,PTB,PE,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Armando Monteiro,PTB,PE,1,0,0,0,0,0,0,1,-1,0,-1,1,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,1,1,0,0,1,1,1,0,0,1,-1,1,0,0,0,0,1,1,0
João Tota,PP,AC,0,0,0,0,0,0,1,1,-1,0,-1,1,-1,1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0,1,1,0
Ronivon Santiago,PP,AC,1,0,-1,0,0,0,1,1,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,0,1,1,-1,0,0,0,-1,-1,0,0,-1,1,0,-1,-1,0,0,1,0,1,0,0,0,1,-1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
Benedito de Lira,PP,AL,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,0,1,-1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,-1,0,0,-1,0,1,1,1,0
Dr. Benedito Dias,PP,AP,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,-1,1,1,0,-1,1,0,0,0,-1,-1,0,0,-1,-1,1,-1,-1,1,0,-1,0,0,1,1,0,0,0,-1,0,1,0,1,1,0,0,1,1,1,1,1,-1,1,0,1,1,0,0,1,1,0,0
Nilton Baiano,PP,ES,1,-1,-1,-1,0,0,1,1,0,0,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,0,1,1,-1,1,-1,0,1,-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,0,1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,0,1,-1,-1,1,-1,1,1,1,0,0
Sandes Júnior,PP,GO,1,0,0,0,0,0,1,1,-1,-1,-1,1,-1,0,0,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,-1,1,1,1,1,-1,1,-1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,1,0,0,1,1,1,1,1,-1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0
Ibrahim Abi-Ackel,PP,MG,1,-1,-1,0,0,0,1,1,-1,0,-1,1,-1,0,0,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,0,0,1,-1,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,1,1,0,0,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,-1,1,1,1,1,0
Romel Anizio,PP,MG,1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,0,1,0,0,0,1,-1,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,0,1,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0
Márcio Reinaldo Moreira,PP,MG,1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,1,-1,-1,1,0,1,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,0,1,-1,1,1,1,1,0
Enivaldo Ribeiro,PP,PB,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,1,0,1,0,0,0,1,1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,0,0,1,1,1,1,0
Severino Cavalcanti,PP,PE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Meurer,PP,PR,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,1,1,0
Francisco Dornelles,PP,RJ,1,0,0,0,0,0,1,1,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,1,0,-1,1,-1,0,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,-1,0,-1,0,0,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,-1,1,0,1,1,0
Julio Lopes,PP,RJ,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0,1,1,-1,-1,1,1,1,1,0,0,0,1,1,1,1,0,0,-1,1,0,-1,1,1,1,1,0
Simão Sessim,PP,RJ,1,-1,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,0,1,-1,-1,1,-1,1,0,-1,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,-1,0,1,1,1,0
Eduardo Paes,PSDB,RJ,-1,0,1,0,-1,1,0,0,0,0,0,-1,-1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,-1,-1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,-1,0,1,1,0,1,0,0,0
Suely Campos,PP,RR,-1,0,0,0,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,-1,1,-1,0,-1,1,1,0,0,-1,1,0,0,1,-1,-1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,1,1,1,0
Francisco Appio,PP,RS,1,-1,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,0,1,0,1,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,-1,-1,-1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
Francisco Turra,PP,RS,1,1,-1,1,-1,0,1,1,-1,0,-1,1,-1,-1,0,-1,1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,1,1,1,1,-1,1,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,0
João Pizzolatti,PP,SC,1,0,0,0,0,0,0,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,1,0,-1,-1,0,-1,1,0,-1,0,0,0,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,0,-1,-1,1,0,0,0,1,1,1,0
Leodegar Tiscoski,PP,SC,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,1,-1,0,0,0,1,1,-1,-1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,-1,1,1,1,1,0
Zonta,PP,SC,0,1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,-1,1,-1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,0,-1,-1,1,-1,0,0,-1,1,1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,-1,1,1,1,0,0
Cleonâncio Fonseca,PP,SE,0,-1,0,0,0,0,1,1,0,-1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,1,0,0,1,0,-1,0,0,-1,0,0,0,1,-1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
Delfim Netto,PP,SP,0,-1,-1,0,0,0,1,1,0,0,0,1,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celso Russomanno,PP,SP,1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,-1,1,0,0,0,0,-1,-1,0,0,-1,1,-1,0,-1,0,0,1,0,-1,-1,0,1,1,-1,-1,1,1,1,0,0,0,0,1,1,1,1,0,1,-1,0,0,0,0,0,1,1,0
Vadão Gomes,PP,SP,0,-1,0,0,0,0,1,1,-1,-1,-1,1,0,1,0,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,-1,1,0,1,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,-1,1,0,0,0,0,1,1,1,-1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0
Francisco Garcia,PP,AM,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,1,0,-1,1,-1,-1,0,0,-1,0,0,0,1,-1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,-1,1,0,0,1,1,1,1,0
Mário Negromonte,PP,BA,1,0,-1,-1,0,0,1,1,-1,-1,-1,1,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,1,1,0,-1,1,-1,0,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,0,0,0,1,-1,0,-1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0
José Linhares,PP,CE,1,-1,-1,-1,0,0,1,1,-1,0,0,1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1,1,1,-1,1,-1,0,-1,0,0,-1,0,-1,0,0,-1,-1,1,0,0,1,-1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,-1,0,0,0,1,-1,1,1,-1,1,1,1,1,0
Osmânio Pereira,S.Part.,MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcondes Gadelha,PTB,PB,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Pedro Corrêa,PP,PE,1,-1,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,1,0,0,-1,1,-1,0,0,0,-1,-1,0,0,-1,1,0,-1,-1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Dilceu Sperafico,PP,PR,0,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,-1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,1,-1,0,0,0,1,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0
Giacobo,PL,PR,1,-1,0,0,0,0,1,0,-1,-1,-1,1,0,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,1,-1,1,0,0,1,0,-1,-1,0,-1,-1,1,0,0,-1,-1,-1,0,0,-1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,-1,0,0,1,1,0
Sá,PL,RR,1,1,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,0,-1,1,1,0,0,1,-1,0,-1,1,1,1,1,0,0,1,1,1,1,0,1,-1,1,1,-1,0,0,0,0,0
Luis Carlos Heinze,PP,RS,-1,1,0,0,-1,0,1,0,-1,0,1,-1,-1,0,0,0,1,-1,-1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,-1,0,-1,0,0,0,0,-1,1,1,1,-1,1,1,-1,-1,0,-1,1,-1,-1,0,1,1,1,-1,0,1,1,0,1,0,1,1,1,1,1,0,0,-1,0,1,-1,1,0,1,0,0
Augusto Nardes,PP,RS,1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Ivan Ranzolin,PP,SC,1,0,-1,0,-1,0,0,1,-1,-1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,-1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Pedro Henry,PP,MT,1,-1,0,0,0,0,1,1,0,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,0,0
Zé Lima,PP,PA,0,-1,-1,0,0,0,1,1,-1,0,-1,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,1,1,1,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,-1,1,-1,-1,1,-1,1,0,0,0,1,-1,0,1,1,0,1,1,0,1,0,-1,1,1,0,1,0,1,1,-1,1,0,1,1,0
Ricardo Fiuza,PP,PE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
José Janene,PP,PR,0,-1,-1,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Ricardo Barros,PP,PR,1,1,1,1,0,1,1,-1,1,0,1,-1,-1,-1,0,-1,0,0,0,1,-1,1,0,0,1,0,0,0,1,1,0,0,1,-1,0,0,0,0,1,1,0,0,1,0,-1,0,0,0,1,1,-1,1,0,1,0,1,0,0,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
Jonival Lucas Junior,PTB,BA,1,-1,-1,0,0,0,1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,1,1,1,1,1,-1,0,1,-1,-1,0,0,0,-1,1,-1,-1,1,0,-1,1,-1,1,1,0,0,1,1,0,1,1,1,1,1,-1,0,1,1,1,1,0,1,-1,1,0,0,0,0,0,0,0
Jovair Arantes,PTB,GO,1,1,0,0,0,0,0,1,-1,-1,-1,-1,0,-1,0,-1,1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,0,1,1,-1,0,0,0,-1,-1,0,-1,-1,1,0,1,-1,-1,-1,0,-1,0,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,0,1,-1,0,1,1,1,1,0
Inaldo Leitão,PL,PB,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,1,0,0,-1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,-1,-1,1,1,-1,0,1,0,1,1,1,1,0
João Mendes de Jesus,PSL,RJ,1,0,-1,0,0,0,1,1,-1,-1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
Érico Ribeiro,PP,RS,1,0,-1,0,0,0,1,1,0,0,-1,1,0,1,0,-1,1,-1,-1,0,-1,0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,0,0,0,0,-1,-1,-1,0,-1,-1,1,0,0,1,-1,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,1,1,0
Salvador Zimbaldi,PTB,SP,1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,-1,-1,0,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,0
Paulo Marinho,PL,MA,1,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
Osmânio Pereira,PTB,MG,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,1,1,0,1,1,1,0,1,0,1,-1,-1,1,1,0,1,0,1,0,0,0,0,1,1,0
Ricardo Rique,PL,PB,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Simplício Mário,PT,PI,1,-1,-1,-1,0,0,1,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,1,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,1,0,-1,1,-1,-1,-1,1,1,1,1,0,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,0
Feu Rosa,PP,ES,1,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,1,0,-1,1,0,1,1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,0,0,0,0,0,1,1,0
Bernardo Ariston,PMDB,RJ,1,-1,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,1,1,1,-1,0,0,0,0,1,0,1,-1,0,-1,0,-1,-1,1,1,0,-1,-1,0,0,1,-1,-1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
Edson Ezequiel,PMDB,RJ,1,0,-1,0,-1,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,0,1,1,-1,-1,0,-1,0,-1,0,1,-1,-1,1,1,-1,1,1,0,0,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,1,1,-1,1,1,-1,1,1,0,0,0
Pastor Pedro Ribeiro,PMDB,CE,1,-1,-1,0,0,0,1,1,-1,0,-1,-1,0,-1,0,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,0,1,1,1,0,-1,-1,0,0,0,-1,0,-1,-1,1,0,0,-1,-1,-1,1,-1,1,1,0,0,1,-1,-1,1,1,1,0,0,-1,-1,-1,-1,1,0,1,1,0,0,0,-1,0,0,-1,0,0
Tadeu Filippelli,PMDB,DF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wagner Lago,PP,MA,1,-1,-1,0,0,0,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-1,-1,1,1,1,0,0,0,0,1,1,1,1,0,0,-1,0,0,0,0,0,1,1,0
Costa Ferreira,PSC,MA,0,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,0,-1,-1,-1,1,0,1,1,1,-1,0,0,0,-1,-1,0,-1,-1,1,0,-1,-1,0,-1,1,-1,1,1,-1,0,1,1,-1,1,1,1,1,1,-1,0,0,0,0,0,1,1,-1,-1,1,-1,0,1,0,1,0
Takayama,PMDB,PR,0,1,-1,0,-1,0,1,1,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,0,0,-1,0,0,-1,0,-1,-1,1,-1,0,1,0,0,1,-1,1,1,0,1,1,1,-1,0,0,0,0,0,0,-1,0,-1,1,1,1,1,0,0,1,-1,0,0,1,1,0
