nome,partido,uf,MPV 7/2001,MPV 7/2001,MSC 527/2001,PDC 381/1999,PEC 203/1995,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 222/2000,PEC 277/2000,PEC 277/2000,PEC 289/2000,PEC 308/1996,PEC 308/1996,PEC 308/1996,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 472/1997,PEC 610/1998,PEC 610/1998,PEC 610/1998,PEC 610/1998,PL 1733/1996,PL 2155/1999,PL 3115/1997,PL 3242/2000,PL 3267/2000,PL 3524/2000,PL 3639/2000,PL 3657/1989,PL 3755/2000,PL 3998/2001,PL 4143/2001,PL 4177/2001,PL 4177/2001,PL 4210/2001,PL 5470/2001,PL 5470/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PL 5483/2001,PLP 10/1999,PLP 10/1999,PLP 10/1999,PLP 116/2000,PLP 116/2000,PLP 155/2000,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 177/2001,PLP 183/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 195/2001,PLP 23/1999,PLP 242/1998,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 8/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PLP 9/1999,PRC 106/1992,PRC 106/1992,PRC 106/1992,PRC 176/2001,REC 113/2000,REC 144/2001,REC 52/1999
Marcio Bittar,PPS,AC,0,1,1,-1,1,1,-1,-1,-1,1,0,0,1,1,1,1,-1,0,0,-1,1,1,1,0,0,0,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,0,0,1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,0,0
Sérgio Barros,PSDB,AC,0,-1,1,1,1,1,-1,-1,-1,1,1,1,0,0,0,1,-1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,0,0,0,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,-1,1,-1,0,0,1,1,-1,0,-1,1,0,1,1,0,0
José Antonio Almeida,PSB,MA,0,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,1,1,0,1,-1,0,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,0,0,0,-1,0,1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Mauro Fecury,PFL,MA,0,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,1,0,0,0,-1,1,0,1,0,0,0,1,0,1,1,1,0,1,-1,0,-1,1,-1,0,0,1,0,0,0,0,0,0,1,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,0
Pedro Fernandes,PFL,MA,0,-1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,0,-1,1,0,0,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,-1,1,1,-1,-1,-1,-1,1,0,-1,0,0
Roberto Rocha,PSDB,MA,0,-1,0,1,1,1,-1,0,0,1,0,0,0,1,1,0,0,0,1,-1,1,0,0,1,-1,1,1,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,0,0,1,0,-1,1,1,0,0,0,-1,1,1,1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,-1
Adolfo Marinho,PSDB,CE,0,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0,1,1,1,0,0,1,-1,-1,-1,1,-1,1,-1,1,1,0,0,-1,0,0,1,1,1,-1,1,1,1,0,-1,0,0,-1,-1,-1,0,1,0,-1,1,0,0,1,0,1,1,1,1,0,-1,1,1,1,0,1,1,-1,0,-1,0,0,1,0,-1,0,-1,1,0,1,-1,0,0
Chiquinho Feitosa,PSDB,CE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,-1,-1,0,0,0,0,0,1,0,0,0,-1,1,1,1,0,0,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,1,0,0,-1,1,1,1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0
Sérgio Novais,PSB,CE,0,1,1,-1,1,-1,1,-1,0,-1,-1,-1,0,0,0,1,1,1,-1,0,0,1,1,1,-1,-1,0,-1,-1,0,0,1,-1,1,1,0,1,0,1,1,1,-1,-1,-1,1,-1,0,-1,1,-1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,-1,0,0,1,0,-1,1,0,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,1,-1,0,0
Themístocles Sampaio,PMDB,PI,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,0,0
Wellington Dias,PT,PI,0,1,1,-1,1,1,-1,-1,0,1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,0,1,0,1,1,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,0,0,-1,-1,1,0,-1,-1,0,0,1,1,-1,0,0
Lavoisier Maia,PFL,RN,0,-1,0,1,0,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,0,1,1,-1,1,0,0,1,0,1,1,1,-1,-1,-1,1,0,0,-1,0,0,1,0,-1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,0,-1,0,0,0,1,-1,0,-1,1,-1,1,1,0,0
Avenzoar Arruda,PT,PB,1,1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,0,1,1,-1,1,1,0,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,0,0,0
Damião Feliciano,PMDB,PB,0,-1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,1,-1,0,1,0,1,1,0,0,-1,1,1,1,1,0,1,1,1,0,-1,-1,0,-1,0,-1,1,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,-1,1,-1,0,0,1,0,0,0,-1,1,0,0,1,0,0
Domiciano Cabral,PSDB,PB,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,0,1,-1,1,1,-1,1,1,1,1,-1,1,0,0,1,0,1,0,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,1,1,1,0,1,-1,1,1,0,0,0,1,-1,1,-1,0,0,1,0,0,0,-1,1,-1,1,-1,0,0
Carlos Batata,PSDB,PE,0,-1,1,1,1,1,-1,-1,-1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,-1,0,0,1,0,0,1,1,0,0,-1,0,0,-1,0,-1,0,0,1,0,-1,1,1,1,1,1,0,1,0,0,-1,0,-1,-1,0,0,0,-1,1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-1,0,-1,0,-1,0,0
Clementino Coelho,PPS,PE,0,1,1,0,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,0,0,-1,0,1,1,1,-1,1,0,-1,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,-1,-1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,0,1,-1,0,0
Djalma Paes,PSB,PE,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Luciano Bivar,PSL,PE,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,1,0,0,1,1,1,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1,0,0,0,1
Pedro Eugênio,PT,PE,0,1,0,-1,1,1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0
Regis Cavalcante,PPS,AL,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,1,0,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,0,0,0,0,-1,-1,-1,1,-1,-1,0,1,0,-1,-1,1,-1,1,1,-1,0,0
Augusto Franco,PSDB,SE,0,-1,1,1,0,-1,-1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,-1,0,1,1,1,-1,1,1,0,0,1,1,1,0,0,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,0,1,1,1,1,1,1,-1,1,0,1,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0
Ivan Paixão,PPS,SE,0,1,1,-1,1,1,-1,-1,-1,1,1,1,0,1,1,1,-1,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,0,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,0,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Sérgio Reis,PTB,SE,0,0,1,1,1,1,-1,-1,-1,1,1,1,0,1,1,1,0,1,1,-1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0
Francistônio Pinto,PFL,BA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,0,0,0,1,-1,0,1,-1,1,1,1,1,-1,1,1,1,0,1,1,1,0,0,-1,0,1,-1,1,0,0,0,0,0,0,1,1,1,1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,1,-1,0,0,0,-1,0,1,0,0
Nilo Coelho,PSDB,BA,0,-1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,-1,1,0,1,1,-1,1,1,1,0,1,1,0,0,-1,0,-1,1,-1,1,0,0,0,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,0,-1,-1,-1,-1,0,-1,1,-1,0,1,-1,-1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,0,-1,1,0,0,0
Paulo Braga,PFL,BA,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,0,1,1,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,0,0,0,-1,1,-1,0,0,0,0
Saulo Pedrosa,PSDB,BA,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1,-1,1,1,0,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,0,0,-1,1,-1,0,-1
Waldir Pires,PT,BA,0,1,1,-1,1,1,-1,0,-1,1,1,1,1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,0,-1,1,0,0,1,-1,1,1,0,1,0,1,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,0,1,1,-1,1,-1,0,-1,-1,0,1,-1,0,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
Cabo Júlio,PST,MG,0,-1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0
Hélio Costa,PMDB,MG,0,1,1,1,1,1,-1,-1,0,1,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,-1,-1,1,-1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,0,1,1,1,0,1,-1,1,1,0,-1,-1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,0,-1,1,0,1,0,1,1,-1,1,-1,0,1,1,1,-1,0,-1,-1,0,1,1,0,-1
Lincoln Portela,PSL,MG,0,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,0,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,0,1,1,1,1,1,1,-1,1,1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,1,0,0
Olimpio Pires,PDT,MG,0,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,0,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,1,1,0,0,0
Ronaldo Vasconcellos,PL,MG,0,-1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,-1,1,1,0,1,-1,1,1,0,1,0,-1,0,-1,1,1,1,1,1,1,1,0,1,-1,-1,1,-1,1,-1,-1,-1,0,1,0,1,0,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,0,0,0,-1,1,0,-1,0,-1,-1,-1,0,1,0,0
Walfrido Mares Guia,PTB,MG,0,-1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,-1,1,1,-1,1,1,1,1,-1,0,0,0,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,0,-1,0,1,1,1,1,0,-1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,1,1,1,1,1,1,0,-1,1,1,1,0,1,0,0,1,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0
José Carlos Fonseca Jr.,PFL,ES,0,-1,1,1,0,0,-1,-1,-1,1,1,1,1,1,0,1,-1,1,0,-1,1,1,0,1,-1,1,1,1,1,1,1,0,1,-1,-1,0,0,-1,1,-1,0,1,1,0,-1,1,1,0,0,0,-1,1,1,1,0,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,0,0,1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,0,0,1,1,-1,0,0,0,-1,1,1,0,0
Magno Malta,PL,ES,0,0,1,-1,0,1,-1,-1,0,-1,0,0,0,1,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,1,1,0,1,0,0,0,0,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,-1,-1,1,0,0,0
Max Mauro,PTB,ES,0,1,0,0,-1,-1,-1,0,0,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,0,0,1,1,1,1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,-1,1,1,1,0,-1,1,-1,0,-1,-1,-1,0,0,-1,-1,1,0,-1,0,0,0,1,1,-1,0,0
Ricardo Ferraço,PPS,ES,0,1,1,-1,1,1,-1,-1,0,1,1,1,0,1,1,1,-1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,-1,-1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,-1,-1,-1,1,0,-1,-1,0,0,1,1,0,0,0
Dino Fernandes,PPB,RJ,0,-1,0,1,1,1,-1,-1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0
Luiz Ribeiro,PSDB,RJ,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,0,0,-1,1,1,1,1,-1,0,0,1,1,0,-1,0,1,-1,-1,-1,1,1,0,-1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,1,1,0,1,-1,0,0,1,0,0,0,-1,0,-1,1,0,0,0
Eber Silva,PST,RJ,0,-1,0,1,1,1,-1,-1,-1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Iédio Rosa,PFL,RJ,0,-1,0,1,1,1,-1,-1,-1,1,1,-1,0,0,1,0,0,1,0,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0
João Sampaio,PDT,RJ,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,-1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,1,0,-1,-1,1,-1,0,1,-1,0,0
Luisinho,PPB,RJ,0,-1,0,1,1,-1,-1,-1,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0
Valdeci Paiva,PSL,RJ,0,1,0,-1,1,1,-1,-1,-1,-1,1,-1,1,0,1,1,1,0,1,-1,1,0,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,0,1,0,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,0,0
Vivaldo Barbosa,PDT,RJ,0,1,1,0,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,0,0,0,0,0,-1,1,-1,1,-1,-1,-1,1,0,-1,-1,0,-1,1,1,-1,0,0
Wanderley Martins,PSB,RJ,0,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,1,1,0,1,-1,-1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,-1,1,1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,1,-1,1,1,-1,0,0
André Benassi,PSDB,SP,0,-1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,-1,1,-1,0,0
Emerson Kapaz,PPS,SP,0,1,1,-1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,1,0,-1,-1,0,0,1,1,-1,0,0
José Dirceu,PT,SP,0,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,-1,-1,1,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,1,1,0,1,-1,0,-1,0,-1,-1,-1,0,0,0,-1,1,-1,-1,-1,1,-1,1,1,-1,0,0
Marcos Cintra,PFL,SP,0,-1,1,-1,1,-1,0,-1,-1,-1,0,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,-1,-1,-1,0,-1,-1,1,-1,-1,0,-1,-1,0,1,1,1,1,1,1,-1,1,0,1,0,1,1,0,1,0,0,0,1,1,-1,0,-1,-1,0,0,1,0,0
Milton Monti,PMDB,SP,0,-1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,0,1,-1,1,0,1,1,-1,1,1,1,1,1,0,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,0,1,1,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,0,0,0,1,0,-1,1,1,1,0,1,1,-1,1,-1,0,0,1,1,-1,0,-1,0,-1,0,1,0,0
Moreira Ferreira,PFL,SP,0,-1,0,1,1,1,0,-1,0,1,1,1,1,1,0,0,0,0,1,-1,1,0,0,1,-1,1,1,1,1,1,0,0,1,-1,0,-1,1,-1,1,-1,0,0,1,0,-1,1,1,0,1,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,-1,1,1,0,-1,-1,0,0,0,-1,-1,-1,1,0,0,-1,1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,1,0,0
Nelo Rodolfo,PMDB,SP,0,-1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,1,0,1,1,-1,0,0,-1,-1,-1,1,-1,1,0,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,1,-1,0,-1,1,1,-1,0,-1,1,-1,1,1,-1,0
